REGION,STATE,COUNTY,NRPAWWH,PCTRPAWWH
8,Colorado,Boulder County,61161,88
8,Colorado,Broomfield County,12325,85.7
8,Colorado,Chaffee County,2719,94.6
8,Colorado,Cheyenne County,268,93.4
8,Colorado,Clear Creek County,1331,93
8,Colorado,Conejos County,1286,92
8,Colorado,Costilla County,504,90.2
8,Colorado,Crowley County,439,89.6
8,Colorado,Custer County,480,91.4
8,Colorado,Delta County,4228,94.5
8,Colorado,Denver County,146182,81.1
8,Colorado,Dolores County,266,92.4
8,Colorado,Douglas County,59048,87.4
8,Colorado,Eagle County,10148,93.7
8,Colorado,Elbert County,3975,94
8,Colorado,El Paso County,121429,81.5
8,Colorado,Fremont County,5655,94.4
8,Colorado,Garfield County,10630,93.1
8,Colorado,Gilpin County,891,91.4
8,Colorado,Grand County,2453,92.8
8,Colorado,Gunnison County,3569,93.6
8,Colorado,Hinsdale County,95,88.8
8,Colorado,Huerfano County,711,86
8,Colorado,Jackson County,199,94.3
8,Colorado,Jefferson County,101118,89.7
8,Colorado,Kiowa County,204,96.2
8,Colorado,Kit Carson County,1120,94.3
8,Colorado,Lake County,1485,92.7
8,Colorado,La Plata County,9002,84.2
8,Colorado,Larimer County,71029,90.8
8,Colorado,Las Animas County,1911,89.7
8,Colorado,Lincoln County,747,92.9
8,Colorado,Logan County,3176,92.7
8,Colorado,Mesa County,26466,92.4
8,Colorado,Mineral County,96,95
8,Colorado,Moffat County,2248,94.8
8,Colorado,Montezuma County,3217,75.7
8,Colorado,Montrose County,6336,93.1
8,Colorado,Morgan County,4819,89.7
8,Colorado,Otero County,2896,89.2
8,Colorado,Ouray County,615,93.8
8,Colorado,Park County,2416,93.9
8,Colorado,Phillips County,660,96.1
8,Colorado,Pitkin County,2918,91.5
8,Colorado,Prowers County,2020,93.7
8,Colorado,Pueblo County,27734,88.5
8,Colorado,Rio Blanco County,1063,91.4
8,Colorado,Rio Grande County,1781,91.6
8,Colorado,Routt County,4471,94.9
8,Colorado,Saguache County,927,91
8,Colorado,San Juan County,98,94.2
8,Colorado,San Miguel County,1438,92.8
8,Colorado,Sedgwick County,335,93.3
8,Colorado,Summit County,5623,93.8
8,Colorado,Teller County,3259,91.7
8,Colorado,Washington County,723,93.9
8,Colorado,Weld County,61658,91.7
8,Colorado,Yuma County,1602,95.9
8,Montana,Beaverhead County,1643,92.5
8,Montana,Big Horn County,520,20.9
8,Montana,Blaine County,491,40.9
8,Montana,Broadwater County,898,95.9
8,Montana,Carbon County,1464,94.9
8,Montana,Carter County,161,94.2
8,Montana,Cascade County,12702,86.8
8,Montana,Chouteau County,647,67.8
8,Montana,Custer County,1818,91.8
8,Montana,Daniels County,201,89.3
8,Montana,Dawson County,1353,93.7
8,Montana,Deer Lodge County,1202,91.3
8,Montana,Fallon County,444,94.3
8,Montana,Fergus County,1559,92
8,Montana,Flathead County,16969,93.3
8,Montana,Gallatin County,24345,93.5
8,Montana,Garfield County,205,98.6
8,Montana,Glacier County,738,27.9
8,Montana,Golden Valley County,111,91
8,Montana,Granite County,420,94
8,Montana,Hill County,2039,66
8,Montana,Jefferson County,1676,93.2
8,Montana,Judith Basin County,273,97.2
8,Montana,Lake County,2954,58.7
8,Montana,Lewis and Clark County,11574,92.8
8,Montana,Liberty County,386,94.4
8,Montana,Lincoln County,2447,90.7
8,Montana,McCone County,217,92.7
8,Montana,Madison County,1124,94.1
8,Montana,Meagher County,235,94
8,Montana,Mineral County,526,94.8
8,Montana,Missoula County,24146,89.5
8,Montana,Musselshell County,568,87.8
8,Montana,Park County,2538,94.4
8,Montana,Petroleum County,56,94.9
8,Montana,Phillips County,472,84.9
8,Montana,Pondera County,786,80.1
8,Montana,Powder River County,212,90.2
8,Montana,Powell County,673,92.7
8,Montana,Prairie County,119,89.5
8,Montana,Ravalli County,6069,94.5
8,Montana,Richland County,1780,92.5
8,Montana,Roosevelt County,580,28.1
8,Montana,Rosebud County,741,46.9
8,Montana,Sanders County,1340,90.2
8,Montana,Sheridan County,451,89.1
8,Montana,Silver Bow County,5886,92.8
8,Montana,Stillwater County,1383,94.9
8,Montana,Sweet Grass County,470,91.4
8,Montana,Teton County,905,94.5
8,Montana,Toole County,569,90.8
8,Montana,Treasure County,86,89.6
8,Montana,Valley County,971,83.2
8,Montana,Wheatland County,288,94.7
8,Montana,Wibaux County,135,93.1
8,Montana,Yellowstone County,27511,88.7
8,North Dakota,Adams County,259,84.9
8,North Dakota,Barnes County,1584,93.2
8,North Dakota,Benson County,362,32
8,North Dakota,Billings County,120,90.9
8,North Dakota,Bottineau County,806,89.2
8,North Dakota,Bowman County,428,92
8,North Dakota,Burke County,290,93
8,North Dakota,Burleigh County,16128,88.2
8,North Dakota,Cass County,35513,84.5
8,North Dakota,Cavalier County,479,95
8,North Dakota,Dickey County,748,95.4
8,North Dakota,Divide County,292,93.9
8,North Dakota,Dunn County,595,85.2
8,North Dakota,Eddy County,319,90.1
8,North Dakota,Emmons County,401,93.7
8,North Dakota,Foster County,435,95.2
8,North Dakota,Golden Valley County,255,93.8
8,North Dakota,Grand Forks County,13495,85.4
8,North Dakota,Grant County,255,94.8
8,North Dakota,Griggs County,277,97.5
8,North Dakota,Hettinger County,374,86
8,North Dakota,Kidder County,298,92
8,North Dakota,LaMoure County,529,97.2
8,North Dakota,Logan County,244,94.6
8,North Dakota,McHenry County,825,96.6
8,North Dakota,McIntosh County,281,93
8,North Dakota,McKenzie County,2437,81.9
8,North Dakota,McLean County,1191,87.3
8,North Dakota,Mercer County,1107,92.3
8,North Dakota,Morton County,5210,89.7
8,North Dakota,Mountrail County,1060,56.7
8,North Dakota,Nelson County,346,91
8,North Dakota,Oliver County,246,94.3
8,North Dakota,Pembina County,894,94.3
8,North Dakota,Pierce County,517,89.8
8,North Dakota,Ramsey County,1476,80.3
8,North Dakota,Ransom County,762,95.7
8,North Dakota,Renville County,332,94.6
8,North Dakota,Richland County,2640,90.9
8,North Dakota,Rolette County,323,12.6
8,North Dakota,Sargent County,514,92.6
8,North Dakota,Sheridan County,137,94.5
8,North Dakota,Sioux County,78,9.7
8,North Dakota,Slope County,86,93.5
8,North Dakota,Stark County,5468,89.8
8,North Dakota,Steele County,262,94.9
8,North Dakota,Stutsman County,3323,93.1
8,North Dakota,Towner County,253,91.3
8,North Dakota,Traill County,1233,93
8,North Dakota,Walsh County,1494,91.9
8,North Dakota,Ward County,11930,84.9
8,North Dakota,Wells County,459,96.2
8,North Dakota,Williams County,6399,85.2
8,South Dakota,Aurora County,398,93
8,South Dakota,Beadle County,2440,79.8
8,South Dakota,Bennett County,178,28
8,South Dakota,Bon Homme County,755,93.8
8,South Dakota,Brookings County,8069,92.5
8,South Dakota,Brown County,6209,83.5
8,South Dakota,Brule County,661,79.5
8,South Dakota,Buffalo County,54,13.3
8,South Dakota,Butte County,1583,93.6
8,South Dakota,Campbell County,158,92.4
8,South Dakota,Charles Mix County,857,56.6
8,South Dakota,Clark County,520,97.2
8,South Dakota,Clay County,3579,89.3
8,South Dakota,Codington County,4622,93.5
8,South Dakota,Corson County,178,24.1
8,South Dakota,Custer County,948,88.4
8,South Dakota,Davison County,3258,91.1
8,South Dakota,Day County,639,83.9
8,South Dakota,Deuel County,612,95
8,South Dakota,Dewey County,186,16.7
8,South Dakota,Douglas County,367,91.8
8,South Dakota,Edmunds County,570,96.6
8,South Dakota,Fall River County,734,80.1
8,South Dakota,Faulk County,344,97.2
8,South Dakota,Grant County,1025,95.9
8,South Dakota,Gregory County,483,83.8
8,South Dakota,Haakon County,261,91.3
8,South Dakota,Hamlin County,1004,97.3
8,South Dakota,Hand County,440,96.9
8,South Dakota,Hanson County,579,95.7
8,South Dakota,Harding County,182,95.8
8,South Dakota,Hughes County,2527,79.1
8,South Dakota,Hutchinson County,1049,94.6
8,South Dakota,Hyde County,149,81.9
8,South Dakota,Jackson County,200,34.3
8,South Dakota,Jerauld County,269,96.1
8,South Dakota,Jones County,97,82.9
8,South Dakota,Kingsbury County,687,95.2
8,South Dakota,Lake County,1841,93.4
8,South Dakota,Lawrence County,4251,89.2
8,South Dakota,Lincoln County,11703,93.3
8,South Dakota,Lyman County,290,46.2
8,South Dakota,McCook County,876,94.9
8,South Dakota,McPherson County,310,96.6
8,South Dakota,Marshall County,577,85.6
8,South Dakota,Meade County,4689,87.6
8,South Dakota,Mellette County,115,31.5
8,South Dakota,Miner County,314,96.9
8,South Dakota,Minnehaha County,32414,83.4
8,South Dakota,Moody County,774,74.8
8,South Dakota,Oglala Lakota County,145,4.8
8,South Dakota,Pennington County,15962,78.8
8,South Dakota,Perkins County,372,95.1
8,South Dakota,Potter County,264,88.9
8,South Dakota,Roberts County,737,45.7
8,South Dakota,Sanborn County,358,95.5
8,South Dakota,Spink County,950,94.3
8,South Dakota,Stanley County,402,84.6
8,South Dakota,Sully County,174,94.6
8,South Dakota,Todd County,140,6.6
8,South Dakota,Tripp County,617,75.8
8,South Dakota,Turner County,1278,95.8
8,South Dakota,Union County,2565,93.5
8,South Dakota,Walworth County,592,73
8,South Dakota,Yankton County,3376,92.2
8,South Dakota,Ziebach County,115,19
8,Utah,Beaver County,1199,94.6
8,Utah,Box Elder County,10415,94.6
8,Utah,Cache County,29292,92.5
8,Utah,Carbon County,3760,94.3
8,Utah,Daggett County,127,96.2
8,Utah,Davis County,69404,91.6
8,Utah,Duchesne County,3522,90.8
8,Utah,Emery County,1712,95.6
8,Utah,Garfield County,726,91.1
8,Utah,Grand County,1605,87.6
8,Utah,Iron County,11541,92.9
8,Utah,Juab County,2310,96
8,Utah,Kane County,1171,94.1
8,Utah,Millard County,2102,93.4
8,Utah,Morgan County,2201,97.2
8,Utah,Piute County,208,94.5
8,Utah,Rich County,420,95.7
8,Utah,Salt Lake County,220578,85.8
8,Utah,San Juan County,1313,45.5
8,Utah,Sanpete County,5993,94.2
8,Utah,Sevier County,3835,95.5
8,Utah,Summit County,7017,93.2
8,Utah,Tooele County,14644,94
8,Utah,Uintah County,6384,88
8,Utah,Utah County,141764,92.2
8,Utah,Wasatch County,6349,94.6
8,Utah,Washington County,29649,91.7
8,Utah,Wayne County,403,94.8
8,Utah,Weber County,50816,91.7
8,Wyoming,Albany County,9125,90
8,Wyoming,Big Horn County,1801,94.9
8,Wyoming,Campbell County,8693,94.6
8,Wyoming,Carbon County,2327,93.7
8,Wyoming,Converse County,2325,94.6
8,Wyoming,Crook County,1037,96.5
8,Wyoming,Fremont County,4680,69.3
8,Wyoming,Goshen County,1973,93.9
8,Wyoming,Hot Springs County,586,94.4
8,Wyoming,Johnson County,1210,93.4
8,Wyoming,Laramie County,17053,90.5
8,Wyoming,Lincoln County,3150,95.5
8,Wyoming,Natrona County,14270,93.2
8,Wyoming,Niobrara County,457,92.1
8,Wyoming,Park County,4450,95.5
8,Wyoming,Platte County,1164,94.6
8,Wyoming,Sheridan County,4988,94.2
8,Wyoming,Sublette County,1498,94.6
8,Wyoming,Sweetwater County,7921,92.7
8,Wyoming,Teton County,4408,93.8
8,Wyoming,Uinta County,3576,95.5
8,Wyoming,Washakie County,1190,93.5
8,Wyoming,Weston County,948,90.4
9,Arizona,Apache County,2163,16.2
9,Arizona,Cochise County,17711,85.5
9,Arizona,Coconino County,23814,66
9,Arizona,Gila County,5154,68.5
9,Arizona,Graham County,5702,80.4
9,Arizona,Greenlee County,1592,88.1
9,Arizona,La Paz County,1576,61.2
9,Arizona,Maricopa County,723066,79.7
9,Arizona,Mohave County,25209,88.7
9,Arizona,Navajo County,8055,42.8
9,Arizona,Pima County,166219,81.7
9,Arizona,Pinal County,61831,80
9,Arizona,Santa Cruz County,8217,95
9,Arizona,Yavapai County,27834,90.5
9,Arizona,Yuma County,34970,91
9,California,Alameda County,166858,46.3
9,California,Alpine County,80,50.6
9,California,Amador County,4340,88.8
9,California,Butte County,37577,82.7
9,California,Calaveras County,5566,88.8
9,California,Colusa County,3723,90.4
9,California,Contra Costa County,134844,61.1
9,California,Del Norte County,3155,75.7
9,California,El Dorado County,26309,86
9,California,Fresno County,154010,74.1
9,California,Glenn County,4637,89
9,California,Humboldt County,22536,80.1
9,California,Imperial County,31118,91.1
9,California,Inyo County,2091,74.2
9,California,Kern County,148040,81.4
9,California,Kings County,23674,81.5
9,California,Lake County,8495,85.6
9,California,Lassen County,3332,84.9
9,California,Los Angeles County,1488876,70.2
9,California,Madera County,27440,82.7
9,California,Marin County,31301,80.8
9,California,Mariposa County,2079,86.6
9,California,Mendocino County,11895,82.9
9,California,Merced County,46800,80.8
9,California,Modoc County,1095,85.2
9,California,Mono County,2425,87.5
9,California,Monterey County,69895,82
9,California,Napa County,20415,81
9,California,Nevada County,13301,91.1
9,California,Orange County,435310,69.1
9,California,Placer County,56447,80.7
9,California,Plumas County,2340,87.2
9,California,Riverside County,387088,78
9,California,Sacramento County,190466,59.3
9,California,San Benito County,10762,86.7
9,California,San Bernardino County,346447,75.6
9,California,San Diego County,502835,73
9,California,San Francisco County,107997,53
9,California,San Joaquin County,97233,62.9
9,California,San Luis Obispo County,46715,87
9,California,San Mateo County,81103,54.5
9,California,Santa Barbara County,77905,82.1
9,California,Santa Clara County,188539,48.4
9,California,Santa Cruz County,47655,83.5
9,California,Shasta County,26676,84.9
9,California,Sierra County,329,91.9
9,California,Siskiyou County,5356,83.1
9,California,Solano County,48874,57
9,California,Sonoma County,74631,83.4
9,California,Stanislaus County,91514,82.1
9,California,Sutter County,13254,70.7
9,California,Tehama County,9851,89
9,California,Trinity County,1386,84.5
9,California,Tulare County,84557,87.4
9,California,Tuolumne County,6859,89.6
9,California,Ventura County,133489,82.4
9,California,Yolo County,37497,67.5
9,California,Yuba County,12046,76.3
9,Hawaii,Hawaii County,9094,26.3
9,Hawaii,Honolulu County,41973,22.8
9,Hawaii,Kalawao County,0,0
9,Hawaii,Kauai County,3619,29.1
9,Hawaii,Maui County,9536,31.4
9,Nevada,Churchill County,3643,82.3
9,Nevada,Clark County,303363,66.2
9,Nevada,Douglas County,5906,88.4
9,Nevada,Elko County,8972,87.9
9,Nevada,Esmeralda County,93,83
9,Nevada,Eureka County,295,92.2
9,Nevada,Humboldt County,2734,89.1
9,Nevada,Lander County,810,85.8
9,Nevada,Lincoln County,690,91
9,Nevada,Lyon County,8432,87.4
9,Nevada,Mineral County,407,60.2
9,Nevada,Nye County,5163,85.3
9,Nevada,Pershing County,657,85
9,Nevada,Storey County,464,89.4
9,Nevada,Washoe County,75749,82.4
9,Nevada,White Pine County,1171,88.2
9,Nevada,Carson City,8062,88.6
10,Alaska,Aleutians East Borough,55,13.8
10,Alaska,Aleutians West Census Area,214,26.3
10,Alaska,Anchorage Municipality,36534,59.9
10,Alaska,Bethel Census Area,385,10.3
10,Alaska,Bristol Bay Borough,55,38.2
10,Alaska,Chugach Census Area,342,84.9
10,Alaska,Copper River Census Area,142,14.8
10,Alaska,Denali Borough,14538,72.8
10,Alaska,Dillingham Census Area,296,74.4
10,Alaska,Fairbanks North Star Borough,136,44.7
10,Alaska,Haines Borough,4210,65.6
10,Alaska,Hoonah-Angoon Census Area,7942,80.7
10,Alaska,Juneau City and Borough,1647,64.2
10,Alaska,Kenai Peninsula Borough,1387,52.4
10,Alaska,Ketchikan Gateway Borough,54,3.4
10,Alaska,Kodiak Island Borough,77,25.1
10,Alaska,Kusilvak Census Area,16554,80.4
10,Alaska,Lake and Peninsula Borough,313,15.6
10,Alaska,Matanuska-Susitna Borough,251,16.7
10,Alaska,Nome Census Area,137,9.4
10,Alaska,North Slope Borough,394,70.4
10,Alaska,Northwest Arctic Borough,378,38.4
10,Alaska,Petersburg Borough,1041,64.1
10,Alaska,Prince of Wales-Hyder Census Area,223,88.8
10,Alaska,Sitka City and Borough,831,74.1
10,Alaska,Skagway Municipality,,
10,Alaska,Southeast Fairbanks Census Area,216,63.7
10,Alaska,Wrangell City and Borough,21,22.8
10,Alaska,Yakutat City and Borough,193,20.9
10,Alaska,Yukon-Koyukuk Census Area,87793,90.5
10,Idaho,Ada County,470,89.2
10,Idaho,Adams County,16423,89.4
10,Idaho,Bannock County,970,95.1
10,Idaho,Bear Lake County,1151,84.9
10,Idaho,Benewah County,7821,88
10,Idaho,Bingham County,3535,92.6
10,Idaho,Blaine County,972,89.1
10,Idaho,Boise County,6413,94
10,Idaho,Bonner County,22434,94.1
10,Idaho,Bonneville County,1767,93
10,Idaho,Boundary County,370,93.2
10,Idaho,Butte County,145,91.2
10,Idaho,Camas County,43320,92.7
10,Idaho,Canyon County,1202,96.8
10,Idaho,Caribou County,4229,94.7
10,Idaho,Cassia County,148,88.1
10,Idaho,Clark County,975,90.7
10,Idaho,Clearwater County,534,94.3
10,Idaho,Custer County,4676,87.5
10,Idaho,Elmore County,2494,96
10,Idaho,Franklin County,2191,94.4
10,Idaho,Fremont County,2742,94.3
10,Idaho,Gem County,2462,93.9
10,Idaho,Gooding County,1916,91.2
10,Idaho,Idaho County,5527,95.6
10,Idaho,Jefferson County,4312,94.4
10,Idaho,Jerome County,27977,93.5
10,Idaho,Kootenai County,8843,90.3
10,Idaho,Latah County,1043,94.4
10,Idaho,Lemhi County,473,85.1
10,Idaho,Lewis County,957,94.1
10,Idaho,Lincoln County,10758,94.3
10,Idaho,Madison County,3579,94
10,Idaho,Minidoka County,6541,88.2
10,Idaho,Nez Perce County,692,96
10,Idaho,Oneida County,1857,90.5
10,Idaho,Owyhee County,3947,93.7
10,Idaho,Payette County,1234,90.9
10,Idaho,Power County,1828,93
10,Idaho,Shoshone County,2192,95.9
10,Idaho,Teton County,15864,91.7
10,Idaho,Twin Falls County,1604,94.7
10,Idaho,Valley County,1437,94.5
10,Idaho,Washington County,2120,92.6
10,Oregon,Baker County,18488,83.7
10,Oregon,Benton County,66139,86.3
10,Oregon,Clackamas County,6279,91.3
10,Oregon,Clatsop County,8177,90.5
10,Oregon,Columbia County,8769,88.1
10,Oregon,Coos County,3509,93.2
10,Oregon,Crook County,2449,89
10,Oregon,Curry County,33329,92.7
10,Oregon,Deschutes County,15739,90.5
10,Oregon,Douglas County,231,90.2
10,Oregon,Gilliam County,921,93.4
10,Oregon,Grant County,1041,90.5
10,Oregon,Harney County,4069,92.8
10,Oregon,Hood River County,35143,90
10,Oregon,Jackson County,2787,69.2
10,Oregon,Jefferson County,12334,91.8
10,Oregon,Josephine County,10156,86.8
10,Oregon,Klamath County,970,89.1
10,Oregon,Lake County,66722,85.7
10,Oregon,Lane County,6101,85.5
10,Oregon,Lincoln County,22002,91.3
10,Oregon,Linn County,4530,91.7
10,Oregon,Malheur County,58877,87.1
10,Oregon,Marion County,1913,92.7
10,Oregon,Morrow County,145536,77.5
10,Oregon,Multnomah County,15514,88.3
10,Oregon,Polk County,260,92.9
10,Oregon,Sherman County,3636,92.5
10,Oregon,Tillamook County,12637,90
10,Oregon,Umatilla County,4543,90.7
10,Oregon,Union County,978,94.2
10,Oregon,Wallowa County,4199,90.1
10,Oregon,Wasco County,97015,76.3
10,Oregon,Washington County,122,84.7
10,Oregon,Wheeler County,18518,90.4
10,Oregon,Yamhill County,3331,89.3
10,Washington,Adams County,3364,90.5
10,Washington,Asotin County,34980,89.1
10,Washington,Benton County,12683,92.5
10,Washington,Chelan County,8985,82.2
10,Washington,Clallam County,79955,84
10,Washington,Clark County,491,81
10,Washington,Columbia County,17603,89.7
10,Washington,Cowlitz County,6987,92.2
10,Washington,Douglas County,710,69.3
10,Washington,Ferry County,17830,90.4
10,Washington,Franklin County,293,84.7
10,Washington,Garfield County,17225,92.5
10,Washington,Grant County,9916,84.8
10,Washington,Grays Harbor County,11362,80.5
10,Washington,Island County,3219,87.6
10,Washington,Jefferson County,301681,61.7
10,Washington,King County,38917,79
10,Washington,Kitsap County,9703,89.2
10,Washington,Kittitas County,3182,91.9
10,Washington,Klickitat County,12375,91
10,Washington,Lewis County,1458,91.6
10,Washington,Lincoln County,8485,85
10,Washington,Mason County,5275,78.3
10,Washington,Okanogan County,2552,87
10,Washington,Pacific County,1623,87.1
10,Washington,Pend Oreille County,131600,71.4
10,Washington,Pierce County,2053,89.7
10,Washington,San Juan County,19935,88.2
10,Washington,Skagit County,1730,91.2
10,Washington,Skamania County,119109,73
10,Washington,Snohomish County,90330,87.1
10,Washington,Spokane County,6034,87.1
10,Washington,Stevens County,45131,78.8
10,Washington,Thurston County,500,89
10,Washington,Wahkiakum County,10397,89.9
10,Washington,Walla Walla County,40754,83.8
10,Washington,Whatcom County,11928,81.1
10,Washington,Whitman County,42602,86.5
10,Washington,Yakima County,,
