REGION,STATE,COUNTY,NRPAWWH,PCTRPAWWH
5,Illinois,Lawrence County,2171,96.5
5,Illinois,Lee County,4907,95
5,Illinois,Livingston County,5631,91.1
5,Illinois,Logan County,4577,86.2
5,Illinois,McDonough County,5861,85
5,Illinois,McHenry County,51014,91.8
5,Illinois,McLean County,32862,81.7
5,Illinois,Macon County,14045,73.2
5,Illinois,Macoupin County,7433,96.3
5,Illinois,Madison County,41689,84.2
5,Illinois,Marion County,5816,92
5,Illinois,Marshall County,1700,95.8
5,Illinois,Mason County,2122,96.8
5,Illinois,Massac County,2054,90.1
5,Illinois,Menard County,2027,96
5,Illinois,Mercer County,2409,97.1
5,Illinois,Monroe County,5663,97.3
5,Illinois,Montgomery County,4133,97.3
5,Illinois,Morgan County,5324,90.4
5,Illinois,Moultrie County,2490,97.3
5,Illinois,Ogle County,8399,95.4
5,Illinois,Peoria County,23871,69
5,Illinois,Perry County,2878,95
5,Illinois,Piatt County,2668,96.7
5,Illinois,Pike County,2466,98
5,Illinois,Pope County,501,87.9
5,Illinois,Pulaski County,543,63.5
5,Illinois,Putnam County,841,94.9
5,Illinois,Randolph County,4251,92.7
5,Illinois,Richland County,2470,95.4
5,Illinois,Rock Island County,20291,79.8
5,Illinois,St. Clair County,29956,59.9
5,Illinois,Saline County,3725,93.5
5,Illinois,Sangamon County,28396,77.6
5,Illinois,Schuyler County,958,96.1
5,Illinois,Scott County,794,94.5
5,Illinois,Shelby County,3384,98.2
5,Illinois,Stark County,803,95.9
5,Illinois,Stephenson County,5708,80.6
5,Illinois,Tazewell County,22110,95
5,Illinois,Union County,2586,95.3
5,Illinois,Vermilion County,10085,79.3
5,Illinois,Wabash County,1750,95.8
5,Illinois,Warren County,2811,91
5,Illinois,Washington County,2249,96.9
5,Illinois,Wayne County,2560,96.4
5,Illinois,White County,2146,97.6
5,Illinois,Whiteside County,8609,94.4
5,Illinois,Will County,102681,76.8
5,Illinois,Williamson County,10677,91
5,Illinois,Winnebago County,39263,75
5,Illinois,Woodford County,6528,96.3
5,Indiana,Adams County,6032,97.6
5,Indiana,Allen County,58369,76.9
5,Indiana,Bartholomew County,13004,83.5
5,Indiana,Benton County,1438,96.3
5,Indiana,Blackford County,1816,96.4
5,Indiana,Boone County,11698,90.8
5,Indiana,Brown County,2082,95.3
5,Indiana,Carroll County,3275,96.9
5,Indiana,Cass County,5929,90.4
5,Indiana,Clark County,19485,85.6
5,Indiana,Clay County,4538,97.3
5,Indiana,Clinton County,5615,97.2
5,Indiana,Crawford County,1609,97
5,Indiana,Daviess County,5707,96
5,Indiana,Dearborn County,8327,96.9
5,Indiana,Decatur County,4590,97.1
5,Indiana,DeKalb County,7633,96.9
5,Indiana,Delaware County,22625,87.6
5,Indiana,Dubois County,6920,96.6
5,Indiana,Elkhart County,34431,87.9
5,Indiana,Fayette County,3845,96.5
5,Indiana,Floyd County,13324,89
5,Indiana,Fountain County,2669,96.3
5,Indiana,Franklin County,3690,97.1
5,Indiana,Fulton County,3210,95.6
5,Indiana,Gibson County,5538,94
5,Indiana,Grant County,11433,88.6
5,Indiana,Greene County,5154,97.6
5,Indiana,Hamilton County,57371,84.8
5,Indiana,Hancock County,13455,93.3
5,Indiana,Harrison County,6825,96.6
5,Indiana,Hendricks County,27892,85
5,Indiana,Henry County,7454,96.7
5,Indiana,Howard County,12504,84.8
5,Indiana,Huntington County,6415,96.1
5,Indiana,Jackson County,7422,93.3
5,Indiana,Jasper County,5888,96.4
5,Indiana,Jay County,3293,97.3
5,Indiana,Jefferson County,5963,93
5,Indiana,Jennings County,4731,97.1
5,Indiana,Johnson County,27867,89.3
5,Indiana,Knox County,6073,92.9
5,Indiana,Kosciusko County,13803,94.6
5,Indiana,LaGrange County,7072,97.8
5,Indiana,Lake County,62461,67.2
5,Indiana,LaPorte County,15295,83.9
5,Indiana,Lawrence County,7392,96.7
5,Indiana,Madison County,20427,88.3
5,Indiana,Marion County,128576,60.5
5,Indiana,Marshall County,7685,96.2
5,Indiana,Martin County,1583,97.2
5,Indiana,Miami County,5271,94.2
5,Indiana,Monroe County,32563,82.8
5,Indiana,Montgomery County,6140,96.2
5,Indiana,Morgan County,11890,96.8
5,Indiana,Newton County,2194,96.4
5,Indiana,Noble County,8305,96.3
5,Indiana,Ohio County,886,97.7
5,Indiana,Orange County,3165,95.8
5,Indiana,Owen County,3297,96.6
5,Indiana,Parke County,3056,90.6
5,Indiana,Perry County,2811,96.5
5,Indiana,Pike County,1955,97.4
5,Indiana,Porter County,29255,89.9
5,Indiana,Posey County,4091,96.1
5,Indiana,Pulaski County,1936,96.6
5,Indiana,Putnam County,6411,93.2
5,Indiana,Randolph County,3986,96.8
5,Indiana,Ripley County,4790,96.5
5,Indiana,Rush County,2783,96.3
5,Indiana,St. Joseph County,42267,76.6
5,Indiana,Scott County,4145,95.1
5,Indiana,Shelby County,7477,95.3
5,Indiana,Spencer County,3207,96.7
5,Indiana,Starke County,3885,97.4
5,Indiana,Steuben County,5457,95.8
5,Indiana,Sullivan County,3126,97
5,Indiana,Switzerland County,1743,97.5
5,Indiana,Tippecanoe County,37700,80.3
5,Indiana,Tipton County,2349,97.2
5,Indiana,Union County,1201,96.5
5,Indiana,Vanderburgh County,30150,83.9
5,Indiana,Vermillion County,2522,97
5,Indiana,Vigo County,18338,85.9
5,Indiana,Wabash County,5263,95.5
5,Indiana,Warren County,1315,97.2
5,Indiana,Warrick County,10557,92.9
5,Indiana,Washington County,4799,97.9
5,Indiana,Wayne County,10588,89.4
5,Indiana,Wells County,4708,96.7
5,Indiana,White County,3737,95.2
5,Indiana,Whitley County,5647,97.3
5,Michigan,Alcona County,1044,94.8
5,Michigan,Alger County,941,88.2
5,Michigan,Allegan County,19573,93.8
5,Michigan,Alpena County,4176,96
5,Michigan,Antrim County,3082,95.6
5,Michigan,Arenac County,2039,94.5
5,Michigan,Baraga County,737,69.9
5,Michigan,Barry County,9956,95.9
5,Michigan,Bay County,16610,93.4
5,Michigan,Benzie County,2451,94.3
5,Michigan,Berrien County,19941,74.8
5,Michigan,Branch County,6688,95.5
5,Michigan,Calhoun County,19511,79
5,Michigan,Cass County,7390,88.7
5,Michigan,Charlevoix County,3702,93.5
5,Michigan,Cheboygan County,3193,90.3
5,Michigan,Chippewa County,4112,68.2
5,Michigan,Clare County,4452,96.3
5,Michigan,Clinton County,13378,91.3
5,Michigan,Crawford County,1860,94.7
5,Michigan,Delta County,4967,91.6
5,Michigan,Dickinson County,3678,94.7
5,Michigan,Eaton County,17040,84.1
5,Michigan,Emmet County,5039,90
5,Michigan,Genesee County,53798,71.6
5,Michigan,Gladwin County,3379,96.9
5,Michigan,Gogebic County,1728,91.7
5,Michigan,Grand Traverse County,15404,93.8
5,Michigan,Gratiot County,6563,95.8
5,Michigan,Hillsdale County,7502,95.8
5,Michigan,Houghton County,6015,92.1
5,Michigan,Huron County,4237,96.4
5,Michigan,Ingham County,51066,73.3
5,Michigan,Ionia County,10417,96.2
5,Michigan,Iosco County,3153,94
5,Michigan,Iron County,1305,94
5,Michigan,Isabella County,16081,86.8
5,Michigan,Jackson County,23540,86.9
5,Michigan,Kalamazoo County,46043,78.2
5,Michigan,Kalkaska County,2837,95.8
5,Michigan,Kent County,110118,80.1
5,Michigan,Keweenaw County,228,94.6
5,Michigan,Lake County,1261,85.8
5,Michigan,Lapeer County,13654,95.8
5,Michigan,Leelanau County,2571,89.3
5,Michigan,Lenawee County,15855,94.1
5,Michigan,Livingston County,30953,95.6
5,Michigan,Luce County,634,87.1
5,Michigan,Mackinac County,967,66
5,Michigan,Macomb County,121326,74.7
5,Michigan,Manistee County,3055,92.9
5,Michigan,Marquette County,12535,92.9
5,Michigan,Mason County,4220,94
5,Michigan,Mecosta County,7928,90.1
5,Michigan,Menominee County,3093,92.6
5,Michigan,Midland County,13771,92.3
5,Michigan,Missaukee County,2281,95.4
5,Michigan,Monroe County,24692,93.8
5,Michigan,Montcalm County,10217,96.1
5,Michigan,Montmorency County,1035,95.3
5,Michigan,Muskegon County,24966,78.5
5,Michigan,Newaygo County,7664,95.4
5,Michigan,Oakland County,166262,71.5
5,Michigan,Oceana County,3977,95
5,Michigan,Ogemaw County,2861,95.1
5,Michigan,Ontonagon County,527,92.3
5,Michigan,Osceola County,3647,95.6
5,Michigan,Oscoda County,1034,96.1
5,Michigan,Otsego County,3862,95
5,Michigan,Ottawa County,54954,90.9
5,Michigan,Presque Isle County,1524,95.4
5,Michigan,Roscommon County,2703,94.5
5,Michigan,Saginaw County,25035,72.3
5,Michigan,St. Clair County,24741,92.9
5,Michigan,St. Joseph County,9879,93
5,Michigan,Sanilac County,6326,96.9
5,Michigan,Schoolcraft County,858,81.7
5,Michigan,Shiawassee County,11393,95.9
5,Michigan,Tuscola County,8097,96
5,Michigan,Van Buren County,11602,90.7
5,Michigan,Washtenaw County,61185,71.3
5,Michigan,Wayne County,174813,50.7
5,Michigan,Wexford County,5386,95.7
5,Minnesota,Aitkin County,1728,90.1
5,Minnesota,Anoka County,53460,79.4
5,Minnesota,Becker County,4793,84.9
5,Minnesota,Beltrami County,6638,71
5,Minnesota,Benton County,7300,89.1
5,Minnesota,Big Stone County,657,95.5
5,Minnesota,Blue Earth County,14509,89.2
5,Minnesota,Brown County,4130,96.7
5,Minnesota,Carlton County,5199,88.6
5,Minnesota,Carver County,17967,89.9
5,Minnesota,Cass County,3220,78.3
5,Minnesota,Chippewa County,1704,90.9
5,Minnesota,Chisago County,9154,95.2
5,Minnesota,Clay County,12915,88.4
5,Minnesota,Clearwater County,1142,83.4
5,Minnesota,Cook County,598,79.7
5,Minnesota,Cottonwood County,1554,90.8
5,Minnesota,Crow Wing County,9817,94.4
5,Minnesota,Dakota County,65441,79.6
5,Minnesota,Dodge County,3768,95.1
5,Minnesota,Douglas County,5790,96.2
5,Minnesota,Faribault County,2010,94.8
5,Minnesota,Fillmore County,3236,96.6
5,Minnesota,Freeborn County,4458,90.2
5,Minnesota,Goodhue County,7145,93
5,Minnesota,Grant County,864,94.7
5,Minnesota,Hennepin County,186188,69.9
5,Minnesota,Houston County,2767,96.1
5,Minnesota,Hubbard County,2722,91
5,Minnesota,Isanti County,6782,93.7
5,Minnesota,Itasca County,6170,90.7
5,Minnesota,Jackson County,1387,94
5,Minnesota,Kanabec County,2443,95
5,Minnesota,Kandiyohi County,6461,88.4
5,Minnesota,Kittson County,584,93.7
5,Minnesota,Koochiching County,1600,90.8
5,Minnesota,Lac qui Parle County,908,95.6
5,Minnesota,Lake County,1420,95.6
5,Minnesota,Lake of the Woods County,456,89.8
5,Minnesota,Le Sueur County,4836,96
5,Minnesota,Lincoln County,790,96.6
5,Minnesota,Lyon County,4256,87.2
5,Minnesota,McLeod County,5932,96
5,Minnesota,Mahnomen County,333,36.2
5,Minnesota,Marshall County,1390,95.5
5,Minnesota,Martin County,2898,95.4
5,Minnesota,Meeker County,3609,97
5,Minnesota,Mille Lacs County,3915,88.8
5,Minnesota,Morrison County,5246,96.5
5,Minnesota,Mower County,5874,84.5
5,Minnesota,Murray County,1156,94.4
5,Minnesota,Nicollet County,6382,90.1
5,Minnesota,Nobles County,2952,81.6
5,Minnesota,Norman County,929,92.4
5,Minnesota,Olmsted County,25466,80.4
5,Minnesota,Otter Tail County,8075,93.1
5,Minnesota,Pennington County,2273,92.3
5,Minnesota,Pine County,3831,91.6
5,Minnesota,Pipestone County,1320,90.5
5,Minnesota,Polk County,4860,89.4
5,Minnesota,Pope County,1606,95.7
5,Minnesota,Ramsey County,72442,61.7
5,Minnesota,Red Lake County,579,91.2
5,Minnesota,Redwood County,2104,86.9
5,Minnesota,Renville County,2120,94.3
5,Minnesota,Rice County,11391,87.2
5,Minnesota,Rock County,1462,95.1
5,Minnesota,Roseau County,2158,90.7
5,Minnesota,St. Louis County,33873,90.6
5,Minnesota,Scott County,24099,82.2
5,Minnesota,Sherburne County,17024,91.6
5,Minnesota,Sibley County,2344,95.5
5,Minnesota,Stearns County,27915,85.5
5,Minnesota,Steele County,5868,92.3
5,Minnesota,Stevens County,1863,86.7
5,Minnesota,Swift County,1335,91.8
5,Minnesota,Todd County,3489,95.5
5,Minnesota,Traverse County,403,86.3
5,Minnesota,Wabasha County,3231,96.5
5,Minnesota,Wadena County,2078,94.8
5,Minnesota,Waseca County,3319,90.1
5,Minnesota,Washington County,39327,81.4
5,Minnesota,Watonwan County,1670,94
5,Minnesota,Wilkin County,891,94.6
5,Minnesota,Winona County,10327,91.7
5,Minnesota,Wright County,24323,93.3
5,Minnesota,Yellow Medicine County,1385,90.5
5,Ohio,Adams County,4678,97.3
5,Ohio,Allen County,14919,81.6
5,Ohio,Ashland County,9429,96.3
5,Ohio,Ashtabula County,14754,93.2
5,Ohio,Athens County,15234,88.5
5,Ohio,Auglaize County,7473,96.9
5,Ohio,Belmont County,9887,94.5
5,Ohio,Brown County,7238,97.2
5,Ohio,Butler County,63350,81.6
5,Ohio,Carroll County,4117,96.7
5,Ohio,Champaign County,6277,94.3
5,Ohio,Clark County,20837,85.9
5,Ohio,Clermont County,35292,94.3
5,Ohio,Clinton County,7251,94.4
5,Ohio,Columbiana County,15497,96.1
5,Ohio,Coshocton County,5954,96.1
5,Ohio,Crawford County,6804,96.5
5,Ohio,Cuyahoga County,141804,59.1
5,Ohio,Darke County,8171,97
5,Ohio,Defiance County,6511,94.4
5,Ohio,Delaware County,32778,83.2
5,Ohio,Erie County,10288,83.5
5,Ohio,Fairfield County,24363,84
5,Ohio,Fayette County,4723,93.7
5,Ohio,Franklin County,193139,64.9
5,Ohio,Fulton County,7051,96.6
5,Ohio,Gallia County,4869,95.2
5,Ohio,Geauga County,14055,96
5,Ohio,Greene County,27644,81.9
5,Ohio,Guernsey County,6182,95.5
5,Ohio,Hamilton County,107701,64.5
5,Ohio,Hancock County,13174,92.9
5,Ohio,Hardin County,5957,95.4
5,Ohio,Harrison County,2275,96
5,Ohio,Henry County,4493,96.4
5,Ohio,Highland County,7099,95.1
5,Ohio,Hocking County,4664,96.5
5,Ohio,Holmes County,8400,98.5
5,Ohio,Huron County,9802,96
5,Ohio,Jackson County,5635,97.2
5,Ohio,Jefferson County,10278,90.6
5,Ohio,Knox County,11236,96
5,Ohio,Lake County,35275,88.9
5,Ohio,Lawrence County,10082,95.5
5,Ohio,Licking County,29111,88.7
5,Ohio,Logan County,7350,93.5
5,Ohio,Lorain County,45789,83.6
5,Ohio,Lucas County,58653,70.5
5,Ohio,Madison County,6622,93.2
5,Ohio,Mahoning County,29310,76.1
5,Ohio,Marion County,9790,92.6
5,Ohio,Medina County,29487,94.5
5,Ohio,Meigs County,3780,97.4
5,Ohio,Mercer County,6558,95.8
5,Ohio,Miami County,17284,92.4
5,Ohio,Monroe County,2041,97
5,Ohio,Montgomery County,71394,69.7
5,Ohio,Morgan County,2134,91.6
5,Ohio,Morrow County,5819,96.9
5,Ohio,Muskingum County,14438,91.6
5,Ohio,Noble County,1831,96.7
5,Ohio,Ottawa County,5639,95.8
5,Ohio,Paulding County,3027,95.5
5,Ohio,Perry County,6151,97.3
5,Ohio,Pickaway County,9605,95.8
5,Ohio,Pike County,4608,96.2
5,Ohio,Portage County,30277,88
5,Ohio,Preble County,6730,96.5
5,Ohio,Putnam County,5597,97.5
5,Ohio,Richland County,17626,88
5,Ohio,Ross County,11774,93.3
5,Ohio,Sandusky County,9259,92.1
5,Ohio,Scioto County,12667,95.5
5,Ohio,Seneca County,9405,93.1
5,Ohio,Shelby County,7997,93.5
5,Ohio,Stark County,56790,85.8
5,Ohio,Summit County,74418,74
5,Ohio,Trumbull County,28539,86.2
5,Ohio,Tuscarawas County,15101,95.8
5,Ohio,Union County,11058,86.6
5,Ohio,Van Wert County,4735,96.6
5,Ohio,Vinton County,2119,96.6
5,Ohio,Warren County,36615,86.3
5,Ohio,Washington County,9820,95.4
5,Ohio,Wayne County,19617,94.3
5,Ohio,Williams County,6062,96.4
5,Ohio,Wood County,26181,91.2
5,Ohio,Wyandot County,3567,97.3
5,Wisconsin,Adams County,2127,93.8
5,Wisconsin,Ashland County,2171,82.5
5,Wisconsin,Barron County,6645,93.9
5,Wisconsin,Bayfield County,1532,78.3
5,Wisconsin,Brown County,43820,85.3
5,Wisconsin,Buffalo County,1945,96.5
5,Wisconsin,Burnett County,1764,88.8
5,Wisconsin,Calumet County,8406,93.3
5,Wisconsin,Chippewa County,10059,95
5,Wisconsin,Clark County,5429,96.4
5,Wisconsin,Columbia County,9248,95.2
5,Wisconsin,Crawford County,2278,96.2
5,Wisconsin,Dane County,100626,81.6
5,Wisconsin,Dodge County,13355,95.7
5,Wisconsin,Door County,3487,94.3
5,Wisconsin,Douglas County,7120,90.9
5,Wisconsin,Dunn County,9211,92.8
5,Wisconsin,Eau Claire County,21091,90.5
5,Wisconsin,Florence County,494,94.5
5,Wisconsin,Fond du Lac County,16988,91.1
5,Wisconsin,Forest County,990,73.2
5,Wisconsin,Grant County,9152,96.4
5,Wisconsin,Green County,5961,96.1
5,Wisconsin,Green Lake County,2769,95.8
5,Wisconsin,Iowa County,3691,96
5,Wisconsin,Iron County,681,94.7
5,Wisconsin,Jackson County,2683,86.9
5,Wisconsin,Jefferson County,14767,94.7
5,Wisconsin,Juneau County,3663,95
5,Wisconsin,Kenosha County,27969,84.2
5,Wisconsin,Kewaunee County,3146,96.1
5,Wisconsin,La Crosse County,23442,89.8
5,Wisconsin,Lafayette County,2619,96.9
5,Wisconsin,Langlade County,2611,94.1
5,Wisconsin,Lincoln County,3945,96.4
5,Wisconsin,Manitowoc County,11542,91.4
5,Wisconsin,Marathon County,20876,88.1
5,Wisconsin,Marinette County,5729,95.8
5,Wisconsin,Marquette County,2041,95.6
5,Wisconsin,Menominee County,39,4.9
5,Wisconsin,Milwaukee County,123498,60.2
5,Wisconsin,Monroe County,7290,92.8
5,Wisconsin,Oconto County,5454,95.2
5,Wisconsin,Oneida County,4614,94.7
5,Wisconsin,Outagamie County,31656,89.1
5,Wisconsin,Ozaukee County,13832,92.3
5,Wisconsin,Pepin County,1026,96.7
5,Wisconsin,Pierce County,8782,94.5
5,Wisconsin,Polk County,6450,95
5,Wisconsin,Portage County,13464,92.7
5,Wisconsin,Price County,1640,92.8
5,Wisconsin,Racine County,27982,79.8
5,Wisconsin,Richland County,2479,95.7
5,Wisconsin,Rock County,26707,88.4
5,Wisconsin,Rusk County,1929,95.7
5,Wisconsin,St. Croix County,15817,94.9
5,Wisconsin,Sauk County,10413,93.7
5,Wisconsin,Sawyer County,1466,68.1
5,Wisconsin,Shawano County,5383,84.1
5,Wisconsin,Sheboygan County,17044,86.3
5,Wisconsin,Taylor County,3067,96.4
5,Wisconsin,Trempealeau County,4645,96.4
5,Wisconsin,Vernon County,4591,96.9
5,Wisconsin,Vilas County,2045,80
5,Wisconsin,Walworth County,18315,94.8
5,Wisconsin,Washburn County,2019,93
5,Wisconsin,Washington County,21422,93.9
5,Wisconsin,Waukesha County,62632,89.9
5,Wisconsin,Waupaca County,7780,96.4
5,Wisconsin,Waushara County,3010,95.6
5,Wisconsin,Winnebago County,30337,90.2
5,Wisconsin,Wood County,10974,92.9
6,Arkansas,Arkansas County,2064,67
6,Arkansas,Ashley County,2373,70.6
6,Arkansas,Baxter County,5574,95.8
6,Arkansas,Benton County,49786,86.7
6,Arkansas,Boone County,6031,96
6,Arkansas,Bradley County,1257,66.8
6,Arkansas,Calhoun County,599,74.4
6,Arkansas,Carroll County,4054,90.3
6,Arkansas,Chicot County,588,39.9
6,Arkansas,Clark County,3819,72
6,Arkansas,Clay County,2347,97.3
6,Arkansas,Cleburne County,3551,96.7
6,Arkansas,Cleveland County,1149,85.4
6,Arkansas,Columbia County,2923,58.2
6,Arkansas,Conway County,3063,86.1
6,Arkansas,Craighead County,17773,73.8
6,Arkansas,Crawford County,10298,89.1
6,Arkansas,Crittenden County,3526,36.5
6,Arkansas,Cross County,2100,71.8
6,Arkansas,Dallas County,536,49.1
6,Arkansas,Desha County,967,45.7
6,Arkansas,Drew County,2421,67
6,Arkansas,Faulkner County,23350,80
6,Arkansas,Franklin County,2809,94
6,Arkansas,Fulton County,1733,96.4
6,Arkansas,Garland County,13913,83.8
6,Arkansas,Grant County,3135,94.6
6,Arkansas,Greene County,8177,95.1
6,Arkansas,Hempstead County,2352,61.7
6,Arkansas,Hot Spring County,4752,85.3
6,Arkansas,Howard County,1779,72.9
6,Arkansas,Independence County,6453,93.5
6,Arkansas,Izard County,1799,95.3
6,Arkansas,Jackson County,2364,76.1
6,Arkansas,Jefferson County,4003,32.3
6,Arkansas,Johnson County,4539,90.6
6,Arkansas,Lafayette County,611,58.6
6,Arkansas,Lawrence County,2859,96.9
6,Arkansas,Lee County,439,37.5
6,Arkansas,Lincoln County,1284,76.5
6,Arkansas,Little River County,1513,71.8
6,Arkansas,Logan County,3248,92.2
6,Arkansas,Lonoke County,13267,89.4
6,Arkansas,Madison County,2606,92.8
6,Arkansas,Marion County,2076,95.5
6,Arkansas,Miller County,5326,66.9
6,Arkansas,Mississippi County,4484,56.8
6,Arkansas,Monroe County,543,51.5
6,Arkansas,Montgomery County,1135,93.3
6,Arkansas,Nevada County,835,62.7
6,Arkansas,Newton County,1088,94.8
6,Arkansas,Ouachita County,2068,52.9
6,Arkansas,Perry County,1598,94.1
6,Arkansas,Phillips County,910,28.3
6,Arkansas,Pike County,1660,93.6
6,Arkansas,Poinsett County,3752,87.9
6,Arkansas,Polk County,2957,92.7
6,Arkansas,Pope County,11827,91.5
6,Arkansas,Prairie County,1079,85.2
6,Arkansas,Pulaski County,40085,50
6,Arkansas,Randolph County,2911,92.3
6,Arkansas,St. Francis County,1399,36.1
6,Arkansas,Saline County,19486,83.7
6,Arkansas,Scott County,1469,90.5
6,Arkansas,Searcy County,1101,95.7
6,Arkansas,Sebastian County,19598,79.8
6,Arkansas,Sevier County,2691,88.1
6,Arkansas,Sharp County,2458,95.2
6,Arkansas,Stone County,1742,96.2
6,Arkansas,Union County,4107,60
6,Arkansas,Van Buren County,2318,96.1
6,Arkansas,Washington County,46429,84.9
6,Arkansas,White County,14215,90.6
6,Arkansas,Woodruff County,727,71
6,Arkansas,Yell County,3395,93.2
6,Louisiana,Acadia Parish,9263,78.6
6,Louisiana,Allen Parish,2965,76.2
6,Louisiana,Ascension Parish,18056,69.7
6,Louisiana,Assumption Parish,2584,64.8
6,Louisiana,Avoyelles Parish,4688,65.3
6,Louisiana,Beauregard Parish,5687,84.3
6,Louisiana,Bienville Parish,1191,52
6,Louisiana,Bossier Parish,17418,67.8
6,Louisiana,Caddo Parish,19005,40.3
6,Louisiana,Calcasieu Parish,27619,67.8
6,Louisiana,Caldwell Parish,1397,84.4
6,Louisiana,Cameron Parish,1148,92.3
6,Louisiana,Catahoula Parish,1031,69.4
6,Louisiana,Claiborne Parish,886,43.3
6,Louisiana,Concordia Parish,1809,56.4
6,Louisiana,De Soto Parish,2972,58.5
6,Louisiana,East Baton Rouge Parish,42785,43.2
6,Louisiana,East Carroll Parish,258,23.8
6,Louisiana,East Feliciana Parish,1543,54.2
6,Louisiana,Evangeline Parish,3947,67
6,Louisiana,Franklin Parish,2234,62.2
6,Louisiana,Grant Parish,3065,86.9
6,Louisiana,Iberia Parish,7544,57.8
6,Louisiana,Iberville Parish,2834,45.6
6,Louisiana,Jackson Parish,1744,68.5
6,Louisiana,Jefferson Parish,48487,58.5
6,Louisiana,Jefferson Davis Parish,4607,80
6,Louisiana,Lafayette Parish,33764,65.1
6,Louisiana,Lafourche Parish,14561,77.5
6,Louisiana,LaSalle Parish,2259,87.7
6,Louisiana,Lincoln Parish,5700,48.1
6,Louisiana,Livingston Parish,25657,89
6,Louisiana,Madison Parish,655,30.9
6,Louisiana,Morehouse Parish,1920,43.6
6,Louisiana,Natchitoches Parish,4122,49.6
6,Louisiana,Orleans Parish,31573,35.9
6,Louisiana,Ouachita Parish,17162,54.3
6,Louisiana,Plaquemines Parish,3083,68.9
6,Louisiana,Pointe Coupee Parish,2179,59.1
6,Louisiana,Rapides Parish,14777,59.7
6,Louisiana,Red River Parish,757,53.5
6,Louisiana,Richland Parish,2240,59.4
6,Louisiana,Sabine Parish,2595,63.8
6,Louisiana,St. Bernard Parish,6602,65.4
6,Louisiana,St. Charles Parish,7069,67.9
6,Louisiana,St. Helena Parish,710,38.6
6,Louisiana,St. James Parish,1736,44.1
6,Louisiana,St. John the Baptist Parish,2734,32.8
6,Louisiana,St. Landry Parish,8066,52.7
6,Louisiana,St. Martin Parish,6417,63.9
6,Louisiana,St. Mary Parish,5176,59.2
6,Louisiana,St. Tammany Parish,38056,79.9
6,Louisiana,Tangipahoa Parish,17296,62
6,Louisiana,Tensas Parish,273,41.8
6,Louisiana,Terrebonne Parish,14592,67.7
6,Louisiana,Union Parish,2541,69
6,Louisiana,Vermilion Parish,9055,79.2
6,Louisiana,Vernon Parish,7346,75.1
6,Louisiana,Washington Parish,5311,64.3
6,Louisiana,Webster Parish,3917,58.9
6,Louisiana,West Baton Rouge Parish,2882,54.8
6,Louisiana,West Carroll Parish,1478,80.8
6,Louisiana,West Feliciana Parish,1197,66.3
6,Louisiana,Winn Parish,1409,65.4
6,New Mexico,Bernalillo County,110852,81.1
6,New Mexico,Catron County,299,88.2
6,New Mexico,Chaves County,11407,91.9
6,New Mexico,Cibola County,2184,44.9
6,New Mexico,Colfax County,1561,92.4
6,New Mexico,Curry County,8395,84.9
6,New Mexico,De Baca County,223,92.5
6,New Mexico,Dona Ana County,42004,90.7
6,New Mexico,Eddy County,10448,92.8
6,New Mexico,Grant County,3750,91.4
6,New Mexico,Guadalupe County,588,91.2
6,New Mexico,Harding County,61,93.8
6,New Mexico,Hidalgo County,595,93.4
6,New Mexico,Lea County,12981,92
6,New Mexico,Lincoln County,2478,87.9
6,New Mexico,Los Alamos County,2883,85.6
6,New Mexico,Luna County,3705,92.1
6,New Mexico,McKinley County,1871,12.7
6,New Mexico,Mora County,593,93.4
6,New Mexico,Otero County,9829,79.9
6,New Mexico,Quay County,1104,89.6
6,New Mexico,Rio Arriba County,4838,73.2
6,New Mexico,Roosevelt County,3638,89.1
6,New Mexico,Sandoval County,20287,75.1
6,New Mexico,San Juan County,11913,49.5
6,New Mexico,San Miguel County,4203,87.6
6,New Mexico,Santa Fe County,21618,87.7
6,New Mexico,Sierra County,1139,90.9
6,New Mexico,Socorro County,2139,75.2
6,New Mexico,Taos County,4140,85.5
6,New Mexico,Torrance County,2083,89.6
6,New Mexico,Union County,475,90.3
6,New Mexico,Valencia County,11946,87
6,Oklahoma,Adair County,1450,36
6,Oklahoma,Alfalfa County,653,90.6
6,Oklahoma,Atoka County,1543,70.5
6,Oklahoma,Beaver County,822,91.2
6,Oklahoma,Beckham County,3308,89.8
6,Oklahoma,Blaine County,1216,79.1
6,Oklahoma,Bryan County,6738,71.5
6,Oklahoma,Caddo County,2752,59.5
6,Oklahoma,Canadian County,24805,81.8
6,Oklahoma,Carter County,6400,71.4
6,Oklahoma,Cherokee County,4850,47.1
6,Oklahoma,Choctaw County,1499,58.8
6,Oklahoma,Cimarron County,294,92.7
6,Oklahoma,Cleveland County,48317,75.6
6,Oklahoma,Coal County,605,66.7
6,Oklahoma,Comanche County,15330,62.6
6,Oklahoma,Cotton County,715,77.8
6,Oklahoma,Craig County,1365,60.6
6,Oklahoma,Creek County,9524,75.8
6,Oklahoma,Custer County,5232,82.7
6,Oklahoma,Delaware County,3813,56.3
6,Oklahoma,Dewey County,697,84.9
6,Oklahoma,Ellis County,564,92
6,Oklahoma,Garfield County,9413,82.4
6,Oklahoma,Garvin County,3990,80.9
6,Oklahoma,Grady County,8474,83.8
6,Oklahoma,Grant County,601,88.4
6,Oklahoma,Greer County,709,88.7
6,Oklahoma,Harmon County,337,80.8
