REGION,STATE,COUNTY,PRETBRPCT
7,Iowa,Floyd County,8.8
7,Iowa,Franklin County,8.8
7,Iowa,Fremont County,11.8
7,Iowa,Greene County,9.1
7,Iowa,Grundy County,9.4
7,Iowa,Guthrie County,9.3
7,Iowa,Hamilton County,9.2
7,Iowa,Hancock County,8.6
7,Iowa,Hardin County,9.3
7,Iowa,Harrison County,11
7,Iowa,Henry County,9.4
7,Iowa,Howard County,8.6
7,Iowa,Humboldt County,8.2
7,Iowa,Ida County,10.4
7,Iowa,Iowa County,9
7,Iowa,Jackson County,8.3
7,Iowa,Jasper County,9.6
7,Iowa,Jefferson County,9.1
7,Iowa,Johnson County,9.2
7,Iowa,Jones County,9.4
7,Iowa,Keokuk County,9.5
7,Iowa,Kossuth County,8.2
7,Iowa,Lee County,9.9
7,Iowa,Linn County,9.3
7,Iowa,Louisa County,9.9
7,Iowa,Lucas County,9.6
7,Iowa,Lyon County,8.9
7,Iowa,Madison County,9.7
7,Iowa,Mahaska County,9.5
7,Iowa,Marion County,9.6
7,Iowa,Marshall County,9.5
7,Iowa,Mills County,11
7,Iowa,Mitchell County,8.9
7,Iowa,Monona County,10.7
7,Iowa,Monroe County,9.4
7,Iowa,Montgomery County,10.9
7,Iowa,Muscatine County,10.2
7,Iowa,O'Brien County,9.1
7,Iowa,Osceola County,8.9
7,Iowa,Page County,10.6
7,Iowa,Palo Alto County,8.4
7,Iowa,Plymouth County,9.8
7,Iowa,Pocahontas County,8.4
7,Iowa,Polk County,9.6
7,Iowa,Pottawattamie County,11.3
7,Iowa,Poweshiek County,9.6
7,Iowa,Ringgold County,8.9
7,Iowa,Sac County,8.8
7,Iowa,Scott County,10.7
7,Iowa,Shelby County,10.5
7,Iowa,Sioux County,9.2
7,Iowa,Story County,9.5
7,Iowa,Tama County,9.3
7,Iowa,Taylor County,10.7
7,Iowa,Union County,9.2
7,Iowa,Van Buren County,9.7
7,Iowa,Wapello County,9.6
7,Iowa,Warren County,9.6
7,Iowa,Washington County,8.8
7,Iowa,Wayne County,9.6
7,Iowa,Webster County,9.1
7,Iowa,Winnebago County,8.4
7,Iowa,Winneshiek County,7.6
7,Iowa,Woodbury County,10.1
7,Iowa,Worth County,9.1
7,Iowa,Wright County,8.6
7,Kansas,Allen County,9.7
7,Kansas,Anderson County,9.6
7,Kansas,Atchison County,9.6
7,Kansas,Barber County,8.5
7,Kansas,Barton County,9.7
7,Kansas,Bourbon County,9.9
7,Kansas,Brown County,8.1
7,Kansas,Butler County,10.7
7,Kansas,Chase County,10.1
7,Kansas,Chautauqua County,11.1
7,Kansas,Cherokee County,10.4
7,Kansas,Cheyenne County,9.2
7,Kansas,Clark County,6.9
7,Kansas,Clay County,8.8
7,Kansas,Cloud County,8.8
7,Kansas,Coffey County,10.3
7,Kansas,Comanche County,8
7,Kansas,Cowley County,10.8
7,Kansas,Crawford County,10.3
7,Kansas,Decatur County,9.5
7,Kansas,Dickinson County,9.2
7,Kansas,Doniphan County,9.6
7,Kansas,Douglas County,9.4
7,Kansas,Edwards County,7.4
7,Kansas,Elk County,10.7
7,Kansas,Ellis County,8.8
7,Kansas,Ellsworth County,9.5
7,Kansas,Finney County,10.5
7,Kansas,Ford County,6.5
7,Kansas,Franklin County,9.6
7,Kansas,Geary County,8.7
7,Kansas,Gove County,9.9
7,Kansas,Graham County,10.1
7,Kansas,Grant County,10.5
7,Kansas,Gray County,8.7
7,Kansas,Greeley County,11.7
7,Kansas,Greenwood County,10.1
7,Kansas,Hamilton County,11.3
7,Kansas,Harper County,8.8
7,Kansas,Harvey County,10.6
7,Kansas,Haskell County,9.6
7,Kansas,Hodgeman County,8.7
7,Kansas,Jackson County,9.5
7,Kansas,Jefferson County,9.6
7,Kansas,Jewell County,9.3
7,Kansas,Johnson County,9
7,Kansas,Kearny County,11.1
7,Kansas,Kingman County,10.7
7,Kansas,Kiowa County,6.8
7,Kansas,Labette County,9.8
7,Kansas,Lane County,10.8
7,Kansas,Leavenworth County,9.3
7,Kansas,Lincoln County,9.7
7,Kansas,Linn County,9.5
7,Kansas,Logan County,10.4
7,Kansas,Lyon County,10.1
7,Kansas,McPherson County,9.9
7,Kansas,Marion County,9.8
7,Kansas,Marshall County,8.5
7,Kansas,Meade County,7.5
7,Kansas,Miami County,9.1
7,Kansas,Mitchell County,9.3
7,Kansas,Montgomery County,10.1
7,Kansas,Morris County,9.1
7,Kansas,Morton County,9
7,Kansas,Nemaha County,7.8
7,Kansas,Neosho County,10
7,Kansas,Ness County,10.1
7,Kansas,Norton County,9.2
7,Kansas,Osage County,10
7,Kansas,Osborne County,8.7
7,Kansas,Ottawa County,10.1
7,Kansas,Pawnee County,10.2
7,Kansas,Phillips County,9.1
7,Kansas,Pottawatomie County,8.5
7,Kansas,Pratt County,9.8
7,Kansas,Rawlins County,9.5
7,Kansas,Reno County,10.6
7,Kansas,Republic County,9.2
7,Kansas,Rice County,9.8
7,Kansas,Riley County,8.5
7,Kansas,Rooks County,8.8
7,Kansas,Rush County,9.4
7,Kansas,Russell County,9
7,Kansas,Saline County,9.8
7,Kansas,Scott County,10.9
7,Kansas,Sedgwick County,10.8
7,Kansas,Seward County,8.3
7,Kansas,Shawnee County,10
7,Kansas,Sheridan County,9.1
7,Kansas,Sherman County,10.1
7,Kansas,Smith County,8.8
7,Kansas,Stafford County,10.2
7,Kansas,Stanton County,10.6
7,Kansas,Stevens County,8.6
7,Kansas,Sumner County,10.7
7,Kansas,Thomas County,9.1
7,Kansas,Trego County,8.9
7,Kansas,Wabaunsee County,9
7,Kansas,Wallace County,10.4
7,Kansas,Washington County,9.2
7,Kansas,Wichita County,10.7
7,Kansas,Wilson County,10.2
7,Kansas,Woodson County,9.8
7,Kansas,Wyandotte County,10.7
4,Kentucky,Adair County,10.9
4,Kentucky,Allen County,11
4,Kentucky,Anderson County,11.3
4,Kentucky,Ballard County,11
4,Kentucky,Barren County,11.5
4,Kentucky,Bath County,10.6
4,Kentucky,Bell County,14.8
4,Kentucky,Boone County,9.7
4,Kentucky,Bourbon County,10.6
4,Kentucky,Boyd County,13.9
4,Kentucky,Boyle County,10.2
4,Kentucky,Bracken County,10
4,Kentucky,Breathitt County,12.4
4,Kentucky,Breckinridge County,10.7
4,Kentucky,Bullitt County,10.8
4,Kentucky,Butler County,10.2
4,Kentucky,Caldwell County,11
4,Kentucky,Calloway County,10.4
4,Kentucky,Campbell County,10.4
4,Kentucky,Carlisle County,10.7
4,Kentucky,Carroll County,10.7
4,Kentucky,Carter County,12.1
4,Kentucky,Casey County,10
4,Kentucky,Christian County,9.8
4,Kentucky,Clark County,11
4,Kentucky,Clay County,13
4,Kentucky,Clinton County,10.7
4,Kentucky,Crittenden County,11.7
4,Kentucky,Cumberland County,11.8
4,Kentucky,Daviess County,11.6
4,Kentucky,Edmonson County,9.9
4,Kentucky,Elliott County,12.2
4,Kentucky,Estill County,12
4,Kentucky,Fayette County,10.9
4,Kentucky,Fleming County,11.8
4,Kentucky,Floyd County,12.7
4,Kentucky,Franklin County,11.3
4,Kentucky,Fulton County,10.7
4,Kentucky,Gallatin County,11.7
4,Kentucky,Garrard County,11.9
4,Kentucky,Grant County,12.1
4,Kentucky,Graves County,10.3
4,Kentucky,Grayson County,10.4
4,Kentucky,Green County,11.7
4,Kentucky,Greenup County,13.1
4,Kentucky,Hancock County,11.5
4,Kentucky,Hardin County,10.8
4,Kentucky,Harlan County,12.7
4,Kentucky,Harrison County,10.1
4,Kentucky,Hart County,10.5
4,Kentucky,Henderson County,16
4,Kentucky,Henry County,10
4,Kentucky,Hickman County,9.8
4,Kentucky,Hopkins County,12.4
4,Kentucky,Jackson County,11.8
4,Kentucky,Jefferson County,10.7
4,Kentucky,Jessamine County,11
4,Kentucky,Johnson County,12.4
4,Kentucky,Kenton County,11.3
4,Kentucky,Knott County,12.6
4,Kentucky,Knox County,14.1
4,Kentucky,Larue County,11.9
4,Kentucky,Laurel County,11.2
4,Kentucky,Lawrence County,13.3
4,Kentucky,Lee County,12.6
4,Kentucky,Leslie County,13.6
4,Kentucky,Letcher County,12.3
4,Kentucky,Lewis County,12.3
4,Kentucky,Lincoln County,12.2
4,Kentucky,Livingston County,11
4,Kentucky,Logan County,10.3
4,Kentucky,Lyon County,11.7
4,Kentucky,McCracken County,11.1
4,Kentucky,McCreary County,11.6
4,Kentucky,McLean County,12.5
4,Kentucky,Madison County,11.3
4,Kentucky,Magoffin County,12.4
4,Kentucky,Marion County,12.3
4,Kentucky,Marshall County,10.8
4,Kentucky,Martin County,13
4,Kentucky,Mason County,11.2
4,Kentucky,Meade County,10.8
4,Kentucky,Menifee County,10.6
4,Kentucky,Mercer County,11.5
4,Kentucky,Metcalfe County,11.9
4,Kentucky,Monroe County,12
4,Kentucky,Montgomery County,11.3
4,Kentucky,Morgan County,10.8
4,Kentucky,Muhlenberg County,11
4,Kentucky,Nelson County,11.8
4,Kentucky,Nicholas County,10.7
4,Kentucky,Ohio County,11.2
4,Kentucky,Oldham County,9.9
4,Kentucky,Owen County,10.9
4,Kentucky,Owsley County,12.8
4,Kentucky,Pendleton County,11.1
4,Kentucky,Perry County,12.7
4,Kentucky,Pike County,12.3
4,Kentucky,Powell County,12.1
4,Kentucky,Pulaski County,10.4
4,Kentucky,Robertson County,11.2
4,Kentucky,Rockcastle County,11.6
4,Kentucky,Rowan County,9.4
4,Kentucky,Russell County,10.3
4,Kentucky,Scott County,10.6
4,Kentucky,Shelby County,10.5
4,Kentucky,Simpson County,10.6
4,Kentucky,Spencer County,10.8
4,Kentucky,Taylor County,11.5
4,Kentucky,Todd County,10.5
4,Kentucky,Trigg County,9.9
4,Kentucky,Trimble County,11.2
4,Kentucky,Union County,18.2
4,Kentucky,Warren County,10.1
4,Kentucky,Washington County,13.2
4,Kentucky,Wayne County,10.9
4,Kentucky,Webster County,15.2
4,Kentucky,Whitley County,14.3
4,Kentucky,Wolfe County,12
4,Kentucky,Woodford County,11
6,Louisiana,Acadia Parish,11.9
6,Louisiana,Allen Parish,12.1
6,Louisiana,Ascension Parish,11.2
6,Louisiana,Assumption Parish,12.1
6,Louisiana,Avoyelles Parish,13.5
6,Louisiana,Beauregard Parish,12.2
6,Louisiana,Bienville Parish,15.3
6,Louisiana,Bossier Parish,15
6,Louisiana,Caddo Parish,17.1
6,Louisiana,Calcasieu Parish,12.6
6,Louisiana,Caldwell Parish,15
6,Louisiana,Cameron Parish,12.2
6,Louisiana,Catahoula Parish,14.2
6,Louisiana,Claiborne Parish,15.3
6,Louisiana,Concordia Parish,13.6
6,Louisiana,De Soto Parish,16.2
6,Louisiana,East Baton Rouge Parish,12.5
6,Louisiana,East Carroll Parish,18.5
6,Louisiana,East Feliciana Parish,12.6
6,Louisiana,Evangeline Parish,12.8
6,Louisiana,Franklin Parish,16
6,Louisiana,Grant Parish,13.8
6,Louisiana,Iberia Parish,12.5
6,Louisiana,Iberville Parish,12.4
6,Louisiana,Jackson Parish,14.8
6,Louisiana,Jefferson Parish,11.7
6,Louisiana,Jefferson Davis Parish,12.4
6,Louisiana,Lafayette Parish,11.6
6,Louisiana,Lafourche Parish,11.6
6,Louisiana,LaSalle Parish,13.6
6,Louisiana,Lincoln Parish,15
6,Louisiana,Livingston Parish,11.4
6,Louisiana,Madison Parish,16.4
6,Louisiana,Morehouse Parish,15
6,Louisiana,Natchitoches Parish,13.8
6,Louisiana,Orleans Parish,13.3
6,Louisiana,Ouachita Parish,14.9
6,Louisiana,Plaquemines Parish,12.5
6,Louisiana,Pointe Coupee Parish,12.9
6,Louisiana,Rapides Parish,13.5
6,Louisiana,Red River Parish,16.2
6,Louisiana,Richland Parish,16.5
6,Louisiana,Sabine Parish,11.9
6,Louisiana,St. Bernard Parish,12.1
6,Louisiana,St. Charles Parish,12.8
6,Louisiana,St. Helena Parish,12.2
6,Louisiana,St. James Parish,12.3
6,Louisiana,St. John the Baptist Parish,13.6
6,Louisiana,St. Landry Parish,12.1
6,Louisiana,St. Martin Parish,12.1
6,Louisiana,St. Mary Parish,12.7
6,Louisiana,St. Tammany Parish,11.1
6,Louisiana,Tangipahoa Parish,11.5
6,Louisiana,Tensas Parish,15.2
6,Louisiana,Terrebonne Parish,12.7
6,Louisiana,Union Parish,14.4
6,Louisiana,Vermilion Parish,11.6
6,Louisiana,Vernon Parish,11.3
6,Louisiana,Washington Parish,13.6
6,Louisiana,Webster Parish,15.6
6,Louisiana,West Baton Rouge Parish,12.6
6,Louisiana,West Carroll Parish,13.5
6,Louisiana,West Feliciana Parish,13.3
6,Louisiana,Winn Parish,14.3
1,Maine,Androscoggin County,8.4
1,Maine,Aroostook County,9.4
1,Maine,Cumberland County,8.5
1,Maine,Franklin County,8.8
1,Maine,Hancock County,8.9
1,Maine,Kennebec County,8.6
1,Maine,Knox County,8
1,Maine,Lincoln County,8.5
1,Maine,Oxford County,8.4
1,Maine,Penobscot County,9.2
1,Maine,Piscataquis County,9.4
1,Maine,Sagadahoc County,8.4
1,Maine,Somerset County,9.1
1,Maine,Waldo County,8.8
1,Maine,Washington County,9.2
1,Maine,York County,8.5
3,Maryland,Allegany County,9.9
3,Maryland,Anne Arundel County,10.1
3,Maryland,Baltimore County,11.1
3,Maryland,Calvert County,8.7
3,Maryland,Caroline County,10.4
3,Maryland,Carroll County,9.4
3,Maryland,Cecil County,9.5
3,Maryland,Charles County,11.3
3,Maryland,Dorchester County,10.8
3,Maryland,Frederick County,9.6
3,Maryland,Garrett County,10
3,Maryland,Harford County,9.8
3,Maryland,Howard County,9.6
3,Maryland,Kent County,10.1
3,Maryland,Montgomery County,8.8
3,Maryland,Prince George's County,10.7
3,Maryland,Queen Anne's County,10
3,Maryland,St. Mary's County,9.4
3,Maryland,Somerset County,10.7
3,Maryland,Talbot County,9.6
3,Maryland,Washington County,10.6
3,Maryland,Wicomico County,10.8
3,Maryland,Worcester County,7.2
3,Maryland,Baltimore City,12.7
1,Massachusetts,Barnstable County,8.8
1,Massachusetts,Berkshire County,9.4
1,Massachusetts,Bristol County,9.1
1,Massachusetts,Dukes County,5.3
1,Massachusetts,Essex County,8.9
1,Massachusetts,Franklin County,8.7
1,Massachusetts,Hampden County,9.9
1,Massachusetts,Hampshire County,9.1
1,Massachusetts,Middlesex County,8.5
1,Massachusetts,Nantucket County,6.8
1,Massachusetts,Norfolk County,8.4
1,Massachusetts,Plymouth County,9
1,Massachusetts,Suffolk County,9.8
1,Massachusetts,Worcester County,8.7
5,Michigan,Alcona County,7.8
5,Michigan,Alger County,9.1
5,Michigan,Allegan County,9.8
5,Michigan,Alpena County,8.9
5,Michigan,Antrim County,8.3
5,Michigan,Arenac County,8.1
5,Michigan,Baraga County,9.1
5,Michigan,Barry County,9.9
5,Michigan,Bay County,8.6
5,Michigan,Benzie County,8.4
5,Michigan,Berrien County,8.9
5,Michigan,Branch County,9.1
5,Michigan,Calhoun County,10.1
5,Michigan,Cass County,9.8
5,Michigan,Charlevoix County,8.6
5,Michigan,Cheboygan County,8.7
5,Michigan,Chippewa County,8
5,Michigan,Clare County,8.6
5,Michigan,Clinton County,8.4
5,Michigan,Crawford County,8.3
5,Michigan,Delta County,8.8
5,Michigan,Dickinson County,8.3
5,Michigan,Eaton County,9.6
5,Michigan,Emmet County,8.8
5,Michigan,Genesee County,12
5,Michigan,Gladwin County,8.4
5,Michigan,Gogebic County,8.1
5,Michigan,Grand Traverse County,8.3
5,Michigan,Gratiot County,8.8
5,Michigan,Hillsdale County,7.9
5,Michigan,Houghton County,8.4
5,Michigan,Huron County,9.2
5,Michigan,Ingham County,10.1
5,Michigan,Ionia County,10
5,Michigan,Iosco County,7
5,Michigan,Iron County,8.9
5,Michigan,Isabella County,8.7
5,Michigan,Jackson County,10.8
5,Michigan,Kalamazoo County,9.9
5,Michigan,Kalkaska County,8.6
5,Michigan,Kent County,10.1
5,Michigan,Keweenaw County,10.1
5,Michigan,Lake County,10
5,Michigan,Lapeer County,9.7
5,Michigan,Leelanau County,8.2
5,Michigan,Lenawee County,9
5,Michigan,Livingston County,9.1
5,Michigan,Luce County,10.8
5,Michigan,Mackinac County,8.3
5,Michigan,Macomb County,10.7
5,Michigan,Manistee County,8.7
5,Michigan,Marquette County,8.9
5,Michigan,Mason County,8.8
5,Michigan,Mecosta County,9.2
5,Michigan,Menominee County,8.1
5,Michigan,Midland County,8.7
5,Michigan,Missaukee County,8.4
5,Michigan,Monroe County,10.3
5,Michigan,Montcalm County,9.6
5,Michigan,Montmorency County,8.9
5,Michigan,Muskegon County,11.9
5,Michigan,Newaygo County,10.3
5,Michigan,Oakland County,9.8
5,Michigan,Oceana County,9.3
5,Michigan,Ogemaw County,8
5,Michigan,Ontonagon County,7.2
5,Michigan,Osceola County,9
5,Michigan,Oscoda County,8.2
5,Michigan,Otsego County,8.5
5,Michigan,Ottawa County,9
5,Michigan,Presque Isle County,8.8
5,Michigan,Roscommon County,8.2
5,Michigan,Saginaw County,9.3
5,Michigan,St. Clair County,9.9
5,Michigan,St. Joseph County,9.2
5,Michigan,Sanilac County,9.5
5,Michigan,Schoolcraft County,9.9
5,Michigan,Shiawassee County,9.3
5,Michigan,Tuscola County,9
5,Michigan,Van Buren County,8.5
5,Michigan,Washtenaw County,9.9
5,Michigan,Wayne County,11.8
5,Michigan,Wexford County,8.7
5,Minnesota,Aitkin County,9.3
5,Minnesota,Anoka County,9.2
5,Minnesota,Becker County,8.8
5,Minnesota,Beltrami County,9.9
5,Minnesota,Benton County,10
5,Minnesota,Big Stone County,8.8
5,Minnesota,Blue Earth County,8.8
5,Minnesota,Brown County,9.1
5,Minnesota,Carlton County,9.6
5,Minnesota,Carver County,9
5,Minnesota,Cass County,9.4
5,Minnesota,Chippewa County,7.9
5,Minnesota,Chisago County,9.2
5,Minnesota,Clay County,8.7
5,Minnesota,Clearwater County,7.5
5,Minnesota,Cook County,13
5,Minnesota,Cottonwood County,8.6
5,Minnesota,Crow Wing County,8.6
5,Minnesota,Dakota County,8.8
5,Minnesota,Dodge County,8.2
5,Minnesota,Douglas County,10.1
5,Minnesota,Faribault County,8.3
5,Minnesota,Fillmore County,7.8
5,Minnesota,Freeborn County,8.7
5,Minnesota,Goodhue County,8.4
5,Minnesota,Grant County,9.4
5,Minnesota,Hennepin County,9.3
5,Minnesota,Houston County,6.8
5,Minnesota,Hubbard County,9.3
5,Minnesota,Isanti County,9.3
5,Minnesota,Itasca County,9.9
5,Minnesota,Jackson County,9
5,Minnesota,Kanabec County,9.6
5,Minnesota,Kandiyohi County,8.7
5,Minnesota,Kittson County,10.3
5,Minnesota,Koochiching County,10
5,Minnesota,Lac qui Parle County,7.7
5,Minnesota,Lake County,9.9
5,Minnesota,Lake of the Woods County,9.7
5,Minnesota,Le Sueur County,8.6
5,Minnesota,Lincoln County,8.7
5,Minnesota,Lyon County,7.3
5,Minnesota,McLeod County,9.3
5,Minnesota,Mahnomen County,12.1
5,Minnesota,Marshall County,9
5,Minnesota,Martin County,8.5
5,Minnesota,Meeker County,8.8
5,Minnesota,Mille Lacs County,10
5,Minnesota,Morrison County,9.4
5,Minnesota,Mower County,8.5
5,Minnesota,Murray County,8.4
5,Minnesota,Nicollet County,9.1
5,Minnesota,Nobles County,8.8
5,Minnesota,Norman County,8.9
5,Minnesota,Olmsted County,7.7
5,Minnesota,Otter Tail County,7.6
5,Minnesota,Pennington County,10.8
5,Minnesota,Pine County,9.1
5,Minnesota,Pipestone County,8.9
5,Minnesota,Polk County,8.9
5,Minnesota,Pope County,9.8
5,Minnesota,Ramsey County,9
5,Minnesota,Red Lake County,11.3
5,Minnesota,Redwood County,8.4
5,Minnesota,Renville County,9.3
5,Minnesota,Rice County,8.6
5,Minnesota,Rock County,9
5,Minnesota,Roseau County,9.2
5,Minnesota,St. Louis County,9.8
5,Minnesota,Scott County,8.9
5,Minnesota,Sherburne County,9.2
5,Minnesota,Sibley County,8.7
5,Minnesota,Stearns County,9.5
5,Minnesota,Steele County,8.5
5,Minnesota,Stevens County,10.3
5,Minnesota,Swift County,8.6
5,Minnesota,Todd County,8.3
5,Minnesota,Traverse County,8.8
5,Minnesota,Wabasha County,7.7
5,Minnesota,Wadena County,9.4
5,Minnesota,Waseca County,8.5
5,Minnesota,Washington County,8.9
5,Minnesota,Watonwan County,9
5,Minnesota,Wilkin County,8.3
5,Minnesota,Winona County,9.2
5,Minnesota,Wright County,8.9
5,Minnesota,Yellow Medicine County,6.5
4,Mississippi,Adams County,13.8
4,Mississippi,Alcorn County,12.3
4,Mississippi,Amite County,12.2
4,Mississippi,Attala County,14.7
4,Mississippi,Benton County,13.9
4,Mississippi,Bolivar County,16.6
4,Mississippi,Calhoun County,12.7
4,Mississippi,Carroll County,15.3
4,Mississippi,Chickasaw County,14.5
4,Mississippi,Choctaw County,13.4
4,Mississippi,Claiborne County,17.1
4,Mississippi,Clarke County,16
4,Mississippi,Clay County,14.6
4,Mississippi,Coahoma County,20.4
4,Mississippi,Copiah County,15.4
4,Mississippi,Covington County,14.9
4,Mississippi,DeSoto County,11.9
4,Mississippi,Forrest County,14.6
4,Mississippi,Franklin County,13.1
4,Mississippi,George County,12.5
4,Mississippi,Greene County,13.3
4,Mississippi,Grenada County,14.3
4,Mississippi,Hancock County,11.8
4,Mississippi,Harrison County,12.4
4,Mississippi,Hinds County,16.7
4,Mississippi,Holmes County,16.7
4,Mississippi,Humphreys County,16.5
4,Mississippi,Issaquena County,16.4
4,Mississippi,Itawamba County,14
4,Mississippi,Jackson County,12.5
4,Mississippi,Jasper County,15.6
4,Mississippi,Jefferson County,14.4
4,Mississippi,Jefferson Davis County,14.5
4,Mississippi,Jones County,15.8
4,Mississippi,Kemper County,16.1
4,Mississippi,Lafayette County,10.8
4,Mississippi,Lamar County,13.9
4,Mississippi,Lauderdale County,16.4
4,Mississippi,Lawrence County,14.9
4,Mississippi,Leake County,13.3
4,Mississippi,Lee County,14.4
4,Mississippi,Leflore County,15.8
4,Mississippi,Lincoln County,14
4,Mississippi,Lowndes County,14.5
4,Mississippi,Madison County,13.6
4,Mississippi,Marion County,14.7
4,Mississippi,Marshall County,12.9
4,Mississippi,Monroe County,15.2
4,Mississippi,Montgomery County,13.7
4,Mississippi,Neshoba County,13.8
4,Mississippi,Newton County,15
4,Mississippi,Noxubee County,14
4,Mississippi,Oktibbeha County,13.7
4,Mississippi,Panola County,11.4
4,Mississippi,Pearl River County,12.1
4,Mississippi,Perry County,14.5
4,Mississippi,Pike County,13.2
4,Mississippi,Pontotoc County,13.1
4,Mississippi,Prentiss County,14
4,Mississippi,Quitman County,17.1
4,Mississippi,Rankin County,14.3
4,Mississippi,Scott County,14.7
4,Mississippi,Sharkey County,15.3
4,Mississippi,Simpson County,14.8
4,Mississippi,Smith County,13.8
4,Mississippi,Stone County,12.8
4,Mississippi,Sunflower County,16.4
4,Mississippi,Tallahatchie County,15.3
4,Mississippi,Tate County,11.4
4,Mississippi,Tippah County,13.9
4,Mississippi,Tishomingo County,12.2
4,Mississippi,Tunica County,13.8
4,Mississippi,Union County,14.3
4,Mississippi,Walthall County,15.2
4,Mississippi,Warren County,15.6
4,Mississippi,Washington County,14.5
4,Mississippi,Wayne County,15.5
4,Mississippi,Webster County,13.4
4,Mississippi,Wilkinson County,12.8
4,Mississippi,Winston County,13.6
4,Mississippi,Yalobusha County,11.6
4,Mississippi,Yazoo County,17
7,Missouri,Adair County,10.7
7,Missouri,Andrew County,9.2
7,Missouri,Atchison County,10.9
7,Missouri,Audrain County,10.5
7,Missouri,Barry County,10.1
7,Missouri,Barton County,10
7,Missouri,Bates County,9.5
7,Missouri,Benton County,9.7
7,Missouri,Bollinger County,10.3
7,Missouri,Boone County,10.4
7,Missouri,Buchanan County,10.1
7,Missouri,Butler County,12.7
7,Missouri,Caldwell County,9.3
7,Missouri,Callaway County,10.3
7,Missouri,Camden County,10.4
7,Missouri,Cape Girardeau County,10.3
7,Missouri,Carroll County,10.1
7,Missouri,Carter County,12.4
7,Missouri,Cass County,9.9
7,Missouri,Cedar County,9.1
7,Missouri,Chariton County,10.9
7,Missouri,Christian County,8.5
7,Missouri,Clark County,9.9
7,Missouri,Clay County,9.3
7,Missouri,Clinton County,9.6
7,Missouri,Cole County,10.2
7,Missouri,Cooper County,10.3
7,Missouri,Crawford County,10.8
7,Missouri,Dade County,9.8
7,Missouri,Dallas County,10
7,Missouri,Daviess County,9.2
7,Missouri,DeKalb County,9.4
7,Missouri,Dent County,10.4
7,Missouri,Douglas County,9.4
7,Missouri,Dunklin County,12.8
7,Missouri,Franklin County,11.2
7,Missouri,Gasconade County,10.1
7,Missouri,Gentry County,8
7,Missouri,Greene County,10.1
7,Missouri,Grundy County,11.3
7,Missouri,Harrison County,9.2
7,Missouri,Henry County,9.6
7,Missouri,Hickory County,9.6
7,Missouri,Holt County,9
7,Missouri,Howard County,10.8
7,Missouri,Howell County,9.3
7,Missouri,Iron County,12.1
7,Missouri,Jackson County,10.9
7,Missouri,Jasper County,10
7,Missouri,Jefferson County,11.8
7,Missouri,Johnson County,9.6
7,Missouri,Knox County,10.9
7,Missouri,Laclede County,10.6
7,Missouri,Lafayette County,10.4
7,Missouri,Lawrence County,9.4
7,Missouri,Lewis County,11.3
7,Missouri,Lincoln County,10.5
7,Missouri,Linn County,10.8
7,Missouri,Livingston County,10
7,Missouri,McDonald County,10.3
7,Missouri,Macon County,10.8
7,Missouri,Madison County,11.4
7,Missouri,Maries County,9.8
7,Missouri,Marion County,11.3
7,Missouri,Mercer County,12.1
7,Missouri,Miller County,9.8
7,Missouri,Mississippi County,10.9
7,Missouri,Moniteau County,10.3
7,Missouri,Monroe County,11.3
7,Missouri,Montgomery County,10.1
7,Missouri,Morgan County,9.9
7,Missouri,New Madrid County,12.1
7,Missouri,Newton County,10
7,Missouri,Nodaway County,9.5
7,Missouri,Oregon County,10.3
7,Missouri,Osage County,9.5
7,Missouri,Ozark County,9.8
7,Missouri,Pemiscot County,12.9
7,Missouri,Perry County,10.7
7,Missouri,Pettis County,9.6
7,Missouri,Phelps County,10
7,Missouri,Pike County,10.4
7,Missouri,Platte County,9.9
7,Missouri,Polk County,9.1
7,Missouri,Pulaski County,10.1
7,Missouri,Putnam County,10.8
7,Missouri,Ralls County,11
7,Missouri,Randolph County,10.9
7,Missouri,Ray County,9.8
7,Missouri,Reynolds County,12
7,Missouri,Ripley County,11.8
7,Missouri,St. Charles County,10.4
7,Missouri,St. Clair County,9
7,Missouri,Ste. Genevieve County,11.8
7,Missouri,St. Francois County,11.9
7,Missouri,St. Louis County,11.7
7,Missouri,Saline County,10.1
7,Missouri,Schuyler County,9.8
7,Missouri,Scotland County,9.3
7,Missouri,Scott County,10.6
7,Missouri,Shannon County,9.7
7,Missouri,Shelby County,11.1
7,Missouri,Stoddard County,11.4
7,Missouri,Stone County,11.7
7,Missouri,Sullivan County,14.3
7,Missouri,Taney County,10.2
7,Missouri,Texas County,10
7,Missouri,Vernon County,9.9
7,Missouri,Warren County,10.3
7,Missouri,Washington County,11.7
7,Missouri,Wayne County,12.3
7,Missouri,Webster County,9.1
7,Missouri,Worth County,8.7
7,Missouri,Wright County,10.1
7,Missouri,St. Louis City,12.7
8,Montana,Beaverhead County,8.7
8,Montana,Big Horn County,11
8,Montana,Blaine County,9.4
8,Montana,Broadwater County,8.3
8,Montana,Carbon County,9.3
8,Montana,Carter County,7.7
8,Montana,Cascade County,10.1
8,Montana,Chouteau County,10.2
8,Montana,Custer County,9.1
8,Montana,Daniels County,8.5
8,Montana,Dawson County,9
8,Montana,Deer Lodge County,9.3
8,Montana,Fallon County,9.6
8,Montana,Fergus County,8.8
8,Montana,Flathead County,8.2
8,Montana,Gallatin County,8.3
8,Montana,Garfield County,10
8,Montana,Glacier County,13.8
8,Montana,Golden Valley County,9.3
