REGION,STATE,COUNTY,PRETBRPCT
8,South Dakota,Minnehaha County,9
8,South Dakota,Moody County,8.6
8,South Dakota,Oglala Lakota County,12.2
8,South Dakota,Pennington County,10.4
8,South Dakota,Perkins County,10.9
8,South Dakota,Potter County,9.7
8,South Dakota,Roberts County,8.2
8,South Dakota,Sanborn County,11
8,South Dakota,Spink County,7.9
8,South Dakota,Stanley County,10.3
8,South Dakota,Sully County,11.6
8,South Dakota,Todd County,12.5
8,South Dakota,Tripp County,12.6
8,South Dakota,Turner County,9
8,South Dakota,Union County,9.4
8,South Dakota,Walworth County,10.8
8,South Dakota,Yankton County,9.2
8,South Dakota,Ziebach County,14.2
4,Tennessee,Anderson County,10.8
4,Tennessee,Bedford County,11.8
4,Tennessee,Benton County,10.2
4,Tennessee,Bledsoe County,10.9
4,Tennessee,Blount County,10.4
4,Tennessee,Bradley County,10.8
4,Tennessee,Campbell County,11.4
4,Tennessee,Cannon County,12.6
4,Tennessee,Carroll County,10.3
4,Tennessee,Carter County,10.5
4,Tennessee,Cheatham County,10.4
4,Tennessee,Chester County,10.2
4,Tennessee,Claiborne County,11.4
4,Tennessee,Clay County,11.1
4,Tennessee,Cocke County,10.7
4,Tennessee,Coffee County,12.3
4,Tennessee,Crockett County,11.3
4,Tennessee,Cumberland County,11.2
4,Tennessee,Davidson County,10.4
4,Tennessee,Decatur County,9.3
4,Tennessee,DeKalb County,11.1
4,Tennessee,Dickson County,10
4,Tennessee,Dyer County,11.8
4,Tennessee,Fayette County,12.5
4,Tennessee,Fentress County,11.2
4,Tennessee,Franklin County,12
4,Tennessee,Gibson County,10.4
4,Tennessee,Giles County,12.3
4,Tennessee,Grainger County,10.3
4,Tennessee,Greene County,10.4
4,Tennessee,Grundy County,11.7
4,Tennessee,Hamblen County,10.6
4,Tennessee,Hamilton County,10.9
4,Tennessee,Hancock County,9.7
4,Tennessee,Hardeman County,11.8
4,Tennessee,Hardin County,10.5
4,Tennessee,Hawkins County,10.2
4,Tennessee,Haywood County,12
4,Tennessee,Henderson County,10.4
4,Tennessee,Henry County,9.7
4,Tennessee,Hickman County,10.8
4,Tennessee,Houston County,10.7
4,Tennessee,Humphreys County,11.7
4,Tennessee,Jackson County,10.5
4,Tennessee,Jefferson County,10.3
4,Tennessee,Johnson County,10.9
4,Tennessee,Knox County,10.5
4,Tennessee,Lake County,11.4
4,Tennessee,Lauderdale County,12.7
4,Tennessee,Lawrence County,12.4
4,Tennessee,Lewis County,13.7
4,Tennessee,Lincoln County,12.4
4,Tennessee,Loudon County,10.4
4,Tennessee,McMinn County,11.1
4,Tennessee,McNairy County,9.9
4,Tennessee,Macon County,11
4,Tennessee,Madison County,10.8
4,Tennessee,Marion County,10.8
4,Tennessee,Marshall County,11.3
4,Tennessee,Maury County,12.2
4,Tennessee,Meigs County,10.8
4,Tennessee,Monroe County,10.8
4,Tennessee,Montgomery County,10.6
4,Tennessee,Moore County,11.8
4,Tennessee,Morgan County,11.7
4,Tennessee,Obion County,10.1
4,Tennessee,Overton County,11
4,Tennessee,Perry County,9.2
4,Tennessee,Pickett County,11.6
4,Tennessee,Polk County,11.1
4,Tennessee,Putnam County,11
4,Tennessee,Rhea County,10.8
4,Tennessee,Roane County,10.6
4,Tennessee,Robertson County,10.6
4,Tennessee,Rutherford County,12.4
4,Tennessee,Scott County,11.6
4,Tennessee,Sequatchie County,11
4,Tennessee,Sevier County,10.3
4,Tennessee,Shelby County,12.5
4,Tennessee,Smith County,11
4,Tennessee,Stewart County,10.2
4,Tennessee,Sullivan County,10
4,Tennessee,Sumner County,10.8
4,Tennessee,Tipton County,12.7
4,Tennessee,Trousdale County,11.2
4,Tennessee,Unicoi County,10.7
4,Tennessee,Union County,10.5
4,Tennessee,Van Buren County,11.8
4,Tennessee,Warren County,11.8
4,Tennessee,Washington County,10.3
4,Tennessee,Wayne County,11.6
4,Tennessee,Weakley County,9.8
4,Tennessee,White County,11.1
4,Tennessee,Williamson County,9
4,Tennessee,Wilson County,11.3
6,Texas,Anderson County,9.9
6,Texas,Andrews County,11.3
6,Texas,Angelina County,11.7
6,Texas,Aransas County,11.1
6,Texas,Archer County,9.8
6,Texas,Armstrong County,9.9
6,Texas,Atascosa County,11.5
6,Texas,Austin County,12.1
6,Texas,Bailey County,10
6,Texas,Bandera County,11.7
6,Texas,Bastrop County,9.8
6,Texas,Baylor County,9.9
6,Texas,Bee County,12.4
6,Texas,Bell County,10.8
6,Texas,Bexar County,11.8
6,Texas,Blanco County,9.3
6,Texas,Borden County,11.4
6,Texas,Bosque County,9.8
6,Texas,Bowie County,13.4
6,Texas,Brazoria County,11.3
6,Texas,Brazos County,10.2
6,Texas,Brewster County,8.5
6,Texas,Briscoe County,8.8
6,Texas,Brooks County,13.7
6,Texas,Brown County,11.2
6,Texas,Burleson County,10.3
6,Texas,Burnet County,9.3
6,Texas,Caldwell County,9.9
6,Texas,Calhoun County,9.7
6,Texas,Callahan County,11.9
6,Texas,Cameron County,12.6
6,Texas,Camp County,10.4
6,Texas,Carson County,9.9
6,Texas,Cass County,13.6
6,Texas,Castro County,11.8
6,Texas,Chambers County,11.9
6,Texas,Cherokee County,10.4
6,Texas,Childress County,9.7
6,Texas,Clay County,9.9
6,Texas,Cochran County,10.1
6,Texas,Coke County,11.7
6,Texas,Coleman County,12.1
6,Texas,Collin County,9.3
6,Texas,Collingsworth County,10.5
6,Texas,Colorado County,12.9
6,Texas,Comal County,11
6,Texas,Comanche County,9.7
6,Texas,Concho County,12.6
6,Texas,Cooke County,8.4
6,Texas,Coryell County,10.9
6,Texas,Cottle County,8.5
6,Texas,Crane County,12.5
6,Texas,Crockett County,10.3
6,Texas,Crosby County,10.4
6,Texas,Culberson County,9
6,Texas,Dallam County,8.1
6,Texas,Dallas County,10
6,Texas,Dawson County,12.2
6,Texas,Deaf Smith County,7.9
6,Texas,Delta County,11.5
6,Texas,Denton County,9.1
6,Texas,DeWitt County,11.8
6,Texas,Dickens County,10.3
6,Texas,Dimmit County,11
6,Texas,Donley County,9.1
6,Texas,Duval County,11
6,Texas,Eastland County,9.2
6,Texas,Ector County,12.7
6,Texas,Edwards County,9.7
6,Texas,Ellis County,9.9
6,Texas,El Paso County,9.9
6,Texas,Erath County,9
6,Texas,Falls County,11
6,Texas,Fannin County,10.5
6,Texas,Fayette County,11.3
6,Texas,Fisher County,12.6
6,Texas,Floyd County,10.8
6,Texas,Foard County,10.3
6,Texas,Fort Bend County,10.8
6,Texas,Franklin County,9.9
6,Texas,Freestone County,9.8
6,Texas,Frio County,11.5
6,Texas,Gaines County,8.5
6,Texas,Galveston County,11.9
6,Texas,Garza County,10.5
6,Texas,Gillespie County,10.4
6,Texas,Glasscock County,11.4
6,Texas,Goliad County,11.7
6,Texas,Gonzales County,12
6,Texas,Gray County,9.2
6,Texas,Grayson County,9.3
6,Texas,Gregg County,11.7
6,Texas,Grimes County,10.6
6,Texas,Guadalupe County,11
6,Texas,Hale County,12.7
6,Texas,Hall County,9.4
6,Texas,Hamilton County,10.2
6,Texas,Hansford County,8.4
6,Texas,Hardeman County,10.4
6,Texas,Hardin County,11.5
6,Texas,Harris County,11.5
6,Texas,Harrison County,13.4
6,Texas,Hartley County,8.2
6,Texas,Haskell County,10.7
6,Texas,Hays County,9.4
6,Texas,Hemphill County,9
6,Texas,Henderson County,9.9
6,Texas,Hidalgo County,13.8
6,Texas,Hill County,9.7
6,Texas,Hockley County,12.3
6,Texas,Hood County,9.1
6,Texas,Hopkins County,10.5
6,Texas,Houston County,11.3
6,Texas,Howard County,12
6,Texas,Hudspeth County,9.8
6,Texas,Hunt County,11.8
6,Texas,Hutchinson County,10.7
6,Texas,Irion County,12.9
6,Texas,Jack County,9.3
6,Texas,Jackson County,11.6
6,Texas,Jasper County,11.6
6,Texas,Jeff Davis County,8.8
6,Texas,Jefferson County,11.6
6,Texas,Jim Hogg County,11.8
6,Texas,Jim Wells County,10.7
6,Texas,Johnson County,9.5
6,Texas,Jones County,12.2
6,Texas,Karnes County,12.3
6,Texas,Kaufman County,10.5
6,Texas,Kendall County,11.6
6,Texas,Kenedy County,12.7
6,Texas,Kent County,10.7
6,Texas,Kerr County,10.9
6,Texas,Kimble County,10.3
6,Texas,King County,10
6,Texas,Kinney County,9.3
6,Texas,Kleberg County,11
6,Texas,Knox County,9.6
6,Texas,Lamar County,10.9
6,Texas,Lamb County,10.2
6,Texas,Lampasas County,10.3
6,Texas,La Salle County,11.2
6,Texas,Lavaca County,11.7
6,Texas,Lee County,9.8
6,Texas,Leon County,10.4
6,Texas,Liberty County,11.6
6,Texas,Limestone County,10.3
6,Texas,Lipscomb County,8.6
6,Texas,Live Oak County,10.1
6,Texas,Llano County,9.2
6,Texas,Loving County,10.6
6,Texas,Lubbock County,10.6
6,Texas,Lynn County,10.6
6,Texas,McCulloch County,12.3
6,Texas,McLennan County,10.6
6,Texas,McMullen County,10.9
6,Texas,Madison County,10.6
6,Texas,Marion County,14.5
6,Texas,Martin County,11.5
6,Texas,Mason County,10.4
6,Texas,Matagorda County,12
6,Texas,Maverick County,10.4
6,Texas,Medina County,11.6
6,Texas,Menard County,12.3
6,Texas,Midland County,10.6
6,Texas,Milam County,10
6,Texas,Mills County,10.1
6,Texas,Mitchell County,11.6
6,Texas,Montague County,8.8
6,Texas,Montgomery County,10.1
6,Texas,Moore County,8.9
6,Texas,Morris County,12.2
6,Texas,Motley County,7.8
6,Texas,Nacogdoches County,10.4
6,Texas,Navarro County,9.6
6,Texas,Newton County,12.2
6,Texas,Nolan County,9.7
6,Texas,Nueces County,10.8
6,Texas,Ochiltree County,8.4
6,Texas,Oldham County,9.6
6,Texas,Orange County,12.1
6,Texas,Palo Pinto County,8.6
6,Texas,Panola County,14
6,Texas,Parker County,9.5
6,Texas,Parmer County,10.3
6,Texas,Pecos County,9.2
6,Texas,Polk County,11.2
6,Texas,Potter County,10.6
6,Texas,Presidio County,8.2
6,Texas,Rains County,12
6,Texas,Randall County,9.5
6,Texas,Reagan County,13.1
6,Texas,Real County,11.2
6,Texas,Red River County,11.9
6,Texas,Reeves County,8.9
6,Texas,Refugio County,11.4
6,Texas,Roberts County,9.6
6,Texas,Robertson County,10.5
6,Texas,Rockwall County,9.9
6,Texas,Runnels County,11.9
6,Texas,Rusk County,10.9
6,Texas,Sabine County,11
6,Texas,San Augustine County,10.9
6,Texas,San Jacinto County,11.3
6,Texas,San Patricio County,10.4
6,Texas,San Saba County,10.1
6,Texas,Schleicher County,12.4
6,Texas,Scurry County,9.9
6,Texas,Shackelford County,8.9
6,Texas,Shelby County,11.2
6,Texas,Sherman County,8.8
6,Texas,Smith County,10.6
6,Texas,Somervell County,9.2
6,Texas,Starr County,14.4
6,Texas,Stephens County,12.6
6,Texas,Sterling County,12.4
6,Texas,Stonewall County,13.2
6,Texas,Sutton County,8.5
6,Texas,Swisher County,9.8
6,Texas,Tarrant County,10.3
6,Texas,Taylor County,12
6,Texas,Terrell County,8.2
6,Texas,Terry County,9.9
6,Texas,Throckmorton County,8.3
6,Texas,Titus County,10.2
6,Texas,Tom Green County,12.6
6,Texas,Travis County,9.2
6,Texas,Trinity County,11.6
6,Texas,Tyler County,11.4
6,Texas,Upshur County,11.4
6,Texas,Upton County,13.7
6,Texas,Uvalde County,10.6
6,Texas,Val Verde County,8.3
6,Texas,Van Zandt County,10.1
6,Texas,Victoria County,11.2
6,Texas,Walker County,9.9
6,Texas,Waller County,11.2
6,Texas,Ward County,11.7
6,Texas,Washington County,10.1
6,Texas,Webb County,10.9
6,Texas,Wharton County,12.2
6,Texas,Wheeler County,10.2
6,Texas,Wichita County,10
6,Texas,Wilbarger County,10.2
6,Texas,Willacy County,13.2
6,Texas,Williamson County,9.4
6,Texas,Wilson County,11.8
6,Texas,Winkler County,12.5
6,Texas,Wise County,9.1
6,Texas,Wood County,10.4
6,Texas,Yoakum County,9
6,Texas,Young County,8.7
6,Texas,Zapata County,11.8
6,Texas,Zavala County,10.1
8,Utah,Beaver County,10.2
8,Utah,Box Elder County,10.2
8,Utah,Cache County,9.5
8,Utah,Carbon County,9.7
8,Utah,Daggett County,10.1
8,Utah,Davis County,9.8
8,Utah,Duchesne County,9.6
8,Utah,Emery County,10.4
8,Utah,Garfield County,9.6
8,Utah,Grand County,9.6
8,Utah,Iron County,9.5
8,Utah,Juab County,9.1
8,Utah,Kane County,8.5
8,Utah,Millard County,10.1
8,Utah,Morgan County,9.7
8,Utah,Piute County,10.7
8,Utah,Rich County,9.7
8,Utah,Salt Lake County,9.5
8,Utah,San Juan County,9.5
8,Utah,Sanpete County,9.3
8,Utah,Sevier County,10.4
8,Utah,Summit County,9.6
8,Utah,Tooele County,9.6
8,Utah,Uintah County,10.5
8,Utah,Utah County,9
8,Utah,Wasatch County,9.2
8,Utah,Washington County,8.8
8,Utah,Wayne County,10.2
8,Utah,Weber County,9.9
1,Vermont,Addison County,8.3
1,Vermont,Bennington County,9.2
1,Vermont,Caledonia County,8.8
1,Vermont,Chittenden County,7.9
1,Vermont,Essex County,8.6
1,Vermont,Franklin County,7.3
1,Vermont,Grand Isle County,7.7
1,Vermont,Lamoille County,7.9
1,Vermont,Orange County,8.6
1,Vermont,Orleans County,9
1,Vermont,Rutland County,8.4
1,Vermont,Washington County,7.9
1,Vermont,Windham County,8.5
1,Vermont,Windsor County,8.4
3,Virginia,Accomack County,11
3,Virginia,Albemarle County,8.3
3,Virginia,Alleghany County,9.1
3,Virginia,Amelia County,9.8
3,Virginia,Amherst County,7.3
3,Virginia,Appomattox County,8.3
3,Virginia,Arlington County,8
3,Virginia,Augusta County,8.9
3,Virginia,Bath County,8.1
3,Virginia,Bedford County,8.2
3,Virginia,Bland County,10.9
3,Virginia,Botetourt County,8.4
3,Virginia,Brunswick County,10.8
3,Virginia,Buchanan County,11.4
3,Virginia,Buckingham County,8.8
3,Virginia,Campbell County,7.6
3,Virginia,Caroline County,9.7
3,Virginia,Carroll County,7.8
3,Virginia,Charles City County,9.9
3,Virginia,Charlotte County,9.4
3,Virginia,Chesterfield County,9.7
3,Virginia,Clarke County,9
3,Virginia,Craig County,8.7
3,Virginia,Culpeper County,9.2
3,Virginia,Cumberland County,10
3,Virginia,Dickenson County,10.9
3,Virginia,Dinwiddie County,10.2
3,Virginia,Essex County,12.5
3,Virginia,Fairfax County,8.7
3,Virginia,Fauquier County,8.9
3,Virginia,Floyd County,8.5
3,Virginia,Fluvanna County,8.8
3,Virginia,Franklin County,8.8
3,Virginia,Frederick County,10.1
3,Virginia,Giles County,10.2
3,Virginia,Gloucester County,10.2
3,Virginia,Goochland County,10.1
3,Virginia,Grayson County,8.1
3,Virginia,Greene County,8.2
3,Virginia,Greensville County,11.6
3,Virginia,Halifax County,9.3
3,Virginia,Hanover County,8.5
3,Virginia,Henrico County,9.3
3,Virginia,Henry County,9.5
3,Virginia,Highland County,9
3,Virginia,Isle of Wight County,11.4
3,Virginia,James City County,9
3,Virginia,King and Queen County,10.9
3,Virginia,King George County,10.5
3,Virginia,King William County,9.1
3,Virginia,Lancaster County,12.4
3,Virginia,Lee County,11.4
3,Virginia,Loudoun County,8.7
3,Virginia,Louisa County,9.9
3,Virginia,Lunenburg County,11
3,Virginia,Madison County,8.9
3,Virginia,Mathews County,11.1
3,Virginia,Mecklenburg County,10.5
3,Virginia,Middlesex County,11.9
3,Virginia,Montgomery County,8.7
3,Virginia,Nelson County,8.4
3,Virginia,New Kent County,10.3
3,Virginia,Northampton County,
3,Virginia,Northumberland County,12.4
3,Virginia,Nottoway County,11
3,Virginia,Orange County,9.1
3,Virginia,Page County,8.7
3,Virginia,Patrick County,9
3,Virginia,Pittsylvania County,10
3,Virginia,Powhatan County,9.2
3,Virginia,Prince Edward County,10.4
3,Virginia,Prince George County,10.3
3,Virginia,Prince William County,9
3,Virginia,Pulaski County,9.4
3,Virginia,Rappahannock County,8.9
3,Virginia,Richmond County,13.4
3,Virginia,Roanoke County,9.1
3,Virginia,Rockbridge County,8.3
3,Virginia,Rockingham County,8.5
3,Virginia,Russell County,10.1
3,Virginia,Scott County,10
3,Virginia,Shenandoah County,9.1
3,Virginia,Smyth County,10
3,Virginia,Southampton County,12.5
3,Virginia,Spotsylvania County,9.6
3,Virginia,Stafford County,9.2
3,Virginia,Surry County,11.8
3,Virginia,Sussex County,11.6
3,Virginia,Tazewell County,11.4
3,Virginia,Warren County,9
3,Virginia,Washington County,9.7
3,Virginia,Westmoreland County,11.3
3,Virginia,Wise County,11.8
3,Virginia,Wythe County,9
3,Virginia,York County,9.1
3,Virginia,Alexandria City,7.5
3,Virginia,Bristol City,9.7
3,Virginia,Buena Vista City,9.7
3,Virginia,Charlottesville City,8.2
3,Virginia,Chesapeake City,11.2
3,Virginia,Colonial Heights City,10.2
3,Virginia,Covington City,10.2
3,Virginia,Danville City,12.3
3,Virginia,Emporia City,10.8
3,Virginia,Fairfax City,8.7
3,Virginia,Falls Church City,8.3
3,Virginia,Franklin City,13
3,Virginia,Fredericksburg City,9.4
3,Virginia,Galax City,12.4
3,Virginia,Hampton City,10.8
3,Virginia,Harrisonburg City,7.8
3,Virginia,Hopewell City,12
3,Virginia,Lexington City,8.6
3,Virginia,Lynchburg City,7.1
3,Virginia,Manassas City,9.1
3,Virginia,Manassas Park City,9.1
3,Virginia,Martinsville City,10.8
3,Virginia,Newport News City,11.7
3,Virginia,Norfolk City,12.2
3,Virginia,Norton City,12.9
3,Virginia,Petersburg City,11.2
3,Virginia,Poquoson City,9.7
3,Virginia,Portsmouth City,14.2
3,Virginia,Radford City,9.8
3,Virginia,Richmond City,10.9
3,Virginia,Roanoke City,10
3,Virginia,Salem City,10
3,Virginia,Staunton City,10.8
3,Virginia,Suffolk City,11.3
3,Virginia,Virginia Beach City,10.2
3,Virginia,Waynesboro City,11.7
3,Virginia,Williamsburg City,8.4
3,Virginia,Winchester City,11
10,Washington,Adams County,8
10,Washington,Asotin County,7.5
10,Washington,Benton County,8.8
10,Washington,Chelan County,8.1
10,Washington,Clallam County,7.4
10,Washington,Clark County,8.4
10,Washington,Columbia County,8
10,Washington,Cowlitz County,8.4
10,Washington,Douglas County,8.4
10,Washington,Ferry County,9.3
10,Washington,Franklin County,8.4
10,Washington,Garfield County,6.5
10,Washington,Grant County,8.7
10,Washington,Grays Harbor County,10.1
10,Washington,Island County,8.1
10,Washington,Jefferson County,8
10,Washington,King County,8.1
10,Washington,Kitsap County,8.1
10,Washington,Kittitas County,8.4
10,Washington,Klickitat County,9.3
10,Washington,Lewis County,8.8
10,Washington,Lincoln County,8.4
10,Washington,Mason County,8.1
10,Washington,Okanogan County,8.2
10,Washington,Pacific County,9.6
10,Washington,Pend Oreille County,8.4
10,Washington,Pierce County,9
10,Washington,San Juan County,5.2
10,Washington,Skagit County,8.2
10,Washington,Skamania County,8.5
10,Washington,Snohomish County,8.2
10,Washington,Spokane County,8.4
10,Washington,Stevens County,8.6
10,Washington,Thurston County,8.4
10,Washington,Wahkiakum County,8.5
10,Washington,Walla Walla County,8.5
10,Washington,Whatcom County,8.1
10,Washington,Whitman County,8
10,Washington,Yakima County,9
3,West Virginia,Barbour County,10.7
3,West Virginia,Berkeley County,10.8
3,West Virginia,Boone County,15.1
3,West Virginia,Braxton County,11.7
3,West Virginia,Brooke County,9.8
3,West Virginia,Cabell County,14
3,West Virginia,Calhoun County,13
3,West Virginia,Clay County,14.3
3,West Virginia,Doddridge County,10.7
3,West Virginia,Fayette County,13.9
3,West Virginia,Gilmer County,11.4
3,West Virginia,Grant County,10.2
3,West Virginia,Greenbrier County,9.5
3,West Virginia,Hampshire County,9.7
3,West Virginia,Hancock County,9.6
3,West Virginia,Hardy County,9.3
3,West Virginia,Harrison County,10.5
3,West Virginia,Jackson County,13.5
3,West Virginia,Jefferson County,9.5
3,West Virginia,Kanawha County,14.5
3,West Virginia,Lewis County,10.1
3,West Virginia,Lincoln County,14
3,West Virginia,Logan County,13.8
3,West Virginia,McDowell County,12.3
3,West Virginia,Marion County,11.1
3,West Virginia,Marshall County,9.9
3,West Virginia,Mason County,12.1
3,West Virginia,Mercer County,12.9
3,West Virginia,Mineral County,9.6
3,West Virginia,Mingo County,13.4
3,West Virginia,Monongalia County,10.4
3,West Virginia,Monroe County,8.8
3,West Virginia,Morgan County,10.2
3,West Virginia,Nicholas County,13.2
3,West Virginia,Ohio County,9.9
3,West Virginia,Pendleton County,8.9
3,West Virginia,Pleasants County,12.2
3,West Virginia,Pocahontas County,8.9
3,West Virginia,Preston County,10.6
3,West Virginia,Putnam County,13.3
3,West Virginia,Raleigh County,13.8
3,West Virginia,Randolph County,10.7
3,West Virginia,Ritchie County,13.4
3,West Virginia,Roane County,14.1
3,West Virginia,Summers County,11.8
3,West Virginia,Taylor County,10.9
3,West Virginia,Tucker County,11.1
3,West Virginia,Tyler County,11.1
3,West Virginia,Upshur County,10.4
3,West Virginia,Wayne County,14
3,West Virginia,Webster County,10.9
3,West Virginia,Wetzel County,10.8
3,West Virginia,Wirt County,13.9
3,West Virginia,Wood County,12.7
3,West Virginia,Wyoming County,15.7
5,Wisconsin,Adams County,9.7
5,Wisconsin,Ashland County,9.6
5,Wisconsin,Barron County,8.5
5,Wisconsin,Bayfield County,9.4
5,Wisconsin,Brown County,9.7
5,Wisconsin,Buffalo County,7.9
5,Wisconsin,Burnett County,9.2
5,Wisconsin,Calumet County,9.3
5,Wisconsin,Chippewa County,8.7
5,Wisconsin,Clark County,8.6
5,Wisconsin,Columbia County,9.3
5,Wisconsin,Crawford County,8.4
5,Wisconsin,Dane County,9.1
5,Wisconsin,Dodge County,9.6
5,Wisconsin,Door County,8.9
5,Wisconsin,Douglas County,9.6
5,Wisconsin,Dunn County,8.3
5,Wisconsin,Eau Claire County,8.4
5,Wisconsin,Florence County,8.7
5,Wisconsin,Fond du Lac County,10.1
5,Wisconsin,Forest County,10.1
5,Wisconsin,Grant County,9.2
5,Wisconsin,Green County,9.9
5,Wisconsin,Green Lake County,10.6
5,Wisconsin,Iowa County,9.1
5,Wisconsin,Iron County,9.2
5,Wisconsin,Jackson County,8.4
5,Wisconsin,Jefferson County,9.1
5,Wisconsin,Juneau County,8.9
5,Wisconsin,Kenosha County,10
5,Wisconsin,Kewaunee County,9.7
5,Wisconsin,La Crosse County,7.3
5,Wisconsin,Lafayette County,9.7
5,Wisconsin,Langlade County,10
5,Wisconsin,Lincoln County,9.1
5,Wisconsin,Manitowoc County,10
5,Wisconsin,Marathon County,9
5,Wisconsin,Marinette County,8.8
5,Wisconsin,Marquette County,10.7
5,Wisconsin,Menominee County,11.8
5,Wisconsin,Milwaukee County,12
5,Wisconsin,Monroe County,8.6
5,Wisconsin,Oconto County,10.4
5,Wisconsin,Oneida County,9.9
5,Wisconsin,Outagamie County,9.9
5,Wisconsin,Ozaukee County,9.4
5,Wisconsin,Pepin County,8.3
5,Wisconsin,Pierce County,8.4
5,Wisconsin,Polk County,8.7
5,Wisconsin,Portage County,9.3
5,Wisconsin,Price County,9
5,Wisconsin,Racine County,11
5,Wisconsin,Richland County,8.9
5,Wisconsin,Rock County,10.5
5,Wisconsin,Rusk County,8.6
5,Wisconsin,St. Croix County,8.4
5,Wisconsin,Sauk County,8.9
5,Wisconsin,Sawyer County,9.1
5,Wisconsin,Shawano County,9.9
5,Wisconsin,Sheboygan County,7.8
5,Wisconsin,Taylor County,8.4
5,Wisconsin,Trempealeau County,8.1
5,Wisconsin,Vernon County,7.5
5,Wisconsin,Vilas County,9.3
5,Wisconsin,Walworth County,8.8
5,Wisconsin,Washburn County,8.9
5,Wisconsin,Washington County,9.6
5,Wisconsin,Waukesha County,9
5,Wisconsin,Waupaca County,9.8
5,Wisconsin,Waushara County,10.3
5,Wisconsin,Winnebago County,10.3
5,Wisconsin,Wood County,9
8,Wyoming,Albany County,8.5
8,Wyoming,Big Horn County,8.3
8,Wyoming,Campbell County,12
8,Wyoming,Carbon County,9.9
8,Wyoming,Converse County,10.5
8,Wyoming,Crook County,9.6
8,Wyoming,Fremont County,10.1
8,Wyoming,Goshen County,8.4
8,Wyoming,Hot Springs County,10
8,Wyoming,Johnson County,9.9
8,Wyoming,Laramie County,8.5
8,Wyoming,Lincoln County,9.3
8,Wyoming,Natrona County,10.6
8,Wyoming,Niobrara County,9.3
8,Wyoming,Park County,8.7
8,Wyoming,Platte County,8.3
8,Wyoming,Sheridan County,8.9
8,Wyoming,Sublette County,9.4
8,Wyoming,Sweetwater County,9.9
8,Wyoming,Teton County,9
8,Wyoming,Uinta County,9.8
8,Wyoming,Washakie County,10.1
8,Wyoming,Weston County,10.4
