FIPS,COUNTY,STATE,STABRV,PROVIDERS,PRESCRIBERS,TOTPOP,FEMPOP,RPRAFEM,FERTRATE,BIRTHS_EST,RATIO,REQPROV,COVERAGE,GAP
18115,Ohio County,Indiana,IN,0,0,5931,2993,906,64.31,58,0.00,0,0,0
18117,Orange County,Indiana,IN,1,0,19752,9838,3297,64.31,212,0.00,1,1.00,0
18119,Owen County,Indiana,IN,1,0,21280,10436,3355,64.31,216,0.00,1,1.00,0
18121,Parke County,Indiana,IN,0,0,16316,8512,3088,64.31,199,0.00,1,0.00,1
18123,Perry County,Indiana,IN,0,0,19151,8821,2977,64.31,191,0.00,1,0.00,1
18125,Pike County,Indiana,IN,0,0,12220,6095,2047,64.31,132,0.00,1,0.00,1
18127,Porter County,Indiana,IN,3,1,174243,86713,33246,49.51,1646,0.00,8,0.38,5
18129,Posey County,Indiana,IN,1,0,25301,12662,4323,64.31,278,0.00,1,1.00,0
18131,Pulaski County,Indiana,IN,0,0,12496,6168,2162,64.31,139,0.00,1,0.00,1
18133,Putnam County,Indiana,IN,0,0,36838,17527,6797,64.31,437,0.00,2,0.00,2
18135,Randolph County,Indiana,IN,0,0,24681,12402,4153,64.31,267,0.00,1,0.00,1
18137,Ripley County,Indiana,IN,0,0,28953,14567,5031,64.31,324,0.00,2,0.00,2
18139,Rush County,Indiana,IN,0,1,16706,8309,2814,64.31,181,0.00,1,0.00,1
18141,St. Joseph County,Indiana,IN,3,0,272212,138855,55640,58.88,3276,0.00,16,0.19,13
18143,Scott County,Indiana,IN,0,0,24290,12157,4273,64.31,275,0.00,1,0.00,1
18145,Shelby County,Indiana,IN,1,1,44825,22550,8037,64.31,517,0.00,3,0.33,2
18147,Spencer County,Indiana,IN,0,0,19949,9821,3231,64.31,208,0.00,1,0.00,1
18149,Starke County,Indiana,IN,1,0,23275,11655,4119,64.31,265,0.00,1,1.00,0
18151,Steuben County,Indiana,IN,0,0,34379,16812,5695,64.31,366,0.00,2,0.00,2
18153,Sullivan County,Indiana,IN,0,0,20814,9674,3324,64.31,214,0.00,1,0.00,1
18155,Switzerland County,Indiana,IN,0,0,9870,4806,1669,64.31,107,0.00,1,0.00,1
18157,Tippecanoe County,Indiana,IN,1,0,187076,90567,45127,44.87,2025,0.00,10,0.10,9
18159,Tipton County,Indiana,IN,1,0,15290,7727,2557,64.31,164,0.00,1,1.00,0
18161,Union County,Indiana,IN,0,0,7098,3601,1198,64.31,77,0.00,0,0,0
18163,Vanderburgh County,Indiana,IN,5,0,179987,92035,36181,59.42,2150,0.00,11,0.45,6
18165,Vermillion County,Indiana,IN,0,0,15477,7734,2538,64.31,163,0.00,1,0.00,1
18167,Vigo County,Indiana,IN,0,0,105994,52240,21378,52.95,1132,0.00,6,0.00,6
18169,Wabash County,Indiana,IN,2,0,31120,15817,5644,64.31,363,0.00,2,1.00,0
18171,Warren County,Indiana,IN,1,0,8430,4204,1362,64.31,88,0.00,0,0,-1
18173,Warrick County,Indiana,IN,4,0,63575,32310,11557,64.31,743,0.00,4,1.00,0
18175,Washington County,Indiana,IN,1,0,28025,14142,4952,64.31,318,0.00,2,0.50,1
18177,Wayne County,Indiana,IN,0,0,66588,33995,12064,64.31,776,0.00,4,0.00,4
18179,Wells County,Indiana,IN,1,0,28103,14282,4975,64.31,320,0.00,2,0.50,1
18181,White County,Indiana,IN,1,0,24593,12242,3920,64.31,252,0.00,1,1.00,0
18183,Whitley County,Indiana,IN,1,0,34048,17056,5890,64.31,379,0.00,2,0.50,1
19001,Adair County,Iowa,IA,0,0,7439,3677,1171,63.05,74,0.00,0,0,0
19003,Adams County,Iowa,IA,0,0,3697,1864,558,63.05,35,0.00,0,0,0
19005,Allamakee County,Iowa,IA,0,1,14068,6920,2057,63.05,130,0.00,1,0.00,1
19007,Appanoose County,Iowa,IA,0,0,12310,6234,1862,63.05,117,0.00,1,0.00,1
19009,Audubon County,Iowa,IA,0,0,5657,2825,824,63.05,52,0.00,0,0,0
19011,Benton County,Iowa,IA,1,0,25654,12737,4224,63.05,266,0.00,1,1.00,0
19013,Black Hawk County,Iowa,IA,0,1,130368,66521,27699,58.74,1627,0.00,8,0.00,8
19015,Boone County,Iowa,IA,0,0,26721,13104,4613,63.05,291,0.00,1,0.00,1
19017,Bremer County,Iowa,IA,0,1,24863,12397,4666,63.05,294,0.00,1,0.00,1
19019,Buchanan County,Iowa,IA,0,0,20598,10368,3548,63.05,224,0.00,1,0.00,1
19021,Buena Vista County,Iowa,IA,0,0,20723,9800,3821,63.05,241,0.00,1,0.00,1
19023,Butler County,Iowa,IA,0,1,14421,7249,2309,63.05,146,0.00,1,0.00,1
19025,Calhoun County,Iowa,IA,0,0,9962,4743,1389,63.05,88,0.00,0,0,0
19027,Carroll County,Iowa,IA,0,0,20756,10357,3393,63.05,214,0.00,1,0.00,1
19029,Cass County,Iowa,IA,0,0,13158,6533,1998,63.05,126,0.00,1,0.00,1
19031,Cedar County,Iowa,IA,0,0,18494,9331,3191,63.05,201,0.00,1,0.00,1
19033,Cerro Gordo County,Iowa,IA,1,0,43185,21845,6860,63.05,433,0.00,2,0.50,1
19035,Cherokee County,Iowa,IA,0,0,11606,5737,1746,63.05,110,0.00,1,0.00,1
19037,Chickasaw County,Iowa,IA,0,0,12021,5942,1863,63.05,117,0.00,1,0.00,1
19039,Clarke County,Iowa,IA,0,0,9736,4642,1540,63.05,97,0.00,0,0,0
19041,Clay County,Iowa,IA,0,0,16410,8336,2815,63.05,177,0.00,1,0.00,1
19043,Clayton County,Iowa,IA,0,0,17173,8498,2531,63.05,160,0.00,1,0.00,1
19045,Clinton County,Iowa,IA,0,0,46589,23591,7945,63.05,501,0.00,3,0.00,3
19047,Crawford County,Iowa,IA,0,0,16555,8347,3069,63.05,194,0.00,1,0.00,1
19049,Dallas County,Iowa,IA,6,0,96604,48688,20272,63.05,1278,0.00,6,1.00,0
19051,Davis County,Iowa,IA,0,0,9066,4487,1491,63.05,94,0.00,0,0,0
19053,Decatur County,Iowa,IA,0,0,7718,3804,1459,63.05,92,0.00,0,0,0
19055,Delaware County,Iowa,IA,0,0,17508,8594,2654,63.05,167,0.00,1,0.00,1
19057,Des Moines County,Iowa,IA,0,0,39069,20014,6911,63.05,436,0.00,2,0.00,2
19059,Dickinson County,Iowa,IA,2,0,17536,8755,2596,63.05,164,0.00,1,2.00,-1
19061,Dubuque County,Iowa,IA,0,1,98687,50124,18315,63.05,1155,0.00,6,0.00,6
19063,Emmet County,Iowa,IA,0,0,9433,4737,1522,63.05,96,0.00,0,0,0
19065,Fayette County,Iowa,IA,0,0,19582,9743,3245,63.05,205,0.00,1,0.00,1
19067,Floyd County,Iowa,IA,0,0,15672,7845,2400,63.05,151,0.00,1,0.00,1
19069,Franklin County,Iowa,IA,0,0,10056,4955,1578,63.05,99,0.00,0,0,0
19071,Fremont County,Iowa,IA,0,0,6702,3313,995,63.05,63,0.00,0,0,0
19073,Greene County,Iowa,IA,0,0,8831,4456,1371,63.05,86,0.00,0,0,0
19075,Grundy County,Iowa,IA,0,1,12336,6215,2013,63.05,127,0.00,1,0.00,1
19077,Guthrie County,Iowa,IA,0,0,10599,5289,1619,63.05,102,0.00,1,0.00,1
19079,Hamilton County,Iowa,IA,0,0,15073,7485,2414,63.05,152,0.00,1,0.00,1
19081,Hancock County,Iowa,IA,0,0,10837,5349,1722,63.05,109,0.00,1,0.00,1
19083,Hardin County,Iowa,IA,0,0,16997,8424,2750,63.05,173,0.00,1,0.00,1
19085,Harrison County,Iowa,IA,0,0,14589,7215,2359,63.05,149,0.00,1,0.00,1
19087,Henry County,Iowa,IA,0,0,20488,9857,3472,63.05,219,0.00,1,0.00,1
19089,Howard County,Iowa,IA,0,0,9456,4685,1516,63.05,96,0.00,0,0,0
19091,Humboldt County,Iowa,IA,0,0,9622,4755,1535,63.05,97,0.00,0,0,0
19093,Ida County,Iowa,IA,0,0,6979,3471,1127,63.05,71,0.00,0,0,0
19095,Iowa County,Iowa,IA,0,0,16596,8194,2712,63.05,171,0.00,1,0.00,1
19097,Jackson County,Iowa,IA,0,1,19499,9656,2985,63.05,188,0.00,1,0.00,1
19099,Jasper County,Iowa,IA,1,0,37686,18158,6134,63.05,387,0.00,2,0.50,1
19101,Jefferson County,Iowa,IA,0,0,15846,7730,2533,63.05,160,0.00,1,0.00,1
19103,Johnson County,Iowa,IA,0,2,154748,76096,39497,41.9,1655,0.00,8,0.00,8
19105,Jones County,Iowa,IA,0,0,20680,10005,3228,63.05,204,0.00,1,0.00,1
19107,Keokuk County,Iowa,IA,1,0,10050,4923,1598,63.05,101,0.00,1,1.00,0
19109,Kossuth County,Iowa,IA,0,0,14823,7365,2306,63.05,145,0.00,1,0.00,1
19111,Lee County,Iowa,IA,0,0,33724,16690,5377,63.05,339,0.00,2,0.00,2
19113,Linn County,Iowa,IA,2,0,228939,115447,44990,57.19,2573,0.00,13,0.15,11
19115,Louisa County,Iowa,IA,0,0,10891,5262,1841,63.05,116,0.00,1,0.00,1
19117,Lucas County,Iowa,IA,0,0,8650,4220,1328,63.05,84,0.00,0,0,0
19119,Lyon County,Iowa,IA,1,0,11953,5844,2039,63.05,129,0.00,1,1.00,0
19121,Madison County,Iowa,IA,1,0,16414,8167,2828,63.05,178,0.00,1,1.00,0
19123,Mahaska County,Iowa,IA,2,0,22132,10881,3865,63.05,244,0.00,1,2.00,-1
19125,Marion County,Iowa,IA,1,0,33381,16549,5974,63.05,377,0.00,2,0.50,1
19127,Marshall County,Iowa,IA,0,0,40137,19978,6935,63.05,437,0.00,2,0.00,2
19129,Mills County,Iowa,IA,0,0,14658,7328,2447,63.05,154,0.00,1,0.00,1
19131,Mitchell County,Iowa,IA,0,0,10526,5256,1692,63.05,107,0.00,1,0.00,1
19133,Monona County,Iowa,IA,0,0,8732,4519,1355,63.05,85,0.00,0,0,0
19135,Monroe County,Iowa,IA,0,0,7589,3916,1304,63.05,82,0.00,0,0,0
19137,Montgomery County,Iowa,IA,0,0,10327,5323,1571,63.05,99,0.00,0,0,0
19139,Muscatine County,Iowa,IA,0,0,43145,21479,7958,63.05,502,0.00,3,0.00,3
19141,O'Brien County,Iowa,IA,0,0,14139,7033,2377,63.05,150,0.00,1,0.00,1
19143,Osceola County,Iowa,IA,0,0,6168,3008,886,63.05,56,0.00,0,0,0
19145,Page County,Iowa,IA,0,0,15250,7061,2231,63.05,141,0.00,1,0.00,1
19147,Palo Alto County,Iowa,IA,0,0,8996,4423,1444,63.05,91,0.00,0,0,0
19149,Plymouth County,Iowa,IA,1,0,25543,12691,4261,63.05,269,0.00,1,1.00,0
19151,Pocahontas County,Iowa,IA,0,0,7091,3558,1077,63.05,68,0.00,0,0,0
19153,Polk County,Iowa,IA,12,0,496844,246573,103482,62.7,6488,0.00,32,0.38,20
19155,Pottawattamie County,Iowa,IA,0,0,93571,47076,16913,63.05,1066,0.00,5,0.00,5
19157,Poweshiek County,Iowa,IA,0,0,18628,9572,3545,63.05,224,0.00,1,0.00,1
19159,Ringgold County,Iowa,IA,0,0,4739,2403,731,63.05,46,0.00,0,0,0
19161,Sac County,Iowa,IA,0,0,9829,4904,1448,63.05,91,0.00,0,0,0
19163,Scott County,Iowa,IA,1,0,174170,88245,33577,55.66,1869,0.00,9,0.11,8
19165,Shelby County,Iowa,IA,0,0,11750,6046,1939,63.05,122,0.00,1,0.00,1
19167,Sioux County,Iowa,IA,0,0,35647,17635,6944,63.05,438,0.00,2,0.00,2
19169,Story County,Iowa,IA,0,0,98106,46737,24863,63.05,1568,0.00,8,0.00,8
19171,Tama County,Iowa,IA,0,0,17079,8519,2732,63.05,172,0.00,1,0.00,1
19173,Taylor County,Iowa,IA,0,0,5932,3011,887,63.05,56,0.00,0,0,0
19175,Union County,Iowa,IA,0,0,12193,6206,2232,63.05,141,0.00,1,0.00,1
19177,Van Buren County,Iowa,IA,0,0,7196,3503,1084,63.05,68,0.00,0,0,0
19179,Wapello County,Iowa,IA,1,0,35343,17577,6291,63.05,397,0.00,2,0.50,1
19181,Warren County,Iowa,IA,1,0,51862,26125,9923,63.05,626,0.00,3,0.33,2
19183,Washington County,Iowa,IA,0,0,22525,11385,3869,63.05,244,0.00,1,0.00,1
19185,Wayne County,Iowa,IA,0,0,6504,3276,1038,63.05,65,0.00,0,0,0
19187,Webster County,Iowa,IA,0,0,37114,17761,6123,63.05,386,0.00,2,0.00,2
19189,Winnebago County,Iowa,IA,0,0,10743,5341,1808,63.05,114,0.00,1,0.00,1
19191,Winneshiek County,Iowa,IA,0,0,20100,10045,3838,63.05,242,0.00,1,0.00,1
19193,Woodbury County,Iowa,IA,1,0,105607,52619,20499,68.34,1401,0.00,7,0.14,6
19195,Worth County,Iowa,IA,0,0,7450,3582,1187,63.05,75,0.00,0,0,0
19197,Wright County,Iowa,IA,0,0,12978,6330,2091,63.05,132,0.00,1,0.00,1
20001,Allen County,Kansas,KS,0,0,12557,6339,2077,64.9,135,0.00,1,0.00,1
20003,Anderson County,Kansas,KS,0,0,7800,3907,1254,64.9,81,0.00,0,0,0
20005,Atchison County,Kansas,KS,1,0,16382,8404,3466,64.9,225,0.00,1,1.00,0
20007,Barber County,Kansas,KS,0,0,4178,2039,624,64.9,40,0.00,0,0,0
20009,Barton County,Kansas,KS,0,0,25708,13054,4526,64.9,294,0.00,1,0.00,1
20011,Bourbon County,Kansas,KS,0,0,14410,7347,2486,64.9,161,0.00,1,0.00,1
20013,Brown County,Kansas,KS,0,0,9532,4783,1485,64.9,96,0.00,0,0,0
20015,Butler County,Kansas,KS,0,0,67404,33347,12345,64.9,801,0.00,4,0.00,4
20017,Chase County,Kansas,KS,0,0,2583,1289,404,64.9,26,0.00,0,0,0
20019,Chautauqua County,Kansas,KS,0,0,3394,1614,469,64.9,30,0.00,0,0,0
20021,Cherokee County,Kansas,KS,1,1,19507,10064,3285,64.9,213,0.00,1,1.00,0
20023,Cheyenne County,Kansas,KS,0,0,2647,1312,418,64.9,27,0.00,0,0,0
20025,Clark County,Kansas,KS,0,0,1994,964,258,64.9,17,0.00,0,0,0
20027,Clay County,Kansas,KS,0,0,8085,4015,1217,64.9,79,0.00,0,0,0
20029,Cloud County,Kansas,KS,0,0,9037,4431,1483,64.9,96,0.00,0,0,0
20031,Coffey County,Kansas,KS,0,0,8361,4145,1348,64.9,87,0.00,0,0,0
20033,Comanche County,Kansas,KS,0,0,1809,905,265,64.9,17,0.00,0,0,0
20035,Cowley County,Kansas,KS,0,1,34769,17269,6177,64.9,401,0.00,2,0.00,2
20037,Crawford County,Kansas,KS,0,1,39018,19032,8085,64.9,525,0.00,3,0.00,3
20039,Decatur County,Kansas,KS,0,0,2792,1392,395,64.9,26,0.00,0,0,0
20041,Dickinson County,Kansas,KS,0,0,18572,9231,3092,64.9,201,0.00,1,0.00,1
20043,Doniphan County,Kansas,KS,1,0,7549,3701,1364,64.9,89,0.00,0,0,-1
20045,Douglas County,Kansas,KS,1,1,119363,59761,30607,34.6,1059,0.00,5,0.20,4
20047,Edwards County,Kansas,KS,0,0,2911,1441,430,64.9,28,0.00,0,0,0
20049,Elk County,Kansas,KS,0,0,2466,1248,309,64.9,20,0.00,0,0,0
20051,Ellis County,Kansas,KS,0,0,28893,14550,6432,64.9,417,0.00,2,0.00,2
20053,Ellsworth County,Kansas,KS,0,0,6403,2819,842,64.9,55,0.00,0,0,0
20055,Finney County,Kansas,KS,0,0,38338,18454,7496,64.9,486,0.00,2,0.00,2
20057,Ford County,Kansas,KS,0,0,34426,16485,6380,64.9,414,0.00,2,0.00,2
20059,Franklin County,Kansas,KS,0,0,25953,12872,4710,64.9,306,0.00,2,0.00,2
20061,Geary County,Kansas,KS,1,0,36514,17012,7912,64.9,513,0.00,3,0.33,2
20063,Gove County,Kansas,KS,0,0,2774,1339,400,64.9,26,0.00,0,0,0
20065,Graham County,Kansas,KS,0,0,2444,1212,393,64.9,26,0.00,0,0,0
20067,Grant County,Kansas,KS,0,0,7430,3560,1230,64.9,80,0.00,0,0,0
20069,Gray County,Kansas,KS,0,0,5720,2805,1046,64.9,68,0.00,0,0,0
20071,Greeley County,Kansas,KS,0,0,1257,630,209,64.9,14,0.00,0,0,0
20073,Greenwood County,Kansas,KS,0,0,6049,2972,892,64.9,58,0.00,0,0,0
20075,Hamilton County,Kansas,KS,0,0,2572,1204,482,64.9,31,0.00,0,0,0
20077,Harper County,Kansas,KS,0,0,5525,2807,860,64.9,56,0.00,0,0,0
20079,Harvey County,Kansas,KS,0,0,34006,17274,6033,64.9,392,0.00,2,0.00,2
20081,Haskell County,Kansas,KS,0,0,3803,1941,725,64.9,47,0.00,0,0,0
20083,Hodgeman County,Kansas,KS,0,0,1851,922,276,64.9,18,0.00,0,0,0
20085,Jackson County,Kansas,KS,0,0,13287,6560,2185,64.9,142,0.00,1,0.00,1
20087,Jefferson County,Kansas,KS,1,1,18391,9126,3016,64.9,196,0.00,1,1.00,0
20089,Jewell County,Kansas,KS,0,0,2927,1420,339,64.9,22,0.00,0,0,0
20091,Johnson County,Kansas,KS,8,1,613219,306479,121547,57.82,7028,0.00,35,0.23,27
20093,Kearny County,Kansas,KS,0,0,4019,2088,734,64.9,48,0.00,0,0,0
20095,Kingman County,Kansas,KS,0,0,7495,3686,1226,64.9,80,0.00,0,0,0
20097,Kiowa County,Kansas,KS,0,0,2457,1283,449,64.9,29,0.00,0,0,0
20099,Labette County,Kansas,KS,0,0,20222,10106,3213,64.9,209,0.00,1,0.00,1
20101,Lane County,Kansas,KS,0,0,1504,758,282,64.9,18,0.00,0,0,0
20103,Leavenworth County,Kansas,KS,2,1,81601,38091,14194,64.9,921,0.00,5,0.40,3
20105,Lincoln County,Kansas,KS,0,0,2952,1437,427,64.9,28,0.00,0,0,0
20107,Linn County,Kansas,KS,0,0,9667,4726,1456,64.9,94,0.00,0,0,0
20109,Logan County,Kansas,KS,0,0,2777,1346,438,64.9,28,0.00,0,0,0
20111,Lyon County,Kansas,KS,0,0,32318,16750,7493,64.9,486,0.00,2,0.00,2
20113,McPherson County,Kansas,KS,0,0,30059,15130,5455,64.9,354,0.00,2,0.00,2
20115,Marion County,Kansas,KS,0,0,11877,5938,1943,64.9,126,0.00,1,0.00,1
20117,Marshall County,Kansas,KS,0,0,9995,4981,1554,64.9,101,0.00,1,0.00,1
20119,Meade County,Kansas,KS,0,0,4089,2031,714,64.9,46,0.00,0,0,0
20121,Miami County,Kansas,KS,0,0,33968,16831,5615,64.9,364,0.00,2,0.00,2
20123,Mitchell County,Kansas,KS,0,0,5884,2866,906,64.9,59,0.00,0,0,0
20125,Montgomery County,Kansas,KS,0,0,31679,15714,5278,64.9,343,0.00,2,0.00,2
20127,Morris County,Kansas,KS,0,0,5377,2616,757,64.9,49,0.00,0,0,0
20129,Morton County,Kansas,KS,0,0,2744,1431,517,64.9,34,0.00,0,0,0
20131,Nemaha County,Kansas,KS,0,0,10197,5039,1598,64.9,104,0.00,1,0.00,1
20133,Neosho County,Kansas,KS,0,0,15926,8108,2786,64.9,181,0.00,1,0.00,1
20135,Ness County,Kansas,KS,0,0,2717,1332,427,64.9,28,0.00,0,0,0
20137,Norton County,Kansas,KS,0,0,5457,2398,734,64.9,48,0.00,0,0,0
20139,Osage County,Kansas,KS,0,0,15811,7836,2532,64.9,164,0.00,1,0.00,1
20141,Osborne County,Kansas,KS,0,0,3512,1744,520,64.9,34,0.00,0,0,0
20143,Ottawa County,Kansas,KS,2,0,5778,2770,887,64.9,58,0.00,0,0,-2
20145,Pawnee County,Kansas,KS,0,0,6356,2820,926,64.9,60,0.00,0,0,0
20147,Phillips County,Kansas,KS,0,1,5022,2487,773,64.9,50,0.00,0,0,0
20149,Pottawatomie County,Kansas,KS,2,1,25082,12541,4517,64.9,293,0.00,1,2.00,-1
20151,Pratt County,Kansas,KS,0,0,9266,4641,1602,64.9,104,0.00,1,0.00,1
20153,Rawlins County,Kansas,KS,0,0,2531,1222,354,64.9,23,0.00,0,0,0
20155,Reno County,Kansas,KS,0,0,62071,30702,10487,64.9,681,0.00,3,0.00,3
20157,Republic County,Kansas,KS,0,0,4707,2374,651,64.9,42,0.00,0,0,0
20159,Rice County,Kansas,KS,0,0,9464,4573,1617,64.9,105,0.00,1,0.00,1
20161,Riley County,Kansas,KS,2,1,72602,34577,20078,64.9,1303,0.00,7,0.29,5
20163,Rooks County,Kansas,KS,0,1,4975,2545,771,64.9,50,0.00,0,0,0
20165,Rush County,Kansas,KS,0,0,2883,1422,434,64.9,28,0.00,0,0,0
20167,Russell County,Kansas,KS,0,0,6747,3422,1032,64.9,67,0.00,0,0,0
20169,Saline County,Kansas,KS,2,0,54378,27214,9663,64.9,627,0.00,3,0.67,1
20171,Scott County,Kansas,KS,0,0,5163,2454,821,64.9,53,0.00,0,0,0
20173,Sedgwick County,Kansas,KS,3,2,523828,262253,105077,62.02,6517,0.00,33,0.09,30
20175,Seward County,Kansas,KS,0,0,22223,10541,4404,64.9,286,0.00,1,0.00,1
20177,Shawnee County,Kansas,KS,0,0,178264,91981,33479,58.42,1956,0.00,10,0.00,10
20179,Sheridan County,Kansas,KS,0,0,2459,1212,382,64.9,25,0.00,0,0,0
20181,Sherman County,Kansas,KS,0,0,5965,2875,1007,64.9,65,0.00,0,0,0
20183,Smith County,Kansas,KS,0,0,3588,1767,494,64.9,32,0.00,0,0,0
20185,Stafford County,Kansas,KS,0,0,4106,1959,573,64.9,37,0.00,0,0,0
20187,Stanton County,Kansas,KS,0,0,2088,947,370,64.9,24,0.00,0,0,0
20189,Stevens County,Kansas,KS,0,0,5320,2477,944,64.9,61,0.00,0,0,0
20191,Sumner County,Kansas,KS,0,1,22603,11074,3754,64.9,244,0.00,1,0.00,1
20193,Thomas County,Kansas,KS,0,0,7902,4031,1543,64.9,100,0.00,1,0.00,1
20195,Trego County,Kansas,KS,0,0,2825,1398,396,64.9,26,0.00,0,0,0
20197,Wabaunsee County,Kansas,KS,1,1,6881,3373,1119,64.9,73,0.00,0,0,-1
20199,Wallace County,Kansas,KS,0,0,1529,769,209,64.9,14,0.00,0,0,0
20201,Washington County,Kansas,KS,0,0,5531,2664,777,64.9,50,0.00,0,0,0
20203,Wichita County,Kansas,KS,0,0,2150,1120,386,64.9,25,0.00,0,0,0
20205,Wilson County,Kansas,KS,0,0,8713,4371,1347,64.9,87,0.00,0,0,0
20207,Woodson County,Kansas,KS,0,0,3162,1488,499,64.9,32,0.00,0,0,0
20209,Wyandotte County,Kansas,KS,7,0,167046,84140,33896,68.06,2307,0.00,12,0.58,5
21001,Adair County,Kentucky,KY,1,0,18832,9329,3569,61.87,221,0.00,1,1.00,0
21003,Allen County,Kentucky,KY,2,1,20604,10357,3649,61.87,226,0.00,1,2.00,-1
21005,Anderson County,Kentucky,KY,0,0,23646,11818,4160,61.87,257,0.00,1,0.00,1
21007,Ballard County,Kentucky,KY,0,0,7814,3858,1233,61.87,76,0.00,0,0,0
21009,Barren County,Kentucky,KY,0,0,44277,22740,8087,61.87,500,0.00,3,0.00,3
21011,Bath County,Kentucky,KY,0,0,12680,6298,2132,61.87,132,0.00,1,0.00,1
21013,Bell County,Kentucky,KY,0,1,24674,12397,4200,61.87,260,0.00,1,0.00,1
21015,Boone County,Kentucky,KY,1,1,137412,67624,26208,66.62,1746,0.00,9,0.11,8
21017,Bourbon County,Kentucky,KY,0,1,20281,10239,3566,61.87,221,0.00,1,0.00,1
21019,Boyd County,Kentucky,KY,0,0,48447,24136,8054,61.87,498,0.00,2,0.00,2
21021,Boyle County,Kentucky,KY,0,0,30469,15154,5638,61.87,349,0.00,2,0.00,2
21023,Bracken County,Kentucky,KY,0,0,8394,4143,1427,61.87,88,0.00,0,0,0
21025,Breathitt County,Kentucky,KY,0,0,13652,6770,2385,61.87,148,0.00,1,0.00,1
21027,Breckinridge County,Kentucky,KY,0,0,20345,10205,3504,61.87,217,0.00,1,0.00,1
21029,Bullitt County,Kentucky,KY,2,0,81729,40823,15398,61.87,953,0.00,5,0.40,3
21031,Butler County,Kentucky,KY,2,0,12413,6122,2146,61.87,133,0.00,1,2.00,-1
21033,Caldwell County,Kentucky,KY,0,0,12641,6512,2099,61.87,130,0.00,1,0.00,1
21035,Calloway County,Kentucky,KY,0,0,37291,19041,8530,61.87,528,0.00,3,0.00,3
21037,Campbell County,Kentucky,KY,0,0,93023,47087,18746,61.87,1160,0.00,6,0.00,6
21039,Carlisle County,Kentucky,KY,0,0,4821,2394,792,61.87,49,0.00,0,0,0
21041,Carroll County,Kentucky,KY,0,0,10808,5250,1850,61.87,114,0.00,1,0.00,1
21043,Carter County,Kentucky,KY,0,0,26820,13585,4684,61.87,290,0.00,1,0.00,1
21045,Casey County,Kentucky,KY,0,0,15863,8223,2722,61.87,168,0.00,1,0.00,1
21047,Christian County,Kentucky,KY,1,0,72377,33950,14059,61.87,870,0.00,4,0.25,3
21049,Clark County,Kentucky,KY,0,0,36716,18800,6730,61.87,416,0.00,2,0.00,2
21051,Clay County,Kentucky,KY,0,0,20484,9650,3514,61.87,217,0.00,1,0.00,1
21053,Clinton County,Kentucky,KY,0,0,9372,4637,1568,61.87,97,0.00,0,0,0
21055,Crittenden County,Kentucky,KY,0,0,8997,4425,1430,61.87,88,0.00,0,0,0
21057,Cumberland County,Kentucky,KY,0,0,6023,3076,972,61.87,60,0.00,0,0,0
21059,Daviess County,Kentucky,KY,5,1,102488,52265,18827,61.87,1165,0.00,6,0.83,1
21061,Edmonson County,Kentucky,KY,1,0,12165,5922,1917,61.87,119,0.00,1,1.00,0
21063,Elliott County,Kentucky,KY,0,0,7414,3200,1084,61.87,67,0.00,0,0,0
21065,Estill County,Kentucky,KY,0,0,14157,7075,2293,61.87,142,0.00,1,0.00,1
21067,Fayette County,Kentucky,KY,2,1,321793,163366,73252,50.05,3666,0.00,18,0.11,16
21069,Fleming County,Kentucky,KY,0,0,14996,7579,2569,61.87,159,0.00,1,0.00,1
21071,Floyd County,Kentucky,KY,0,0,36127,18461,6225,61.87,385,0.00,2,0.00,2
21073,Franklin County,Kentucky,KY,0,0,51319,26502,9741,61.87,603,0.00,3,0.00,3
21075,Fulton County,Kentucky,KY,0,0,6507,3203,1016,61.87,63,0.00,0,0,0
21077,Gallatin County,Kentucky,KY,0,0,8694,4224,1564,61.87,97,0.00,0,0,0
21079,Garrard County,Kentucky,KY,0,0,17018,8601,2933,61.87,181,0.00,1,0.00,1
21081,Grant County,Kentucky,KY,0,0,24918,12711,4688,61.87,290,0.00,1,0.00,1
21083,Graves County,Kentucky,KY,0,0,36796,18901,6592,61.87,408,0.00,2,0.00,2
21085,Grayson County,Kentucky,KY,0,0,26351,13248,4685,61.87,290,0.00,1,0.00,1
21087,Green County,Kentucky,KY,1,0,11141,5556,1748,61.87,108,0.00,1,1.00,0
21089,Greenup County,Kentucky,KY,0,0,35996,18369,5962,61.87,369,0.00,2,0.00,2
21091,Hancock County,Kentucky,KY,0,0,9050,4394,1531,61.87,95,0.00,0,0,0
21093,Hardin County,Kentucky,KY,1,0,111607,55165,21312,67.38,1436,0.00,7,0.14,6
21095,Harlan County,Kentucky,KY,0,0,26921,13933,4743,61.87,293,0.00,1,0.00,1
21097,Harrison County,Kentucky,KY,0,0,18690,9486,3232,61.87,200,0.00,1,0.00,1
21099,Hart County,Kentucky,KY,1,0,19194,9669,3339,61.87,207,0.00,1,1.00,0
21101,Henderson County,Kentucky,KY,5,1,45102,23384,8221,61.87,509,0.00,3,1.67,-2
21103,Henry County,Kentucky,KY,0,0,15691,7901,2707,61.87,167,0.00,1,0.00,1
21105,Hickman County,Kentucky,KY,0,0,4529,2349,788,61.87,49,0.00,0,0,0
21107,Hopkins County,Kentucky,KY,0,0,45432,23153,8041,61.87,497,0.00,2,0.00,2
