FIPS,COUNTY,STATE,STABRV,PROVIDERS,PRESCRIBERS,TOTPOP,FEMPOP,RPRAFEM,FERTRATE,BIRTHS_EST,RATIO,REQPROV,COVERAGE,GAP
30109,Wibaux County,Montana,MT,0,0,1018,529,118,57.08,7,0.00,0,0,0
30111,Yellowstone County,Montana,MT,4,0,167146,82541,32572,56.43,1838,0.00,9,0.44,5
31001,Adams County,Nebraska,NE,0,0,31284,15743,5872,70.9,416,0.00,2,0.00,2
31003,Antelope County,Nebraska,NE,0,0,6310,3126,950,70.9,67,0.00,0,0,0
31005,Arthur County,Nebraska,NE,0,0,472,243,75,70.9,5,0.00,0,0,0
31007,Banner County,Nebraska,NE,1,0,605,292,81,70.9,6,0.00,0,0,-1
31009,Blaine County,Nebraska,NE,0,0,346,161,22,70.9,2,0.00,0,0,0
31011,Boone County,Nebraska,NE,0,0,5413,2660,736,70.9,52,0.00,0,0,0
31013,Box Butte County,Nebraska,NE,1,0,10821,5366,1826,70.9,129,0.00,1,1.00,0
31015,Boyd County,Nebraska,NE,0,0,1812,902,205,70.9,15,0.00,0,0,0
31017,Brown County,Nebraska,NE,0,0,2752,1420,384,70.9,27,0.00,0,0,0
31019,Buffalo County,Nebraska,NE,0,0,49840,24856,10765,70.9,763,0.00,4,0.00,4
31021,Burt County,Nebraska,NE,0,0,6705,3373,1054,70.9,75,0.00,0,0,0
31023,Butler County,Nebraska,NE,0,0,8354,4171,1370,70.9,97,0.00,0,0,0
31025,Cass County,Nebraska,NE,3,0,26546,13088,4462,70.9,316,0.00,2,1.50,-1
31027,Cedar County,Nebraska,NE,0,0,8401,4138,1271,70.9,90,0.00,0,0,0
31029,Chase County,Nebraska,NE,0,0,3694,1940,629,70.9,45,0.00,0,0,0
31031,Cherry County,Nebraska,NE,0,0,5505,2688,858,70.9,61,0.00,0,0,0
31033,Cheyenne County,Nebraska,NE,0,0,9575,4822,1644,70.9,117,0.00,1,0.00,1
31035,Clay County,Nebraska,NE,0,0,6104,2998,955,70.9,68,0.00,0,0,0
31037,Colfax County,Nebraska,NE,0,0,10608,4668,1444,70.9,102,0.00,1,0.00,1
31039,Cuming County,Nebraska,NE,0,0,9035,4481,1452,70.9,103,0.00,1,0.00,1
31041,Custer County,Nebraska,NE,0,0,10625,5276,1666,70.9,118,0.00,1,0.00,1
31043,Dakota County,Nebraska,NE,0,0,21284,10615,4205,70.9,298,0.00,1,0.00,1
31045,Dawes County,Nebraska,NE,0,0,8383,4328,1973,70.9,140,0.00,1,0.00,1
31047,Dawson County,Nebraska,NE,0,0,24031,11648,4291,70.9,304,0.00,2,0.00,2
31049,Deuel County,Nebraska,NE,0,0,1878,986,302,70.9,21,0.00,0,0,0
31051,Dixon County,Nebraska,NE,0,0,5632,2762,881,70.9,62,0.00,0,0,0
31053,Dodge County,Nebraska,NE,0,0,37249,18712,6745,70.9,478,0.00,2,0.00,2
31055,Douglas County,Nebraska,NE,6,2,585008,291909,122599,64.43,7899,0.00,39,0.15,33
31057,Dundy County,Nebraska,NE,0,0,1900,895,291,70.9,21,0.00,0,0,0
31059,Fillmore County,Nebraska,NE,0,0,5561,2830,914,70.9,65,0.00,0,0,0
31061,Franklin County,Nebraska,NE,0,1,2914,1446,419,70.9,30,0.00,0,0,0
31063,Frontier County,Nebraska,NE,0,0,2512,1175,404,70.9,29,0.00,0,0,0
31065,Furnas County,Nebraska,NE,0,0,4655,2335,716,70.9,51,0.00,0,0,0
31067,Gage County,Nebraska,NE,0,0,21706,10700,3402,70.9,241,0.00,1,0.00,1
31069,Garden County,Nebraska,NE,0,0,1726,870,222,70.9,16,0.00,0,0,0
31071,Garfield County,Nebraska,NE,0,0,1889,942,290,70.9,21,0.00,0,0,0
31073,Gosper County,Nebraska,NE,0,0,1811,866,258,70.9,18,0.00,0,0,0
31075,Grant County,Nebraska,NE,0,0,718,315,114,70.9,8,0.00,0,0,0
31077,Greeley County,Nebraska,NE,0,0,2219,1109,328,70.9,23,0.00,0,0,0
31079,Hall County,Nebraska,NE,0,0,62616,30720,11483,70.9,814,0.00,4,0.00,4
31081,Hamilton County,Nebraska,NE,0,0,9376,4610,1559,70.9,111,0.00,1,0.00,1
31083,Harlan County,Nebraska,NE,0,1,3216,1582,451,70.9,32,0.00,0,0,0
31085,Hayes County,Nebraska,NE,0,0,891,447,108,70.9,8,0.00,0,0,0
31087,Hitchcock County,Nebraska,NE,0,0,2630,1246,363,70.9,26,0.00,0,0,0
31089,Holt County,Nebraska,NE,0,0,10175,5080,1570,70.9,111,0.00,1,0.00,1
31091,Hooker County,Nebraska,NE,0,0,714,377,107,70.9,8,0.00,0,0,0
31093,Howard County,Nebraska,NE,0,0,6461,3165,1015,70.9,72,0.00,0,0,0
31095,Jefferson County,Nebraska,NE,0,0,7213,3727,1217,70.9,86,0.00,0,0,0
31097,Johnson County,Nebraska,NE,0,0,5298,2059,661,70.9,47,0.00,0,0,0
31099,Kearney County,Nebraska,NE,0,0,6639,3323,1094,70.9,78,0.00,0,0,0
31101,Keith County,Nebraska,NE,0,0,8312,4108,1081,70.9,77,0.00,0,0,0
31103,Keya Paha County,Nebraska,NE,0,0,946,462,143,70.9,10,0.00,0,0,0
31105,Kimball County,Nebraska,NE,0,0,3583,1718,519,70.9,37,0.00,0,0,0
31107,Knox County,Nebraska,NE,0,0,8434,4230,1220,70.9,86,0.00,0,0,0
31109,Lancaster County,Nebraska,NE,5,1,324514,158855,70935,53.06,3764,0.00,19,0.26,14
31111,Lincoln County,Nebraska,NE,0,0,34906,17561,5957,70.9,422,0.00,2,0.00,2
31113,Logan County,Nebraska,NE,0,0,865,397,131,70.9,9,0.00,0,0,0
31115,Loup County,Nebraska,NE,0,0,665,308,96,70.9,7,0.00,0,0,0
31117,McPherson County,Nebraska,NE,0,0,475,233,67,70.9,5,0.00,0,0,0
31119,Madison County,Nebraska,NE,0,0,35553,17844,6506,70.9,461,0.00,2,0.00,2
31121,Merrick County,Nebraska,NE,0,0,7687,3789,1264,70.9,90,0.00,0,0,0
31123,Morrill County,Nebraska,NE,1,0,4595,2172,689,70.9,49,0.00,0,0,-1
31125,Nance County,Nebraska,NE,0,0,3389,1682,530,70.9,38,0.00,0,0,0
31127,Nemaha County,Nebraska,NE,0,0,7025,3478,1311,70.9,93,0.00,0,0,0
31129,Nuckolls County,Nebraska,NE,0,0,4125,2072,569,70.9,40,0.00,0,0,0
31131,Otoe County,Nebraska,NE,0,0,15916,7768,2506,70.9,178,0.00,1,0.00,1
31133,Pawnee County,Nebraska,NE,0,0,2564,1321,374,70.9,27,0.00,0,0,0
31135,Perkins County,Nebraska,NE,0,0,2865,1384,419,70.9,30,0.00,0,0,0
31137,Phelps County,Nebraska,NE,0,0,8972,4446,1409,70.9,100,0.00,1,0.00,1
31139,Pierce County,Nebraska,NE,0,0,7266,3615,1163,70.9,82,0.00,0,0,0
31141,Platte County,Nebraska,NE,0,0,34123,16764,5921,70.9,420,0.00,2,0.00,2
31143,Polk County,Nebraska,NE,0,0,5223,2657,839,70.9,59,0.00,0,0,0
31145,Red Willow County,Nebraska,NE,0,0,10724,5369,1844,70.9,131,0.00,1,0.00,1
31147,Richardson County,Nebraska,NE,0,0,7893,3846,1113,70.9,79,0.00,0,0,0
31149,Rock County,Nebraska,NE,0,0,1321,631,219,70.9,16,0.00,0,0,0
31151,Saline County,Nebraska,NE,0,0,14395,6963,2710,70.9,192,0.00,1,0.00,1
31153,Sarpy County,Nebraska,NE,2,0,193418,93659,39502,60.33,2383,0.00,12,0.17,10
31155,Saunders County,Nebraska,NE,1,0,22008,10785,3646,70.9,259,0.00,1,1.00,0
31157,Scotts Bluff County,Nebraska,NE,2,0,36229,18628,6507,70.9,461,0.00,2,1.00,0
31159,Seward County,Nebraska,NE,0,0,17605,8545,3282,70.9,233,0.00,1,0.00,1
31161,Sheridan County,Nebraska,NE,0,0,5150,2612,848,70.9,60,0.00,0,0,0
31163,Sherman County,Nebraska,NE,0,0,2986,1474,411,70.9,29,0.00,0,0,0
31165,Sioux County,Nebraska,NE,1,0,1081,528,168,70.9,12,0.00,0,0,-1
31167,Stanton County,Nebraska,NE,0,0,5877,2862,908,70.9,64,0.00,0,0,0
31169,Thayer County,Nebraska,NE,0,0,5053,2536,701,70.9,50,0.00,0,0,0
31171,Thomas County,Nebraska,NE,0,0,562,312,113,70.9,8,0.00,0,0,0
31173,Thurston County,Nebraska,NE,0,0,6806,3446,1271,70.9,90,0.00,0,0,0
31175,Valley County,Nebraska,NE,0,0,4031,2042,604,70.9,43,0.00,0,0,0
31177,Washington County,Nebraska,NE,1,0,20699,10429,3604,70.9,256,0.00,1,1.00,0
31179,Wayne County,Nebraska,NE,0,0,9590,4759,2227,70.9,158,0.00,1,0.00,1
31181,Webster County,Nebraska,NE,0,0,3442,1697,516,70.9,37,0.00,0,0,0
31183,Wheeler County,Nebraska,NE,0,0,735,365,54,70.9,4,0.00,0,0,0
31185,York County,Nebraska,NE,0,0,14164,7074,2560,70.9,182,0.00,1,0.00,1
32001,Churchill County,Nevada,NV,0,0,25077,12138,4253,59.49,253,0.00,1,0.00,1
32003,Clark County,Nevada,NV,5,1,2292476,1113698,461073,54.64,25193,0.00,126,0.04,121
32005,Douglas County,Nevada,NV,0,0,49158,24240,6763,59.49,402,0.00,2,0.00,2
32007,Elko County,Nevada,NV,0,0,53420,25382,10236,59.49,609,0.00,3,0.00,3
32009,Esmeralda County,Nevada,NV,0,0,987,501,125,59.49,7,0.00,0,0,0
32011,Eureka County,Nevada,NV,0,0,1603,812,209,59.49,12,0.00,0,0,0
32013,Humboldt County,Nevada,NV,0,0,17218,8202,2925,59.49,174,0.00,1,0.00,1
32015,Lander County,Nevada,NV,0,0,5729,2525,646,59.49,38,0.00,0,0,0
32017,Lincoln County,Nevada,NV,0,0,4600,1960,625,59.49,37,0.00,0,0,0
32019,Lyon County,Nevada,NV,2,0,58029,28285,9805,59.49,583,0.00,3,0.67,1
32021,Mineral County,Nevada,NV,0,0,4552,2480,944,59.49,56,0.00,0,0,0
32023,Nye County,Nevada,NV,0,0,50096,24613,6575,59.49,391,0.00,2,0.00,2
32027,Pershing County,Nevada,NV,0,0,6668,2321,774,59.49,46,0.00,0,0,0
32029,Storey County,Nevada,NV,3,0,4047,1907,475,59.49,28,0.00,0,0,-3
32031,Washoe County,Nevada,NV,12,1,493392,236690,96605,52.65,5086,0.00,25,0.48,13
32033,White Pine County,Nevada,NV,0,0,9192,3641,1313,59.49,78,0.00,0,0,0
32510,Carson City,Nevada,NV,0,0,57957,28054,9447,59.49,562,0.00,3,0.00,3
33001,Belknap County,New Hampshire,NH,0,0,63395,32163,10113,47.45,480,0.00,2,0.00,2
33003,Carroll County,New Hampshire,NH,0,0,49961,24789,6740,47.45,320,0.00,2,0.00,2
33005,Cheshire County,New Hampshire,NH,0,0,76473,38751,14187,47.45,673,0.00,3,0.00,3
33007,Coos County,New Hampshire,NH,0,0,31360,14447,4082,47.45,194,0.00,1,0.00,1
33009,Grafton County,New Hampshire,NH,5,0,91025,46245,17507,47.45,831,0.00,4,1.25,-1
33011,Hillsborough County,New Hampshire,NH,8,1,424079,210151,80470,52.99,4264,0.00,21,0.38,13
33013,Merrimack County,New Hampshire,NH,3,0,155238,77095,28327,47.48,1345,0.00,7,0.43,4
33015,Rockingham County,New Hampshire,NH,10,0,316947,156956,54557,53.47,2917,0.00,15,0.67,5
33017,Strafford County,New Hampshire,NH,2,0,132416,66201,29281,42.04,1231,0.00,6,0.33,4
33019,Sullivan County,New Hampshire,NH,3,0,43105,21531,6850,47.45,325,0.00,2,1.50,-1
34001,Atlantic County,New Jersey,NJ,1,0,274966,140416,49198,55.73,2742,0.00,14,0.07,13
34003,Bergen County,New Jersey,NJ,28,6,953819,487093,175375,52.04,9127,0.00,46,0.61,18
34005,Burlington County,New Jersey,NJ,9,1,464269,232388,84177,55.3,4655,0.00,23,0.39,14
34007,Camden County,New Jersey,NJ,6,3,523771,268258,103010,61.38,6323,0.00,32,0.19,26
34009,Cape May County,New Jersey,NJ,0,0,95488,48627,13630,56.7,773,0.00,4,0.00,4
34011,Cumberland County,New Jersey,NJ,0,0,153627,75634,27430,65.07,1785,0.00,9,0.00,9
34013,Essex County,New Jersey,NJ,25,2,854917,439894,173085,56.17,9722,0.00,49,0.51,24
34015,Gloucester County,New Jersey,NJ,2,0,304477,153790,57885,52.07,3014,0.00,15,0.13,13
34017,Hudson County,New Jersey,NJ,7,1,702463,356747,159342,57.22,9118,0.00,46,0.15,39
34019,Hunterdon County,New Jersey,NJ,5,2,129924,64720,21306,49.42,1053,0.00,5,1.00,0
34021,Mercer County,New Jersey,NJ,7,1,385898,195610,76332,53.9,4114,0.00,21,0.33,14
34023,Middlesex County,New Jersey,NJ,13,1,860807,432406,168691,51.27,8649,0.00,43,0.30,30
34025,Monmouth County,New Jersey,NJ,24,8,645354,327741,112741,54.78,6176,0.00,31,0.77,7
34027,Morris County,New Jersey,NJ,21,2,510981,256903,91835,53.15,4881,0.00,24,0.88,3
34029,Ocean County,New Jersey,NJ,11,2,648998,323854,104375,98.05,10234,0.00,51,0.22,40
34031,Passaic County,New Jersey,NJ,18,5,518117,265229,101837,61.4,6253,0.00,31,0.58,13
34033,Salem County,New Jersey,NJ,1,0,64752,32786,11126,56.7,631,0.00,3,0.33,2
34035,Somerset County,New Jersey,NJ,8,2,345647,174673,63182,50.14,3168,0.00,16,0.50,8
34037,Sussex County,New Jersey,NJ,2,1,145543,71931,24830,55.38,1375,0.00,7,0.29,5
34039,Union County,New Jersey,NJ,18,1,572114,290697,109863,60.07,6599,0.00,33,0.55,15
34041,Warren County,New Jersey,NJ,2,1,110731,55316,19325,55.89,1080,0.00,5,0.40,3
35001,Bernalillo County,New Mexico,NM,10,0,674393,342624,136710,47.38,6477,0.00,32,0.31,22
35003,Catron County,New Mexico,NM,0,0,3581,1710,411,59.9,25,0.00,0,0,0
35005,Chaves County,New Mexico,NM,0,0,65014,32389,12522,59.9,750,0.00,4,0.00,4
35006,Cibola County,New Mexico,NM,0,0,27284,13581,5049,59.9,302,0.00,2,0.00,2
35007,Colfax County,New Mexico,NM,0,0,12406,6152,1785,59.9,107,0.00,1,0.00,1
35009,Curry County,New Mexico,NM,0,0,48716,23602,9881,59.9,592,0.00,3,0.00,3
35011,De Baca County,New Mexico,NM,0,0,1873,843,268,59.9,16,0.00,0,0,0
35013,Doña Ana County,New Mexico,NM,2,0,221508,110461,47148,54.93,2590,0.00,13,0.15,11
35015,Eddy County,New Mexico,NM,0,0,61096,29848,11687,59.9,700,0.00,4,0.00,4
35017,Grant County,New Mexico,NM,0,0,28178,14046,4444,59.9,266,0.00,1,0.00,1
35019,Guadalupe County,New Mexico,NM,0,0,4465,1816,492,59.9,29,0.00,0,0,0
35021,Harding County,New Mexico,NM,0,0,533,281,117,59.9,7,0.00,0,0,0
35023,Hidalgo County,New Mexico,NM,0,0,4214,2149,547,59.9,33,0.00,0,0,0
35025,Lea County,New Mexico,NM,0,0,72743,35192,14482,59.9,867,0.00,4,0.00,4
35027,Lincoln County,New Mexico,NM,0,0,20084,10539,2979,59.9,178,0.00,1,0.00,1
35028,Los Alamos County,New Mexico,NM,0,0,19169,9361,3321,59.9,199,0.00,1,0.00,1
35029,Luna County,New Mexico,NM,0,0,25282,12371,4329,59.9,259,0.00,1,0.00,1
35031,McKinley County,New Mexico,NM,0,0,72946,37579,14999,59.9,898,0.00,4,0.00,4
35033,Mora County,New Mexico,NM,0,0,4232,2374,672,59.9,40,0.00,0,0,0
35035,Otero County,New Mexico,NM,0,0,67298,32399,12136,59.9,727,0.00,4,0.00,4
35037,Quay County,New Mexico,NM,0,0,8675,4585,1355,59.9,81,0.00,0,0,0
35039,Rio Arriba County,New Mexico,NM,1,0,40347,20421,6903,59.9,413,0.00,2,0.50,1
35041,Roosevelt County,New Mexico,NM,0,0,19223,9556,4251,59.9,255,0.00,1,0.00,1
35043,Sandoval County,New Mexico,NM,6,0,151369,74637,27866,46.44,1294,0.00,6,1.00,0
35045,San Juan County,New Mexico,NM,0,0,120993,61867,23653,54.2,1282,0.00,6,0.00,6
35047,San Miguel County,New Mexico,NM,0,0,27357,13725,4840,59.9,290,0.00,1,0.00,1
35049,Santa Fe County,New Mexico,NM,1,0,155201,78825,25411,44.43,1129,0.00,6,0.17,5
35051,Sierra County,New Mexico,NM,0,0,11512,5770,1480,59.9,89,0.00,0,0,0
35053,Socorro County,New Mexico,NM,0,0,16605,7954,2532,59.9,152,0.00,1,0.00,1
35055,Taos County,New Mexico,NM,0,0,34322,17449,5171,59.9,310,0.00,2,0.00,2
35057,Torrance County,New Mexico,NM,0,0,15150,7302,2472,59.9,148,0.00,1,0.00,1
35059,Union County,New Mexico,NM,0,0,4122,1897,563,59.9,34,0.00,0,0,0
35061,Valencia County,New Mexico,NM,0,0,75992,37613,13705,59.9,821,0.00,4,0.00,4
36001,Albany County,New York,NY,4,3,313743,161680,67917,42.15,2863,0.00,14,0.29,10
36003,Allegany County,New York,NY,0,0,46654,23052,8768,55,482,0.00,2,0.00,2
36005,Bronx County,New York,NY,5,1,1424948,772461,302733,56.83,17204,0.00,86,0.06,81
36007,Broome County,New York,NY,0,0,197240,100258,38394,48.24,1852,0.00,9,0.00,9
36009,Cattaraugus County,New York,NY,0,0,77211,38525,13138,55,723,0.00,4,0.00,4
36011,Cayuga County,New York,NY,2,0,76644,37092,12636,55,695,0.00,3,0.67,1
36013,Chautauqua County,New York,NY,0,0,126807,64408,21985,56.95,1252,0.00,6,0.00,6
36015,Chemung County,New York,NY,1,0,84456,42280,14565,55,801,0.00,4,0.25,3
36017,Chenango County,New York,NY,0,0,47407,23587,7698,55,423,0.00,2,0.00,2
36019,Clinton County,New York,NY,0,0,80095,38683,14918,55,820,0.00,4,0.00,4
36021,Columbia County,New York,NY,2,0,61587,30598,9452,55,520,0.00,3,0.67,1
36023,Cortland County,New York,NY,0,0,46984,23825,10442,55,574,0.00,3,0.00,3
36025,Delaware County,New York,NY,0,0,44644,22004,6822,55,375,0.00,2,0.00,2
36027,Dutchess County,New York,NY,4,0,297112,148067,55216,48.21,2662,0.00,13,0.31,9
36029,Erie County,New York,NY,25,0,950683,487184,183492,51.96,9534,0.00,48,0.52,23
36031,Essex County,New York,NY,0,0,37501,17934,5472,55,301,0.00,2,0.00,2
36033,Franklin County,New York,NY,0,0,47996,21813,7576,55,417,0.00,2,0.00,2
36035,Fulton County,New York,NY,0,0,53588,26746,9026,55,496,0.00,2,0.00,2
36037,Genesee County,New York,NY,3,0,58387,28959,9868,55,543,0.00,3,1.00,0
36039,Greene County,New York,NY,2,0,48026,22693,7180,55,395,0.00,2,1.00,0
36041,Hamilton County,New York,NY,0,0,5068,2506,618,55,34,0.00,0,0,0
36043,Herkimer County,New York,NY,1,0,60596,30372,10028,55,552,0.00,3,0.33,2
36045,Jefferson County,New York,NY,0,0,116295,55809,21946,82.61,1813,0.00,9,0.00,9
36047,Kings County,New York,NY,20,3,2641052,1420385,579210,57.9,33536,0.00,168,0.12,148
36049,Lewis County,New York,NY,0,0,26681,13228,4425,55,243,0.00,1,0.00,1
36051,Livingston County,New York,NY,0,0,62253,30632,11898,55,654,0.00,3,0.00,3
36053,Madison County,New York,NY,0,0,68466,34504,12808,55,704,0.00,4,0.00,4
36055,Monroe County,New York,NY,12,1,755160,390069,149851,51.49,7716,0.00,39,0.31,27
36057,Montgomery County,New York,NY,1,0,49539,24952,8811,55,485,0.00,2,0.50,1
36059,Nassau County,New York,NY,26,3,1390907,708770,250789,56.45,14157,0.00,71,0.37,45
36061,New York County,New York,NY,18,16,1576876,874131,368519,38.03,14015,0.00,70,0.26,52
36063,Niagara County,New York,NY,3,0,211653,108498,37341,53.24,1988,0.00,10,0.30,7
36065,Oneida County,New York,NY,1,0,230274,115662,40694,59.69,2429,0.00,12,0.08,11
36067,Onondaga County,New York,NY,8,1,473236,244319,93359,52.36,4888,0.00,24,0.33,16
36069,Ontario County,New York,NY,3,0,112508,56888,19694,49.81,981,0.00,5,0.60,2
36071,Orange County,New York,NY,4,0,404525,197741,75473,73.56,5552,0.00,28,0.14,24
36073,Orleans County,New York,NY,3,0,40588,20175,6925,55,381,0.00,2,1.50,-1
36075,Oswego County,New York,NY,1,0,117387,58647,21533,52.94,1140,0.00,6,0.17,5
36077,Otsego County,New York,NY,0,0,58952,30166,11923,55,656,0.00,3,0.00,3
36079,Putnam County,New York,NY,3,0,97960,48730,16621,55,914,0.00,5,0.60,2
36081,Queens County,New York,NY,8,0,2331143,1224391,453312,52.44,23772,0.00,119,0.07,111
36083,Rensselaer County,New York,NY,1,2,160232,81085,30944,47.93,1483,0.00,7,0.14,6
36085,Richmond County,New York,NY,1,0,493494,252439,93306,54.57,5092,0.00,25,0.04,24
36087,Rockland County,New York,NY,8,0,339227,170413,61179,100.98,6178,0.00,31,0.26,23
36089,St. Lawrence County,New York,NY,0,0,108051,53006,20003,50.29,1006,0.00,5,0.00,5
36091,Saratoga County,New York,NY,4,1,237359,118387,42481,49.53,2104,0.00,11,0.36,7
36093,Schenectady County,New York,NY,2,0,158089,80302,30521,60.22,1838,0.00,9,0.22,7
36095,Schoharie County,New York,NY,0,0,29936,14980,5157,55,284,0.00,1,0.00,1
36097,Schuyler County,New York,NY,1,0,17920,8881,2809,55,154,0.00,1,1.00,0
36099,Seneca County,New York,NY,0,0,33900,16026,5338,55,294,0.00,1,0.00,1
36101,Steuben County,New York,NY,0,0,94153,46899,15885,55,874,0.00,4,0.00,4
36103,Suffolk County,New York,NY,22,5,1526344,769091,274960,57.87,15912,0.00,80,0.28,58
36105,Sullivan County,New York,NY,0,0,78230,37992,13081,55,719,0.00,4,0.00,4
36107,Tioga County,New York,NY,1,0,48567,24313,8023,55,441,0.00,2,0.50,1
36109,Tompkins County,New York,NY,1,0,105162,53134,27196,25.59,696,0.00,3,0.33,2
36111,Ulster County,New York,NY,5,0,182951,91158,32942,47.63,1569,0.00,8,0.63,3
36113,Warren County,New York,NY,0,0,65692,33195,10658,55,586,0.00,3,0.00,3
36115,Washington County,New York,NY,1,0,61504,29428,9754,55,536,0.00,3,0.33,2
36117,Wayne County,New York,NY,3,0,91332,45684,15106,55,831,0.00,4,0.75,1
36119,Westchester County,New York,NY,13,3,997895,512430,185344,54.15,10036,0.00,50,0.26,37
36121,Wyoming County,New York,NY,1,0,40679,18941,6283,55,346,0.00,2,0.50,1
36123,Yates County,New York,NY,0,0,24808,12826,4456,55,245,0.00,1,0.00,1
37001,Alamance County,North Carolina,NC,3,1,173877,88498,35190,54.85,1930,0.00,10,0.30,7
37003,Alexander County,North Carolina,NC,0,0,36491,17923,6034,60.94,368,0.00,2,0.00,2
37005,Alleghany County,North Carolina,NC,0,0,10910,5538,1598,60.94,97,0.00,0,0,0
37007,Anson County,North Carolina,NC,0,0,22388,11089,3801,60.94,232,0.00,1,0.00,1
37009,Ashe County,North Carolina,NC,1,0,26598,13503,4104,60.94,250,0.00,1,1.00,0
37011,Avery County,North Carolina,NC,1,0,17747,7941,2665,60.94,162,0.00,1,1.00,0
37013,Beaufort County,North Carolina,NC,0,0,44898,23477,7310,60.94,445,0.00,2,0.00,2
37015,Bertie County,North Carolina,NC,0,0,18105,8904,2565,60.94,156,0.00,1,0.00,1
37017,Bladen County,North Carolina,NC,0,0,30105,15676,5301,60.94,323,0.00,2,0.00,2
37019,Brunswick County,North Carolina,NC,2,0,144215,69234,18902,58.94,1114,0.00,6,0.33,4
37021,Buncombe County,North Carolina,NC,5,2,271534,138366,52869,46.21,2443,0.00,12,0.42,7
37023,Burke County,North Carolina,NC,0,0,87829,43702,14599,60.94,890,0.00,4,0.00,4
37025,Cabarrus County,North Carolina,NC,4,1,231278,112747,46735,57.34,2680,0.00,13,0.31,9
37027,Caldwell County,North Carolina,NC,1,0,80705,40709,13501,60.94,823,0.00,4,0.25,3
37029,Camden County,North Carolina,NC,0,0,10353,5033,1808,60.94,110,0.00,1,0.00,1
37031,Carteret County,North Carolina,NC,0,0,67944,34391,10175,60.94,620,0.00,3,0.00,3
37033,Caswell County,North Carolina,NC,0,0,22785,11170,3376,60.94,206,0.00,1,0.00,1
37035,Catawba County,North Carolina,NC,1,0,161723,81201,29019,57.62,1672,0.00,8,0.13,7
37037,Chatham County,North Carolina,NC,12,2,75070,39253,11906,60.94,726,0.00,4,3.00,-8
37039,Cherokee County,North Carolina,NC,0,0,28515,14504,3982,60.94,243,0.00,1,0.00,1
37041,Chowan County,North Carolina,NC,0,0,13796,7243,2135,60.94,130,0.00,1,0.00,1
37043,Clay County,North Carolina,NC,0,0,10997,5720,1442,60.94,88,0.00,0,0,0
37045,Cleveland County,North Carolina,NC,0,0,98898,51184,17933,60.94,1093,0.00,5,0.00,5
37047,Columbus County,North Carolina,NC,0,0,51474,25830,8682,60.94,529,0.00,3,0.00,3
37049,Craven County,North Carolina,NC,2,0,100674,50490,17796,69.4,1235,0.00,6,0.33,4
37051,Cumberland County,North Carolina,NC,1,1,335508,167618,72328,72.43,5239,0.00,26,0.04,25
37053,Currituck County,North Carolina,NC,0,0,27575,13797,4803,60.94,293,0.00,1,0.00,1
37055,Dare County,North Carolina,NC,0,0,36718,18258,5616,60.94,342,0.00,2,0.00,2
37057,Davidson County,North Carolina,NC,2,1,170637,85557,30202,59.3,1791,0.00,9,0.22,7
37059,Davie County,North Carolina,NC,2,1,42543,21786,6900,60.94,420,0.00,2,1.00,0
37061,Duplin County,North Carolina,NC,0,0,49836,25297,8560,60.94,522,0.00,3,0.00,3
37063,Durham County,North Carolina,NC,8,4,326126,166540,76492,55.48,4244,0.00,21,0.38,13
37065,Edgecombe County,North Carolina,NC,0,0,49609,26488,9059,60.94,552,0.00,3,0.00,3
37067,Forsyth County,North Carolina,NC,7,2,385523,199312,78804,56.29,4436,0.00,22,0.32,15
37069,Franklin County,North Carolina,NC,2,1,67598,33948,11828,60.94,721,0.00,4,0.50,2
37071,Gaston County,North Carolina,NC,1,0,230856,116440,44286,60.58,2683,0.00,13,0.08,12
37073,Gates County,North Carolina,NC,0,0,10584,5460,1683,60.94,103,0.00,1,0.00,1
37075,Graham County,North Carolina,NC,0,0,8089,4244,1471,60.94,90,0.00,0,0,0
37077,Granville County,North Carolina,NC,3,1,60854,29808,10319,60.94,629,0.00,3,1.00,0
37079,Greene County,North Carolina,NC,0,2,20524,9105,3134,60.94,191,0.00,1,0.00,1
37081,Guilford County,North Carolina,NC,6,0,542410,281499,116004,49.91,5790,0.00,29,0.21,23
37083,Halifax County,North Carolina,NC,0,0,49291,25383,8118,60.94,495,0.00,2,0.00,2
37085,Harnett County,North Carolina,NC,3,0,135966,66840,28245,66.28,1872,0.00,9,0.33,6
37087,Haywood County,North Carolina,NC,2,0,61695,31669,9825,60.94,599,0.00,3,0.67,1
37089,Henderson County,North Carolina,NC,2,0,116829,59796,18447,54.1,998,0.00,5,0.40,3
37091,Hertford County,North Carolina,NC,0,0,22010,11037,3777,60.94,230,0.00,1,0.00,1
37093,Hoke County,North Carolina,NC,1,0,52169,26319,11320,60.94,690,0.00,3,0.33,2
37095,Hyde County,North Carolina,NC,0,0,4697,2164,513,60.94,31,0.00,0,0,0
37097,Iredell County,North Carolina,NC,2,0,191968,92804,35332,54.68,1932,0.00,10,0.20,8
37099,Jackson County,North Carolina,NC,2,0,42983,21773,9362,60.94,571,0.00,3,0.67,1
37101,Johnston County,North Carolina,NC,3,2,226504,107125,44244,62.58,2769,0.00,14,0.21,11
37103,Jones County,North Carolina,NC,2,0,9326,4666,1401,60.94,85,0.00,0,0,-2
37105,Lee County,North Carolina,NC,1,0,62676,32100,11811,60.94,720,0.00,4,0.25,3
