REGION,STATE,COUNTY,NRPAWHSP,PCTRPAWHSP
1,Connecticut,Fairfield County,42945,24.5
1,Connecticut,Hartford County,39972,23.5
1,Connecticut,Litchfield County,2808,9.9
1,Connecticut,Middlesex County,2552,9.1
1,Connecticut,New Haven County,39255,23.4
1,Connecticut,New London County,7047,14.9
1,Connecticut,Tolland County,2360,7.3
1,Connecticut,Windham County,3422,15.7
1,Maine,Androscoggin County,508,2.6
1,Maine,Aroostook County,194,1.9
1,Maine,Cumberland County,1636,2.9
1,Maine,Franklin County,101,1.9
1,Maine,Hancock County,191,2.2
1,Maine,Kennebec County,468,2.2
1,Maine,Knox County,136,2.3
1,Maine,Lincoln County,108,2.2
1,Maine,Oxford County,191,2.1
1,Maine,Penobscot County,582,2
1,Maine,Piscataquis County,53,2.2
1,Maine,Sagadahoc County,123,2.1
1,Maine,Somerset County,115,1.4
1,Maine,Waldo County,109,1.7
1,Maine,Washington County,169,3.6
1,Maine,York County,895,2.5
1,Massachusetts,Barnstable County,1370,4.8
1,Massachusetts,Berkshire County,1560,7.4
1,Massachusetts,Bristol County,11458,10.7
1,Massachusetts,Dukes County,106,4.1
1,Massachusetts,Essex County,41170,27.6
1,Massachusetts,Franklin County,626,5.4
1,Massachusetts,Hampden County,30294,33
1,Massachusetts,Hampshire County,3006,7.4
1,Massachusetts,Middlesex County,32216,9.6
1,Massachusetts,Nantucket County,358,17.4
1,Massachusetts,Norfolk County,8667,6.3
1,Massachusetts,Plymouth County,4864,5.3
1,Massachusetts,Suffolk County,46225,21.3
1,Massachusetts,Worcester County,23946,15.1
1,New Hampshire,Belknap County,233,2.4
1,New Hampshire,Carroll County,184,2.8
1,New Hampshire,Cheshire County,390,2.8
1,New Hampshire,Coos County,127,2.9
1,New Hampshire,Grafton County,650,3.8
1,New Hampshire,Hillsborough County,7129,9.1
1,New Hampshire,Merrimack County,807,2.9
1,New Hampshire,Rockingham County,2272,4.3
1,New Hampshire,Strafford County,902,3.1
1,New Hampshire,Sullivan County,159,2.3
1,Rhode Island,Bristol County,371,4.2
1,Rhode Island,Kent County,2213,7.6
1,Rhode Island,Newport County,1193,8.5
1,Rhode Island,Providence County,35181,26.6
1,Rhode Island,Washington County,1187,5.1
1,Vermont,Addison County,262,3.8
1,Vermont,Bennington County,218,3.7
1,Vermont,Caledonia County,118,2.4
1,Vermont,Chittenden County,1267,3.4
1,Vermont,Essex County,25,3
1,Vermont,Franklin County,231,2.6
1,Vermont,Grand Isle County,35,3.1
1,Vermont,Lamoille County,108,2.3
1,Vermont,Orange County,105,2.3
1,Vermont,Orleans County,100,2.3
1,Vermont,Rutland County,214,2.3
1,Vermont,Washington County,278,2.7
1,Vermont,Windham County,245,3.6
1,Vermont,Windsor County,271,3.1
2,New Jersey,Atlantic County,10953,23.2
2,New Jersey,Bergen County,43854,25.6
2,New Jersey,Burlington County,8338,10.4
2,New Jersey,Camden County,20694,20.9
2,New Jersey,Cape May County,1614,12.1
2,New Jersey,Cumberland County,9829,37.3
2,New Jersey,Essex County,41471,25.4
2,New Jersey,Gloucester County,4630,8.4
2,New Jersey,Hudson County,60535,39.1
2,New Jersey,Hunterdon County,1851,9.2
2,New Jersey,Mercer County,14682,20.1
2,New Jersey,Middlesex County,40321,24.8
2,New Jersey,Monmouth County,14223,13.3
2,New Jersey,Morris County,14614,16.7
2,New Jersey,Ocean County,11759,12.2
2,New Jersey,Passaic County,46310,46.7
2,New Jersey,Salem County,1288,11.9
2,New Jersey,Somerset County,10831,18.1
2,New Jersey,Sussex County,2887,12.2
2,New Jersey,Union County,39204,36.5
2,New Jersey,Warren County,2364,13.1
2,New York,Albany County,5171,7.9
2,New York,Allegany County,192,2.3
2,New York,Bronx County,181648,59
2,New York,Broome County,2212,6
2,New York,Cattaraugus County,382,2.9
2,New York,Cayuga County,395,3.1
2,New York,Chautauqua County,2209,10
2,New York,Chemung County,521,3.6
2,New York,Chenango County,191,2.5
2,New York,Clinton County,481,3.2
2,New York,Columbia County,575,6.2
2,New York,Cortland County,388,3.7
2,New York,Delaware County,403,5.9
2,New York,Dutchess County,8397,15.4
2,New York,Erie County,13246,7.5
2,New York,Essex County,145,2.7
2,New York,Franklin County,180,2.3
2,New York,Fulton County,408,4.6
2,New York,Genesee County,377,3.9
2,New York,Greene County,528,7.5
2,New York,Hamilton County,16,2.9
2,New York,Herkimer County,270,2.6
2,New York,Jefferson County,2007,9.6
2,New York,Kings County,107771,18.8
2,New York,Lewis County,69,1.6
2,New York,Livingston County,521,4.3
2,New York,Madison County,481,3.6
2,New York,Monroe County,16858,11.5
2,New York,Montgomery County,1669,19.2
2,New York,Nassau County,49297,20.2
2,New York,New York County,92538,23
2,New York,Niagara County,1562,4.2
2,New York,Oneida County,3113,7.8
2,New York,Onondaga County,5907,6.5
2,New York,Ontario County,1231,6.4
2,New York,Orange County,18219,25.6
2,New York,Orleans County,522,7.3
2,New York,Oswego County,787,3.6
2,New York,Otsego County,677,5.6
2,New York,Putnam County,3399,20.4
2,New York,Queens County,131394,29.1
2,New York,Rensselaer County,2202,7.2
2,New York,Richmond County,19823,21.9
2,New York,Rockland County,12686,21.7
2,New York,St. Lawrence County,540,2.7
2,New York,Saratoga County,1809,4.4
2,New York,Schenectady County,2677,9
2,New York,Schoharie County,239,4.5
2,New York,Schuyler County,92,3.2
2,New York,Seneca County,182,3.3
2,New York,Steuben County,370,2.3
2,New York,Suffolk County,63007,23.7
2,New York,Sullivan County,2515,20.1
2,New York,Tioga County,235,3
2,New York,Tompkins County,1886,7.1
2,New York,Ulster County,4134,13.1
2,New York,Warren County,376,3.6
2,New York,Washington County,249,2.6
2,New York,Wayne County,842,5.6
2,New York,Westchester County,54027,30
2,New York,Wyoming County,168,2.7
2,New York,Yates County,118,2.6
3,Delaware,Kent County,3122,8.7
3,Delaware,New Castle County,13559,12.1
3,Delaware,Sussex County,4174,12.6
3,District of Columbia,District of Columbia,19872,10.4
3,Maryland,Allegany County,235,1.9
3,Maryland,Anne Arundel County,10991,9.8
3,Maryland,Baltimore County,10419,6.4
3,Maryland,Calvert County,981,5.9
3,Maryland,Caroline County,510,8.4
3,Maryland,Carroll County,1445,4.9
3,Maryland,Cecil County,1021,5.4
3,Maryland,Charles County,2367,7.3
3,Maryland,Dorchester County,493,9
3,Maryland,Frederick County,6393,12.8
3,Maryland,Garrett County,67,1.5
3,Maryland,Harford County,2729,5.8
3,Maryland,Howard County,5500,8.6
3,Maryland,Kent County,173,5.3
3,Maryland,Montgomery County,45012,22.3
3,Maryland,Prince George's County,37477,20.1
3,Maryland,Queen Anne's County,468,5.7
3,Maryland,St. Mary's County,1498,6.7
3,Maryland,Somerset County,250,5.3
3,Maryland,Talbot County,541,10.2
3,Maryland,Washington County,1880,7.2
3,Maryland,Wicomico County,1264,5.5
3,Maryland,Worcester County,425,5.5
3,Maryland,Baltimore City,7604,5.5
3,Pennsylvania,Adams County,1601,9.1
3,Pennsylvania,Allegheny County,6861,2.9
3,Pennsylvania,Armstrong County,104,1
3,Pennsylvania,Beaver County,714,2.6
3,Pennsylvania,Bedford County,113,1.5
3,Pennsylvania,Berks County,21671,27.8
3,Pennsylvania,Blair County,330,1.6
3,Pennsylvania,Bradford County,185,1.9
3,Pennsylvania,Bucks County,7867,7.3
3,Pennsylvania,Butler County,698,2.1
3,Pennsylvania,Cambria County,464,2.2
3,Pennsylvania,Cameron County,12,2.1
3,Pennsylvania,Carbon County,762,7.5
3,Pennsylvania,Centre County,1489,4
3,Pennsylvania,Chester County,8586,8.9
3,Pennsylvania,Clarion County,91,1.2
3,Pennsylvania,Clearfield County,171,1.4
3,Pennsylvania,Clinton County,143,1.9
3,Pennsylvania,Columbia County,516,3.9
3,Pennsylvania,Crawford County,322,2.2
3,Pennsylvania,Cumberland County,2697,5.7
3,Pennsylvania,Dauphin County,6410,12.1
3,Pennsylvania,Delaware County,5494,4.9
3,Pennsylvania,Elk County,46,1
3,Pennsylvania,Erie County,2803,5.6
3,Pennsylvania,Fayette County,334,1.6
3,Pennsylvania,Forest County,14,2.9
3,Pennsylvania,Franklin County,2180,8
3,Pennsylvania,Fulton County,40,1.7
3,Pennsylvania,Greene County,80,1.4
3,Pennsylvania,Huntingdon County,144,2
3,Pennsylvania,Indiana County,288,1.8
3,Pennsylvania,Jefferson County,89,1.3
3,Pennsylvania,Juniata County,207,5
3,Pennsylvania,Lackawanna County,4190,11
3,Pennsylvania,Lancaster County,14038,13.8
3,Pennsylvania,Lawrence County,278,2
3,Pennsylvania,Lebanon County,4574,18.3
3,Pennsylvania,Lehigh County,23207,32.6
3,Pennsylvania,Luzerne County,10181,18.4
3,Pennsylvania,Lycoming County,625,3
3,Pennsylvania,McKean County,115,1.7
3,Pennsylvania,Mercer County,292,1.6
3,Pennsylvania,Mifflin County,159,2.2
3,Pennsylvania,Monroe County,6326,20.5
3,Pennsylvania,Montgomery County,10068,6.6
3,Pennsylvania,Montour County,94,3.1
3,Pennsylvania,Northampton County,9998,17.9
3,Pennsylvania,Northumberland County,770,5.3
3,Pennsylvania,Perry County,225,2.9
3,Pennsylvania,Philadelphia County,57037,15.6
3,Pennsylvania,Pike County,1280,15.4
3,Pennsylvania,Potter County,53,2.1
3,Pennsylvania,Schuylkill County,1386,6.3
3,Pennsylvania,Snyder County,217,2.9
3,Pennsylvania,Somerset County,138,1.3
3,Pennsylvania,Sullivan County,14,1.8
3,Pennsylvania,Susquehanna County,145,2.5
3,Pennsylvania,Tioga County,117,1.7
3,Pennsylvania,Union County,304,3.9
3,Pennsylvania,Venango County,103,1.3
3,Pennsylvania,Warren County,87,1.5
3,Pennsylvania,Washington County,788,2.3
3,Pennsylvania,Wayne County,418,5.9
3,Pennsylvania,Westmoreland County,921,1.7
3,Pennsylvania,Wyoming County,109,2.5
3,Pennsylvania,York County,8638,10.7
3,Virginia,Accomack County,578,11.8
3,Virginia,Albemarle County,1554,6.9
3,Virginia,Alleghany County,44,1.9
3,Virginia,Amelia County,88,4.1
3,Virginia,Amherst County,201,3.8
3,Virginia,Appomattox County,53,1.9
3,Virginia,Arlington County,8757,14.5
3,Virginia,Augusta County,533,4.4
3,Virginia,Bath County,18,3.1
3,Virginia,Bedford County,452,3.6
3,Virginia,Bland County,10,1.2
3,Virginia,Botetourt County,127,2.5
3,Virginia,Brunswick County,72,3.1
3,Virginia,Buchanan County,47,1.5
3,Virginia,Buckingham County,82,3.4
3,Virginia,Campbell County,362,3.7
3,Virginia,Caroline County,395,7.1
3,Virginia,Carroll County,266,5.9
3,Virginia,Charles City County,26,2.6
3,Virginia,Charlotte County,40,2.2
3,Virginia,Chesterfield County,7795,11.2
3,Virginia,Clarke County,187,8.3
3,Virginia,Craig County,16,2.1
3,Virginia,Culpeper County,1292,13.7
3,Virginia,Cumberland County,64,3.8
3,Virginia,Dickenson County,34,1.5
3,Virginia,Dinwiddie County,262,5.1
3,Virginia,Essex County,86,4.7
3,Virginia,Fairfax County,40808,17.9
3,Virginia,Fauquier County,1410,11.3
3,Virginia,Floyd County,82,3.4
3,Virginia,Fluvanna County,229,4.2
3,Virginia,Franklin County,362,4.2
3,Virginia,Frederick County,1877,11.7
3,Virginia,Giles County,76,2.8
3,Virginia,Gloucester County,338,5.4
3,Virginia,Goochland County,169,4.6
3,Virginia,Grayson County,118,5.5
3,Virginia,Greene County,281,8.1
3,Virginia,Greensville County,47,3.5
3,Virginia,Halifax County,160,3
3,Virginia,Hanover County,754,4
3,Virginia,Henrico County,4533,6.8
3,Virginia,Henry County,639,8.1
3,Virginia,Highland County,3,1.2
3,Virginia,Isle of Wight County,328,5.2
3,Virginia,James City County,1031,8.5
3,Virginia,King and Queen County,41,4
3,Virginia,King George County,357,7
3,Virginia,King William County,103,3.3
3,Virginia,Lancaster County,37,2.9
3,Virginia,Lee County,47,1.4
3,Virginia,Loudoun County,13251,15.4
3,Virginia,Louisa County,246,4
3,Virginia,Lunenburg County,118,6.8
3,Virginia,Madison County,117,5.5
3,Virginia,Mathews County,48,4.2
3,Virginia,Mecklenburg County,148,3.3
3,Virginia,Middlesex County,63,4.9
3,Virginia,Montgomery County,1045,4.3
3,Virginia,Nelson County,133,6
3,Virginia,New Kent County,155,4
3,Virginia,Northampton County,179,11
3,Virginia,Northumberland County,87,6.3
3,Virginia,Nottoway County,143,6.2
3,Virginia,Orange County,444,7.2
3,Virginia,Page County,105,2.7
3,Virginia,Patrick County,103,4.3
3,Virginia,Pittsylvania County,323,3.5
3,Virginia,Powhatan County,143,3.1
3,Virginia,Prince Edward County,144,2.8
3,Virginia,Prince George County,748,10.8
3,Virginia,Prince William County,26552,27.2
3,Virginia,Pulaski County,134,2.6
3,Virginia,Rappahannock County,81,7.6
3,Virginia,Richmond County,102,8.7
3,Virginia,Roanoke County,739,4.5
3,Virginia,Rockbridge County,96,2.8
3,Virginia,Rockingham County,1382,9.3
3,Virginia,Russell County,68,1.6
3,Virginia,Scott County,63,1.9
3,Virginia,Shenandoah County,755,10.5
3,Virginia,Smyth County,146,3
3,Virginia,Southampton County,85,3.1
3,Virginia,Spotsylvania County,3255,12.5
3,Virginia,Stafford County,5186,16.8
3,Virginia,Surry County,30,3.2
3,Virginia,Sussex County,84,6.3
3,Virginia,Tazewell County,72,1.1
3,Virginia,Warren County,510,7
3,Virginia,Washington County,149,1.7
3,Virginia,Westmoreland County,223,8.1
3,Virginia,Wise County,92,1.5
3,Virginia,Wythe County,74,1.6
3,Virginia,York County,1145,9
3,Virginia,Alexandria City,6517,16.7
3,Virginia,Bristol City,89,3
3,Virginia,Buena Vista City,64,4.7
3,Virginia,Charlottesville City,682,5.3
3,Virginia,Chesapeake City,4110,8.3
3,Virginia,Colonial Heights City,257,8
3,Virginia,Covington City,19,2
3,Virginia,Danville City,344,4.8
3,Virginia,Emporia City,72,7.2
3,Virginia,Fairfax City,882,19
3,Virginia,Falls Church City,335,11.9
3,Virginia,Franklin City,49,3.5
3,Virginia,Fredericksburg City,766,9.7
3,Virginia,Galax City,237,21
3,Virginia,Hampton City,2218,7.8
3,Virginia,Harrisonburg City,2905,17.4
3,Virginia,Hopewell City,466,10.2
3,Virginia,Lexington City,68,4.2
3,Virginia,Lynchburg City,1259,5.7
3,Virginia,Manassas City,3488,41.7
3,Virginia,Manassas Park City,1551,39.8
3,Virginia,Martinsville City,146,6.7
3,Virginia,Newport News City,4125,10.4
3,Virginia,Norfolk City,5139,9.5
3,Virginia,Norton City,27,3.5
3,Virginia,Petersburg City,320,5.1
3,Virginia,Poquoson City,87,4.3
3,Virginia,Portsmouth City,1113,5.6
3,Virginia,Radford City,220,3.6
3,Virginia,Richmond City,4043,7
3,Virginia,Roanoke City,1384,7
3,Virginia,Salem City,248,4.9
3,Virginia,Staunton City,213,4.2
3,Virginia,Suffolk City,1056,5.9
3,Virginia,Virginia Beach City,9916,10.7
3,Virginia,Waynesboro City,512,11.7
3,Virginia,Williamsburg City,340,7.5
3,Virginia,Winchester City,1064,18.9
3,West Virginia,Barbour County,43,1.4
3,West Virginia,Berkeley County,1289,5.6
3,West Virginia,Boone County,21,0.6
3,West Virginia,Braxton County,21,1
3,West Virginia,Brooke County,34,1
3,West Virginia,Cabell County,291,1.6
3,West Virginia,Calhoun County,19,1.8
3,West Virginia,Clay County,11,0.8
3,West Virginia,Doddridge County,9,0.7
3,West Virginia,Fayette County,95,1.4
3,West Virginia,Gilmer County,39,3.3
3,West Virginia,Grant County,30,1.7
3,West Virginia,Greenbrier County,133,2.4
3,West Virginia,Hampshire County,72,2
3,West Virginia,Hancock County,74,1.6
3,West Virginia,Hardy County,99,4.7
3,West Virginia,Harrison County,249,2.1
3,West Virginia,Jackson County,59,1.3
3,West Virginia,Jefferson County,823,7.9
3,West Virginia,Kanawha County,527,1.7
3,West Virginia,Lewis County,37,1.4
3,West Virginia,Lincoln County,22,0.7
3,West Virginia,Logan County,59,1.1
3,West Virginia,McDowell County,31,1.1
3,West Virginia,Marion County,144,1.4
3,West Virginia,Marshall County,62,1.3
3,West Virginia,Mason County,37,0.8
3,West Virginia,Mercer County,127,1.2
3,West Virginia,Mineral County,68,1.6
3,West Virginia,Mingo County,24,0.6
3,West Virginia,Monongalia County,676,2.6
3,West Virginia,Monroe County,19,1
3,West Virginia,Morgan County,74,2.7
3,West Virginia,Nicholas County,51,1.3
3,West Virginia,Ohio County,109,1.5
3,West Virginia,Pendleton County,26,2.7
3,West Virginia,Pleasants County,17,1.5
3,West Virginia,Pocahontas County,24,2
3,West Virginia,Preston County,93,1.6
3,West Virginia,Putnam County,158,1.6
3,West Virginia,Raleigh County,186,1.5
3,West Virginia,Randolph County,56,1.3
3,West Virginia,Ritchie County,19,1.3
3,West Virginia,Roane County,28,1.3
3,West Virginia,Summers County,94,4.1
3,West Virginia,Taylor County,31,1.1
3,West Virginia,Tucker County,17,1.7
3,West Virginia,Tyler County,12,0.9
3,West Virginia,Upshur County,75,1.7
3,West Virginia,Wayne County,53,0.8
3,West Virginia,Webster County,12,1
3,West Virginia,Wetzel County,21,0.9
3,West Virginia,Wirt County,11,1.2
3,West Virginia,Wood County,200,1.4
3,West Virginia,Wyoming County,35,1
4,Alabama,Autauga County,366,3.4
4,Alabama,Baldwin County,2101,5.4
4,Alabama,Barbour County,170,4.5
4,Alabama,Bibb County,137,3.7
4,Alabama,Blount County,1149,11.2
4,Alabama,Bullock County,206,12.9
4,Alabama,Butler County,45,1.3
4,Alabama,Calhoun County,979,4.4
4,Alabama,Chambers County,137,2.3
4,Alabama,Cherokee County,110,2.7
4,Alabama,Chilton County,683,8.3
4,Alabama,Choctaw County,21,1
4,Alabama,Clarke County,67,1.6
4,Alabama,Clay County,82,3.6
4,Alabama,Cleburne County,68,2.7
4,Alabama,Coffee County,879,9.1
4,Alabama,Colbert County,334,3.4
4,Alabama,Conecuh County,56,2.8
4,Alabama,Coosa County,41,2.7
4,Alabama,Covington County,124,2
4,Alabama,Crenshaw County,50,2.1
4,Alabama,Cullman County,787,5.3
4,Alabama,Dale County,773,8.2
4,Alabama,Dallas County,60,0.9
4,Alabama,DeKalb County,2387,18.6
4,Alabama,Elmore County,606,3.7
4,Alabama,Escambia County,168,2.7
4,Alabama,Etowah County,915,4.9
4,Alabama,Fayette County,70,2.6
4,Alabama,Franklin County,1158,20.8
4,Alabama,Geneva County,213,4.8
4,Alabama,Greene County,19,1.4
4,Alabama,Hale County,39,1.4
4,Alabama,Henry County,103,3.6
4,Alabama,Houston County,748,3.7
4,Alabama,Jackson County,344,3.9
4,Alabama,Jefferson County,5445,4
4,Alabama,Lamar County,54,2.4
4,Alabama,Lauderdale County,627,3.5
4,Alabama,Lawrence County,152,2.7
4,Alabama,Lee County,1421,3.6
4,Alabama,Limestone County,1412,7.7
4,Alabama,Lowndes County,43,2.5
4,Alabama,Macon County,72,1.8
4,Alabama,Madison County,4176,5.7
4,Alabama,Marengo County,106,3.1
4,Alabama,Marion County,145,2.9
4,Alabama,Marshall County,2763,16.1
4,Alabama,Mobile County,2671,3.2
4,Alabama,Monroe County,77,2.1
4,Alabama,Montgomery County,1501,3.2
4,Alabama,Morgan County,2130,10
4,Alabama,Perry County,33,1.8
4,Alabama,Pickens County,213,6.1
4,Alabama,Pike County,204,2.6
4,Alabama,Randolph County,142,3.7
4,Alabama,Russell County,748,6.3
4,Alabama,St. Clair County,474,2.9
4,Alabama,Shelby County,2774,6.5
4,Alabama,Sumter County,39,1.4
4,Alabama,Talladega County,333,2.2
4,Alabama,Tallapoosa County,165,2.5
4,Alabama,Tuscaloosa County,1783,3.6
4,Alabama,Walker County,268,2.4
4,Alabama,Washington County,44,1.6
4,Alabama,Wilcox County,18,0.9
4,Alabama,Winston County,157,4
4,Florida,Alachua County,9063,13.3
4,Florida,Baker County,150,2.9
4,Florida,Bay County,2452,8
4,Florida,Bradford County,209,4.9
4,Florida,Brevard County,13565,14.2
4,Florida,Broward County,128019,34.2
4,Florida,Calhoun County,122,5.7
4,Florida,Charlotte County,2900,14.4
4,Florida,Citrus County,1536,8.6
4,Florida,Clay County,5264,12.8
4,Florida,Collier County,22867,43.1
4,Florida,Columbia County,882,7.5
4,Florida,DeSoto County,2002,37.1
4,Florida,Dixie County,95,4.3
4,Florida,Duval County,23419,11.7
4,Florida,Escambia County,4159,6.7
4,Florida,Flagler County,2393,14.7
4,Florida,Franklin County,71,4.8
4,Florida,Gadsden County,1031,12
4,Florida,Gilchrist County,190,6.8
4,Florida,Glades County,623,33.9
4,Florida,Gulf County,64,3.4
4,Florida,Hamilton County,214,11.3
4,Florida,Hardee County,2384,51.6
4,Florida,Hendry County,4427,58.6
4,Florida,Hernando County,5758,19.2
4,Florida,Highlands County,4096,29.1
4,Florida,Hillsborough County,98128,31.8
4,Florida,Holmes County,87,3
4,Florida,Indian River County,4003,18.9
4,Florida,Jackson County,325,4.6
4,Florida,Jefferson County,84,4.6
4,Florida,Lafayette County,224,17.1
4,Florida,Lake County,13322,22.7
4,Florida,Lee County,38155,32
4,Florida,Leon County,6218,8.1
4,Florida,Levy County,744,11.4
4,Florida,Liberty County,76,6.7
4,Florida,Madison County,162,5.7
4,Florida,Manatee County,14519,23.7
4,Florida,Marion County,10750,18.9
4,Florida,Martin County,4156,20
4,Florida,Miami-Dade County,358017,68
4,Florida,Monroe County,3550,30.9
4,Florida,Nassau County,900,6.3
4,Florida,Okaloosa County,4898,12.3
4,Florida,Okeechobee County,2129,31.5
4,Florida,Orange County,108625,34.3
4,Florida,Osceola County,47163,59.8
4,Florida,Palm Beach County,72413,28.6
4,Florida,Pasco County,20358,21.4
4,Florida,Pinellas County,21514,13.5
4,Florida,Polk County,40949,30.2
4,Florida,Putnam County,1501,12.9
4,Florida,St. Johns County,4262,9.4
4,Florida,St. Lucie County,13541,25.1
4,Florida,Santa Rosa County,2430,7.4
4,Florida,Sarasota County,9067,16.6
4,Florida,Seminole County,25201,26.3
4,Florida,Sumter County,1110,13.7
4,Florida,Suwannee County,856,12.7
4,Florida,Taylor County,108,3.5
4,Florida,Union County,92,4.9
4,Florida,Volusia County,17465,19.3
4,Florida,Wakulla County,264,4.8
4,Florida,Walton County,922,7.8
4,Florida,Washington County,190,4.7
4,Georgia,Appling County,360,11.4
4,Georgia,Atkinson County,466,29.7
4,Georgia,Bacon County,172,8.3
4,Georgia,Baker County,33,7
4,Georgia,Baldwin County,252,2.6
4,Georgia,Banks County,280,8.3
4,Georgia,Barrow County,2273,13.2
4,Georgia,Bartow County,2168,10.3
4,Georgia,Ben Hill County,243,7.9
4,Georgia,Berrien County,211,6
4,Georgia,Bibb County,1091,3.4
4,Georgia,Bleckley County,98,3.5
4,Georgia,Brantley County,71,2.1
4,Georgia,Brooks County,185,7.3
4,Georgia,Bryan County,815,9.6
4,Georgia,Bulloch County,794,3.9
4,Georgia,Burke County,135,3.2
4,Georgia,Butts County,158,3.8
4,Georgia,Calhoun County,39,4.7
4,Georgia,Camden County,915,8.6
4,Georgia,Candler County,231,12.1
4,Georgia,Carroll County,2011,7.7
4,Georgia,Catoosa County,511,4.1
4,Georgia,Charlton County,74,4
4,Georgia,Chatham County,4685,7.4
4,Georgia,Chattahoochee County,361,17.7
4,Georgia,Chattooga County,216,5.2
4,Georgia,Cherokee County,6141,12.4
4,Georgia,Clarke County,3557,9.5
4,Georgia,Clay County,13,2.7
4,Georgia,Clayton County,8339,12.4
4,Georgia,Clinch County,107,8.4
4,Georgia,Cobb County,22775,14.1
4,Georgia,Coffee County,1085,13.5
4,Georgia,Colquitt County,1796,21.1
4,Georgia,Columbia County,2796,8.8
4,Georgia,Cook County,246,7.4
4,Georgia,Coweta County,2342,8.1
4,Georgia,Crawford County,91,4.7
4,Georgia,Crisp County,161,3.9
4,Georgia,Dade County,84,2.8
4,Georgia,Dawson County,321,7.1
4,Georgia,Decatur County,399,8.1
4,Georgia,DeKalb County,13398,7.9
4,Georgia,Dodge County,118,3.6
4,Georgia,Dooly County,186,9.5
4,Georgia,Dougherty County,561,2.9
4,Georgia,Douglas County,3426,11
4,Georgia,Early County,44,2.4
4,Georgia,Echols County,238,31.6
4,Georgia,Effingham County,746,5.7
4,Georgia,Elbert County,238,7.3
4,Georgia,Emanuel County,190,4.6
4,Georgia,Evans County,254,12.5
4,Georgia,Fannin County,103,2.9
4,Georgia,Fayette County,1941,9.7
4,Georgia,Floyd County,2476,12.7
4,Georgia,Forsyth County,5104,10.7
4,Georgia,Franklin County,211,5
4,Georgia,Fulton County,18159,7.4
4,Georgia,Gilmer County,741,16.2
4,Georgia,Glascock County,13,2.5
4,Georgia,Glynn County,1253,8
4,Georgia,Gordon County,2178,19.6
4,Georgia,Grady County,638,14.4
4,Georgia,Greene County,216,8.2
4,Georgia,Gwinnett County,46457,23.5
4,Georgia,Habersham County,1685,18.6
4,Georgia,Hall County,13521,34.5
4,Georgia,Hancock County,23,2.2
4,Georgia,Haralson County,116,2
4,Georgia,Harris County,286,4.9
4,Georgia,Hart County,196,4.7
4,Georgia,Heard County,63,3
4,Georgia,Henry County,3882,7.8
4,Georgia,Houston County,2319,7
4,Georgia,Irwin County,72,4.6
4,Georgia,Jackson County,1458,10.3
4,Georgia,Jasper County,112,4.5
4,Georgia,Jeff Davis County,385,13.5
4,Georgia,Jefferson County,117,4.4
4,Georgia,Jenkins County,128,8.6
4,Georgia,Johnson County,45,3.2
4,Georgia,Jones County,109,2.1
4,Georgia,Lamar County,117,2.9
4,Georgia,Lanier County,186,9.1
4,Georgia,Laurens County,298,3.3
4,Georgia,Lee County,210,3.6
4,Georgia,Liberty County,2059,14.7
4,Georgia,Lincoln County,38,3.1
4,Georgia,Long County,458,11.2
4,Georgia,Lowndes County,1687,6.1
4,Georgia,Lumpkin County,437,6.1
4,Georgia,McDuffie County,162,4.2
4,Georgia,McIntosh County,74,3.5
4,Georgia,Macon County,82,4.2
4,Georgia,Madison County,388,7.2
4,Georgia,Marion County,124,9.4
4,Georgia,Meriwether County,92,2.5
4,Georgia,Miller County,36,3.7
4,Georgia,Mitchell County,207,5.7
4,Georgia,Monroe County,128,2.7
4,Georgia,Montgomery County,143,8.4
4,Georgia,Morgan County,110,3.3
4,Georgia,Murray County,1459,19.1
4,Georgia,Muscogee County,3351,8.2
4,Georgia,Newton County,1572,6.7
4,Georgia,Oconee County,485,6.5
4,Georgia,Oglethorpe County,166,6.3
4,Georgia,Paulding County,2840,8.1
4,Georgia,Peach County,494,8.6
4,Georgia,Pickens County,246,4.6
4,Georgia,Pierce County,189,5.4
4,Georgia,Pike County,66,1.8
4,Georgia,Polk County,1153,14.4
4,Georgia,Pulaski County,92,3.9
4,Georgia,Putnam County,259,7.5
4,Georgia,Quitman County,10,3.2
4,Georgia,Rabun County,262,10.2
4,Georgia,Randolph County,38,3.3
4,Georgia,Richmond County,2317,5.4
4,Georgia,Rockdale County,1982,11
4,Georgia,Schley County,54,5.6
4,Georgia,Screven County,65,2.7
4,Georgia,Seminole County,50,3.7
4,Georgia,Spalding County,660,5.3
4,Georgia,Stephens County,196,4.1
4,Georgia,Stewart County,36,5.7
4,Georgia,Sumter County,346,5.7
4,Georgia,Talbot County,30,3.2
4,Georgia,Taliaferro County,7,3.4
4,Georgia,Tattnall County,573,15.1
4,Georgia,Taylor County,36,2.7
4,Georgia,Telfair County,103,4.9
4,Georgia,Terrell County,46,3.1
4,Georgia,Thomas County,317,3.9
4,Georgia,Tift County,1066,12.8
4,Georgia,Toombs County,654,12.7
4,Georgia,Towns County,85,4.7
4,Georgia,Treutlen County,18,1.5
4,Georgia,Troup County,573,4
4,Georgia,Turner County,69,5
4,Georgia,Twiggs County,32,2.6
4,Georgia,Union County,178,5.7
4,Georgia,Upson County,125,2.6
4,Georgia,Walker County,339,2.7
4,Georgia,Walton County,1038,5.7
4,Georgia,Ware County,299,4.8
