REGION,STATE,COUNTY,NRPAWHSP,PCTRPAWHSP
7,Iowa,Lee County,242,4.5
7,Iowa,Linn County,1934,4.3
7,Iowa,Louisa County,366,19.7
7,Iowa,Lucas County,36,2.8
7,Iowa,Lyon County,63,3.2
7,Iowa,Madison County,92,3.3
7,Iowa,Mahaska County,123,3.1
7,Iowa,Marion County,156,2.6
7,Iowa,Marshall County,2049,30.3
7,Iowa,Mills County,118,4.7
7,Iowa,Mitchell County,31,1.8
7,Iowa,Monona County,37,2.7
7,Iowa,Monroe County,45,3.5
7,Iowa,Montgomery County,91,5.7
7,Iowa,Muscatine County,1736,22.5
7,Iowa,O'Brien County,157,7.1
7,Iowa,Osceola County,80,9.4
7,Iowa,Page County,109,4.8
7,Iowa,Palo Alto County,53,3.8
7,Iowa,Plymouth County,321,7.5
7,Iowa,Pocahontas County,56,5.8
7,Iowa,Polk County,9656,9.4
7,Iowa,Pottawattamie County,1651,9.8
7,Iowa,Poweshiek County,188,5.3
7,Iowa,Ringgold County,28,3.7
7,Iowa,Sac County,57,4
7,Iowa,Scott County,2844,8.6
7,Iowa,Shelby County,72,4.1
7,Iowa,Sioux County,819,12.1
7,Iowa,Story County,1066,4.3
7,Iowa,Tama County,377,13.8
7,Iowa,Taylor County,83,8.9
7,Iowa,Union County,88,4
7,Iowa,Van Buren County,26,2.4
7,Iowa,Wapello County,796,12.7
7,Iowa,Warren County,397,4.1
7,Iowa,Washington County,332,8.8
7,Iowa,Wayne County,20,1.9
7,Iowa,Webster County,427,7
7,Iowa,Winnebago County,118,6.9
7,Iowa,Winneshiek County,99,2.6
7,Iowa,Woodbury County,3900,19.6
7,Iowa,Worth County,60,4.9
7,Iowa,Wright County,321,16.4
7,Kansas,Allen County,95,4.4
7,Kansas,Anderson County,41,3.3
7,Kansas,Atchison County,112,3.5
7,Kansas,Barber County,41,6.1
7,Kansas,Barton County,923,20.5
7,Kansas,Bourbon County,76,3
7,Kansas,Brown County,73,4.8
7,Kansas,Butler County,758,6.2
7,Kansas,Chase County,25,6.6
7,Kansas,Chautauqua County,29,6.3
7,Kansas,Cherokee County,109,3.2
7,Kansas,Cheyenne County,39,10.2
7,Kansas,Clark County,46,14
7,Kansas,Clay County,46,3.6
7,Kansas,Cloud County,71,4.9
7,Kansas,Coffey County,47,3.6
7,Kansas,Comanche County,38,14.8
7,Kansas,Cowley County,810,12.9
7,Kansas,Crawford County,600,7.3
7,Kansas,Decatur County,25,6.3
7,Kansas,Dickinson County,199,6.5
7,Kansas,Doniphan County,53,3.9
7,Kansas,Douglas County,2376,7.5
7,Kansas,Edwards County,116,27.4
7,Kansas,Elk County,25,7.7
7,Kansas,Ellis County,516,8.2
7,Kansas,Ellsworth County,58,7.2
7,Kansas,Finney County,3883,55.1
7,Kansas,Ford County,3888,62.1
7,Kansas,Franklin County,256,5.6
7,Kansas,Geary County,1343,18.5
7,Kansas,Gove County,19,4.9
7,Kansas,Graham County,19,5.5
7,Kansas,Grant County,690,52.5
7,Kansas,Gray County,228,20.4
7,Kansas,Greeley County,49,24.1
7,Kansas,Greenwood County,47,5.4
7,Kansas,Hamilton County,203,45.1
7,Kansas,Harper County,61,7.6
7,Kansas,Harvey County,850,13.8
7,Kansas,Haskell County,234,32.4
7,Kansas,Hodgeman County,30,11.5
7,Kansas,Jackson County,114,5.4
7,Kansas,Jefferson County,124,4
7,Kansas,Jewell County,15,4.4
7,Kansas,Johnson County,11360,9.5
7,Kansas,Kearny County,247,36
7,Kansas,Kingman County,72,6.1
7,Kansas,Kiowa County,31,7.3
7,Kansas,Labette County,185,5.9
7,Kansas,Lane County,30,12.6
7,Kansas,Leavenworth County,1252,8.9
7,Kansas,Lincoln County,22,5.2
7,Kansas,Linn County,53,3.5
7,Kansas,Logan County,38,8.4
7,Kansas,Lyon County,1638,21.7
7,Kansas,McPherson County,285,5.5
7,Kansas,Marion County,128,6.5
7,Kansas,Marshall County,52,3.4
7,Kansas,Meade County,146,21.8
7,Kansas,Miami County,269,4.6
7,Kansas,Mitchell County,34,3.8
7,Kansas,Montgomery County,429,8.1
7,Kansas,Morris County,54,6.5
7,Kansas,Morton County,83,22
7,Kansas,Nemaha County,50,3.1
7,Kansas,Neosho County,169,6.2
7,Kansas,Ness County,76,18.5
7,Kansas,Norton County,48,6.7
7,Kansas,Osage County,108,4.2
7,Kansas,Osborne County,11,2.2
7,Kansas,Ottawa County,32,3.7
7,Kansas,Pawnee County,76,8.4
7,Kansas,Phillips County,52,6.4
7,Kansas,Pottawatomie County,285,6.2
7,Kansas,Pratt County,145,9.5
7,Kansas,Rawlins County,35,10.3
7,Kansas,Reno County,1337,12.7
7,Kansas,Republic County,20,3.2
7,Kansas,Rice County,211,12.9
7,Kansas,Riley County,1859,9.2
7,Kansas,Rooks County,24,3
7,Kansas,Rush County,30,7.1
7,Kansas,Russell County,50,4.8
7,Kansas,Saline County,1456,15
7,Kansas,Scott County,188,23.7
7,Kansas,Sedgwick County,18077,17.6
7,Kansas,Seward County,2962,69.1
7,Kansas,Shawnee County,4958,15.1
7,Kansas,Sheridan County,34,8.7
7,Kansas,Sherman County,170,16.6
7,Kansas,Smith County,19,3.9
7,Kansas,Stafford County,102,16.9
7,Kansas,Stanton County,136,39
7,Kansas,Stevens County,409,42.9
7,Kansas,Sumner County,278,7.3
7,Kansas,Thomas County,143,9.3
7,Kansas,Trego County,20,5
7,Kansas,Wabaunsee County,61,5.6
7,Kansas,Wallace County,28,12.2
7,Kansas,Washington County,40,5.1
7,Kansas,Wichita County,133,39.9
7,Kansas,Wilson County,74,5.5
7,Kansas,Woodson County,27,5.6
7,Kansas,Wyandotte County,10741,31.9
7,Missouri,Adair County,198,2.9
7,Missouri,Andrew County,92,3
7,Missouri,Atchison County,19,2.5
7,Missouri,Audrain County,165,3.2
7,Missouri,Barry County,704,12.4
7,Missouri,Barton County,63,3.2
7,Missouri,Bates County,89,3.3
7,Missouri,Benton County,73,3.1
7,Missouri,Bollinger County,33,1.7
7,Missouri,Boone County,1720,3.8
7,Missouri,Buchanan County,1184,7.4
7,Missouri,Butler County,190,2.5
7,Missouri,Caldwell County,45,3.1
7,Missouri,Callaway County,231,2.8
7,Missouri,Camden County,280,4.4
7,Missouri,Cape Girardeau County,461,2.7
7,Missouri,Carroll County,21,1.4
7,Missouri,Carter County,39,3.9
7,Missouri,Cass County,1076,5.6
7,Missouri,Cedar County,70,3.2
7,Missouri,Chariton County,8,0.7
7,Missouri,Christian County,663,3.9
7,Missouri,Clark County,11,1.1
7,Missouri,Clay County,4142,8.2
7,Missouri,Clinton County,95,2.7
7,Missouri,Cole County,462,3.3
7,Missouri,Cooper County,91,3.1
7,Missouri,Crawford County,127,3.2
7,Missouri,Dade County,41,3.7
7,Missouri,Dallas County,70,2.5
7,Missouri,Daviess County,25,1.9
7,Missouri,DeKalb County,55,3.6
7,Missouri,Dent County,48,1.9
7,Missouri,Douglas County,41,2.2
7,Missouri,Dunklin County,440,8.5
7,Missouri,Franklin County,382,2.1
7,Missouri,Gasconade County,44,1.9
7,Missouri,Gentry County,21,1.9
7,Missouri,Greene County,2793,4.4
7,Missouri,Grundy County,55,3.4
7,Missouri,Harrison County,28,2.2
7,Missouri,Henry County,121,3.4
7,Missouri,Hickory County,17,1.5
7,Missouri,Holt County,17,2.8
7,Missouri,Howard County,36,2
7,Missouri,Howell County,203,2.9
7,Missouri,Iron County,33,2
7,Missouri,Jackson County,14560,10.1
7,Missouri,Jasper County,2244,9.3
7,Missouri,Jefferson County,1042,2.5
7,Missouri,Johnson County,702,5.7
7,Missouri,Knox County,10,1.7
7,Missouri,Laclede County,216,3.5
7,Missouri,Lafayette County,193,3.5
7,Missouri,Lawrence County,654,9.8
7,Missouri,Lewis County,48,2.7
7,Missouri,Lincoln County,353,3.1
7,Missouri,Linn County,84,4.2
7,Missouri,Livingston County,86,2.6
7,Missouri,McDonald County,529,13
7,Missouri,Macon County,72,3
7,Missouri,Madison County,64,3.2
7,Missouri,Maries County,21,1.5
7,Missouri,Marion County,110,2.1
7,Missouri,Mercer County,24,4.3
7,Missouri,Miller County,116,2.7
7,Missouri,Mississippi County,55,2.7
7,Missouri,Moniteau County,185,6.9
7,Missouri,Monroe County,31,2.4
7,Missouri,Montgomery County,27,1.5
7,Missouri,Morgan County,85,2.8
7,Missouri,New Madrid County,60,2
7,Missouri,Newton County,688,6.8
7,Missouri,Nodaway County,102,1.8
7,Missouri,Oregon County,42,2.6
7,Missouri,Osage County,25,1.1
7,Missouri,Ozark County,29,2.4
7,Missouri,Pemiscot County,85,2.9
7,Missouri,Perry County,81,2.5
7,Missouri,Pettis County,849,10.8
7,Missouri,Phelps County,274,3.3
7,Missouri,Pike County,67,2.5
7,Missouri,Platte County,1617,7.8
7,Missouri,Polk County,211,3.4
7,Missouri,Pulaski County,1452,13.2
7,Missouri,Putnam County,32,4.6
7,Missouri,Ralls County,32,2
7,Missouri,Randolph County,125,2.9
7,Missouri,Ray County,121,3.2
7,Missouri,Reynolds County,19,2.1
7,Missouri,Ripley County,34,1.6
7,Missouri,St. Charles County,3067,4
7,Missouri,St. Clair County,38,2.9
7,Missouri,Ste. Genevieve County,56,1.9
7,Missouri,St. Francois County,202,1.8
7,Missouri,St. Louis County,6669,3.5
7,Missouri,Saline County,521,12.5
7,Missouri,Schuyler County,27,3.5
7,Missouri,Scotland County,13,1.6
7,Missouri,Scott County,200,2.9
7,Missouri,Shannon County,28,2.3
7,Missouri,Shelby County,19,2
7,Missouri,Stoddard County,118,2.3
7,Missouri,Stone County,156,3.8
7,Missouri,Sullivan County,229,23.5
7,Missouri,Taney County,790,7.8
7,Missouri,Texas County,114,3
7,Missouri,Vernon County,122,3.3
7,Missouri,Warren County,294,4.7
7,Missouri,Washington County,57,1.4
7,Missouri,Wayne County,38,2
7,Missouri,Webster County,173,2.5
7,Missouri,Worth County,4,1.3
7,Missouri,Wright County,96,3.1
7,Missouri,St. Louis City,2817,4.1
7,Nebraska,Adams County,763,13.2
7,Nebraska,Antelope County,37,4
7,Nebraska,Arthur County,6,6.4
7,Nebraska,Banner County,16,12.9
7,Nebraska,Blaine County,0,0
7,Nebraska,Boone County,22,2.9
7,Nebraska,Box Butte County,291,15.8
7,Nebraska,Boyd County,8,3.1
7,Nebraska,Brown County,21,4.8
7,Nebraska,Buffalo County,1069,10
7,Nebraska,Burt County,47,4.9
7,Nebraska,Butler County,83,6.7
7,Nebraska,Cass County,218,5
7,Nebraska,Cedar County,38,3.1
7,Nebraska,Chase County,113,17.2
7,Nebraska,Cherry County,30,3.5
7,Nebraska,Cheyenne County,159,10.5
7,Nebraska,Clay County,116,11.8
7,Nebraska,Colfax County,880,52.2
7,Nebraska,Cuming County,210,14.6
7,Nebraska,Custer County,73,4.3
7,Nebraska,Dakota County,1861,48.4
7,Nebraska,Dawes County,133,7.1
7,Nebraska,Dawson County,1654,39.9
7,Nebraska,Deuel County,27,10.3
7,Nebraska,Dixon County,154,17.1
7,Nebraska,Dodge County,968,15.2
7,Nebraska,Douglas County,16591,13.9
7,Nebraska,Dundy County,27,11.3
7,Nebraska,Fillmore County,60,6.8
7,Nebraska,Franklin County,20,4.6
7,Nebraska,Frontier County,24,5.7
7,Nebraska,Furnas County,52,7.4
7,Nebraska,Gage County,116,3.4
7,Nebraska,Garden County,19,8.4
7,Nebraska,Garfield County,8,2.9
7,Nebraska,Gosper County,35,11.4
7,Nebraska,Grant County,2,2.3
7,Nebraska,Greeley County,12,3.2
7,Nebraska,Hall County,3797,33.5
7,Nebraska,Hamilton County,85,5.4
7,Nebraska,Harlan County,17,3.8
7,Nebraska,Hayes County,11,8.9
7,Nebraska,Hitchcock County,28,6.8
7,Nebraska,Holt County,96,6.3
7,Nebraska,Hooker County,4,3.9
7,Nebraska,Howard County,34,3.4
7,Nebraska,Jefferson County,91,8.3
7,Nebraska,Johnson County,75,12.4
7,Nebraska,Kearney County,106,9.7
7,Nebraska,Keith County,120,10.4
7,Nebraska,Keya Paha County,1,1
7,Nebraska,Kimball County,70,13.6
7,Nebraska,Knox County,48,4.1
7,Nebraska,Lancaster County,5535,8
7,Nebraska,Lincoln County,680,11.2
7,Nebraska,Logan County,13,10.7
7,Nebraska,Loup County,5,5.3
7,Nebraska,McPherson County,1,1.4
7,Nebraska,Madison County,1145,17.7
7,Nebraska,Merrick County,87,6.6
7,Nebraska,Morrill County,159,21.6
7,Nebraska,Nance County,15,2.7
7,Nebraska,Nemaha County,54,4.2
7,Nebraska,Nuckolls County,25,4.3
7,Nebraska,Otoe County,267,10.2
7,Nebraska,Pawnee County,11,3
7,Nebraska,Perkins County,31,7.2
7,Nebraska,Phelps County,109,7.4
7,Nebraska,Pierce County,38,3.4
7,Nebraska,Platte County,1519,26.3
7,Nebraska,Polk County,61,7.8
7,Nebraska,Red Willow County,120,6.6
7,Nebraska,Richardson County,31,2.8
7,Nebraska,Rock County,7,3.6
7,Nebraska,Saline County,764,29.1
7,Nebraska,Sarpy County,4384,11.5
7,Nebraska,Saunders County,100,2.8
7,Nebraska,Scotts Bluff County,1795,28.3
7,Nebraska,Seward County,107,3.3
7,Nebraska,Sheridan County,65,8.3
7,Nebraska,Sherman County,13,3.2
7,Nebraska,Sioux County,18,11.3
7,Nebraska,Stanton County,61,6.2
7,Nebraska,Thayer County,35,4.8
7,Nebraska,Thomas County,7,7.3
7,Nebraska,Thurston County,73,5.4
7,Nebraska,Valley County,23,3.6
7,Nebraska,Washington County,124,3.6
7,Nebraska,Wayne County,166,7.7
7,Nebraska,Webster County,37,7.1
7,Nebraska,Wheeler County,2,2
7,Nebraska,York County,168,6.9
8,Colorado,Adams County,48615,43.8
8,Colorado,Alamosa County,1814,50
8,Colorado,Arapahoe County,31178,22.9
8,Colorado,Archuleta County,498,25.4
8,Colorado,Baca County,72,13.3
8,Colorado,Bent County,220,38.1
8,Colorado,Boulder County,10986,15.8
8,Colorado,Broomfield County,2250,15.6
8,Colorado,Chaffee County,294,10.2
8,Colorado,Cheyenne County,37,12.9
8,Colorado,Clear Creek County,137,9.6
8,Colorado,Conejos County,726,52
8,Colorado,Costilla County,394,70.5
8,Colorado,Crowley County,179,36.5
8,Colorado,Custer County,44,8.4
8,Colorado,Delta County,898,20.1
8,Colorado,Denver County,50200,27.8
8,Colorado,Dolores County,17,5.9
8,Colorado,Douglas County,7472,11.1
8,Colorado,Eagle County,3669,33.9
8,Colorado,Elbert County,425,10.1
8,Colorado,El Paso County,30610,20.6
8,Colorado,Fremont County,781,13
8,Colorado,Garfield County,3799,33.3
8,Colorado,Gilpin County,99,10.2
8,Colorado,Grand County,354,13.4
8,Colorado,Gunnison County,438,11.5
8,Colorado,Hinsdale County,7,6.5
8,Colorado,Huerfano County,356,43
8,Colorado,Jackson County,34,16.1
8,Colorado,Jefferson County,21789,19.3
8,Colorado,Kiowa County,19,9
8,Colorado,Kit Carson County,261,22
8,Colorado,Lake County,601,37.5
8,Colorado,La Plata County,1569,14.7
8,Colorado,Larimer County,10705,13.7
8,Colorado,Las Animas County,1031,48.4
8,Colorado,Lincoln County,102,12.7
8,Colorado,Logan County,597,17.4
8,Colorado,Mesa County,5093,17.8
8,Colorado,Mineral County,8,7.9
8,Colorado,Moffat County,422,17.8
8,Colorado,Montezuma County,661,15.6
8,Colorado,Montrose County,1842,27.1
8,Colorado,Morgan County,2236,41.6
8,Colorado,Otero County,1524,46.9
8,Colorado,Ouray County,58,8.8
8,Colorado,Park County,240,9.3
8,Colorado,Phillips County,182,26.5
8,Colorado,Pitkin County,480,15.1
8,Colorado,Prowers County,924,42.9
8,Colorado,Pueblo County,15204,48.5
8,Colorado,Rio Blanco County,140,12
8,Colorado,Rio Grande County,998,51.3
8,Colorado,Routt County,421,8.9
8,Colorado,Saguache County,456,44.8
8,Colorado,San Juan County,20,19.2
8,Colorado,San Miguel County,212,13.7
8,Colorado,Sedgwick County,83,23.1
8,Colorado,Summit County,1035,17.3
8,Colorado,Teller County,365,10.3
8,Colorado,Washington County,92,11.9
8,Colorado,Weld County,21980,32.7
8,Colorado,Yuma County,509,30.5
8,Montana,Beaverhead County,93,5.2
8,Montana,Big Horn County,130,5.2
8,Montana,Blaine County,35,2.9
8,Montana,Broadwater County,39,4.2
8,Montana,Carbon County,61,4
8,Montana,Carter County,1,0.6
8,Montana,Cascade County,921,6.3
8,Montana,Chouteau County,36,3.8
8,Montana,Custer County,98,5
8,Montana,Daniels County,10,4.4
8,Montana,Dawson County,71,4.9
8,Montana,Deer Lodge County,52,4
8,Montana,Fallon County,4,0.8
8,Montana,Fergus County,63,3.7
8,Montana,Flathead County,739,4.1
8,Montana,Gallatin County,1226,4.7
8,Montana,Garfield County,4,1.9
8,Montana,Glacier County,106,4
8,Montana,Golden Valley County,5,4.1
8,Montana,Granite County,17,3.8
8,Montana,Hill County,141,4.6
8,Montana,Jefferson County,51,2.8
8,Montana,Judith Basin County,11,3.9
8,Montana,Lake County,293,5.8
8,Montana,Lewis and Clark County,572,4.6
8,Montana,Liberty County,4,1
8,Montana,Lincoln County,210,7.8
8,Montana,McCone County,8,3.4
8,Montana,Madison County,77,6.5
8,Montana,Meagher County,6,2.4
8,Montana,Mineral County,30,5.4
8,Montana,Missoula County,1133,4.2
8,Montana,Musselshell County,43,6.7
8,Montana,Park County,128,4.8
8,Montana,Petroleum County,4,6.8
8,Montana,Phillips County,31,5.6
8,Montana,Pondera County,30,3.1
8,Montana,Powder River County,11,4.7
8,Montana,Powell County,24,3.3
8,Montana,Prairie County,13,9.8
8,Montana,Ravalli County,315,4.9
8,Montana,Richland County,132,6.9
8,Montana,Roosevelt County,49,2.4
8,Montana,Rosebud County,72,4.6
8,Montana,Sanders County,88,5.9
8,Montana,Sheridan County,43,8.5
8,Montana,Silver Bow County,340,5.4
8,Montana,Stillwater County,90,6.2
8,Montana,Sweet Grass County,22,4.3
8,Montana,Teton County,20,2.1
8,Montana,Toole County,31,4.9
8,Montana,Treasure County,4,4.2
8,Montana,Valley County,34,2.9
8,Montana,Wheatland County,12,4
8,Montana,Wibaux County,6,4.1
8,Montana,Yellowstone County,2159,7
8,North Dakota,Adams County,5,1.6
8,North Dakota,Barnes County,35,2.1
8,North Dakota,Benson County,26,2.3
8,North Dakota,Billings County,7,5.3
8,North Dakota,Bottineau County,25,2.8
8,North Dakota,Bowman County,33,7.1
8,North Dakota,Burke County,12,3.9
8,North Dakota,Burleigh County,566,3.1
8,North Dakota,Cass County,1270,3
8,North Dakota,Cavalier County,16,3.2
8,North Dakota,Dickey County,31,4
8,North Dakota,Divide County,15,4.8
8,North Dakota,Dunn County,36,5.2
8,North Dakota,Eddy County,19,5.4
8,North Dakota,Emmons County,6,1.4
8,North Dakota,Foster County,5,1.1
8,North Dakota,Golden Valley County,12,4.4
8,North Dakota,Grand Forks County,859,5.4
8,North Dakota,Grant County,3,1.1
8,North Dakota,Griggs County,9,3.2
8,North Dakota,Hettinger County,13,3
8,North Dakota,Kidder County,25,7.7
8,North Dakota,LaMoure County,17,3.1
8,North Dakota,Logan County,11,4.3
8,North Dakota,McHenry County,21,2.5
8,North Dakota,McIntosh County,14,4.6
8,North Dakota,McKenzie County,303,10.2
8,North Dakota,McLean County,35,2.6
8,North Dakota,Mercer County,46,3.8
8,North Dakota,Morton County,273,4.7
8,North Dakota,Mountrail County,172,9.2
8,North Dakota,Nelson County,29,7.6
8,North Dakota,Oliver County,4,1.5
8,North Dakota,Pembina County,42,4.4
8,North Dakota,Pierce County,14,2.4
8,North Dakota,Ramsey County,68,3.7
8,North Dakota,Ransom County,21,2.6
8,North Dakota,Renville County,9,2.6
8,North Dakota,Richland County,132,4.5
8,North Dakota,Rolette County,30,1.2
8,North Dakota,Sargent County,21,3.8
8,North Dakota,Sheridan County,6,4.1
8,North Dakota,Sioux County,40,5
8,North Dakota,Slope County,1,1.1
8,North Dakota,Stark County,394,6.5
8,North Dakota,Steele County,12,4.3
8,North Dakota,Stutsman County,114,3.2
8,North Dakota,Towner County,13,4.7
8,North Dakota,Traill County,71,5.3
8,North Dakota,Walsh County,255,15.7
8,North Dakota,Ward County,1199,8.5
8,North Dakota,Wells County,7,1.5
8,North Dakota,Williams County,727,9.7
8,South Dakota,Aurora County,45,10.5
8,South Dakota,Beadle County,400,13.1
8,South Dakota,Bennett County,39,6.1
8,South Dakota,Bon Homme County,29,3.6
8,South Dakota,Brookings County,264,3
8,South Dakota,Brown County,301,4
8,South Dakota,Brule County,38,4.6
8,South Dakota,Buffalo County,14,3.5
8,South Dakota,Butte County,83,4.9
8,South Dakota,Campbell County,13,7.6
8,South Dakota,Charles Mix County,46,3
8,South Dakota,Clark County,21,3.9
8,South Dakota,Clay County,124,3.1
8,South Dakota,Codington County,187,3.8
8,South Dakota,Corson County,23,3.1
8,South Dakota,Custer County,54,5
8,South Dakota,Davison County,145,4
8,South Dakota,Day County,24,3.1
8,South Dakota,Deuel County,29,4.5
8,South Dakota,Dewey County,26,2.3
8,South Dakota,Douglas County,13,3.3
8,South Dakota,Edmunds County,14,2.4
8,South Dakota,Fall River County,47,5.1
8,South Dakota,Faulk County,3,0.8
8,South Dakota,Grant County,48,4.5
8,South Dakota,Gregory County,10,1.7
8,South Dakota,Haakon County,11,3.9
8,South Dakota,Hamlin County,47,4.5
8,South Dakota,Hand County,7,1.5
8,South Dakota,Hanson County,11,1.8
8,South Dakota,Harding County,8,4.2
8,South Dakota,Hughes County,120,3.8
8,South Dakota,Hutchinson County,41,3.7
8,South Dakota,Hyde County,5,2.8
8,South Dakota,Jackson County,8,1.4
8,South Dakota,Jerauld County,16,5.7
8,South Dakota,Jones County,6,5.1
8,South Dakota,Kingsbury County,21,2.9
8,South Dakota,Lake County,57,2.9
8,South Dakota,Lawrence County,203,4.3
8,South Dakota,Lincoln County,351,2.8
8,South Dakota,Lyman County,17,2.7
8,South Dakota,McCook County,60,6.5
8,South Dakota,McPherson County,10,3.1
8,South Dakota,Marshall County,56,8.3
8,South Dakota,Meade County,318,5.9
8,South Dakota,Mellette County,14,3.8
8,South Dakota,Miner County,13,4
8,South Dakota,Minnehaha County,2173,5.6
8,South Dakota,Moody County,54,5.2
8,South Dakota,Oglala Lakota County,90,3
8,South Dakota,Pennington County,1277,6.3
8,South Dakota,Perkins County,4,1
8,South Dakota,Potter County,6,2
8,South Dakota,Roberts County,42,2.6
8,South Dakota,Sanborn County,15,4
8,South Dakota,Spink County,26,2.6
8,South Dakota,Stanley County,13,2.7
8,South Dakota,Sully County,7,3.8
8,South Dakota,Todd County,84,4
8,South Dakota,Tripp County,20,2.5
8,South Dakota,Turner County,44,3.3
8,South Dakota,Union County,137,5
8,South Dakota,Walworth County,20,2.5
8,South Dakota,Yankton County,203,5.5
8,South Dakota,Ziebach County,21,3.5
8,Utah,Beaver County,175,13.8
8,Utah,Box Elder County,1118,10.2
8,Utah,Cache County,3296,10.4
8,Utah,Carbon County,606,15.2
8,Utah,Daggett County,5,3.8
8,Utah,Davis County,8390,11.1
8,Utah,Duchesne County,332,8.6
8,Utah,Emery County,135,7.5
8,Utah,Garfield County,66,8.3
8,Utah,Grand County,235,12.8
8,Utah,Iron County,1164,9.4
8,Utah,Juab County,153,6.4
8,Utah,Kane County,73,5.9
8,Utah,Millard County,307,13.6
8,Utah,Morgan County,87,3.8
8,Utah,Piute County,31,14.1
8,Utah,Rich County,34,7.7
8,Utah,Salt Lake County,50631,19.7
8,Utah,San Juan County,170,5.9
8,Utah,Sanpete County,564,8.9
8,Utah,Sevier County,265,6.6
8,Utah,Summit County,1097,14.6
8,Utah,Tooele County,2139,13.7
8,Utah,Uintah County,600,8.3
8,Utah,Utah County,18299,11.9
8,Utah,Wasatch County,1066,15.9
8,Utah,Washington County,4092,12.7
8,Utah,Wayne County,47,11.1
8,Utah,Weber County,11098,20
8,Wyoming,Albany County,974,9.6
8,Wyoming,Big Horn County,214,11.3
8,Wyoming,Campbell County,888,9.7
8,Wyoming,Carbon County,508,20.4
8,Wyoming,Converse County,239,9.7
8,Wyoming,Crook County,53,4.9
8,Wyoming,Fremont County,500,7.4
8,Wyoming,Goshen County,248,11.8
8,Wyoming,Hot Springs County,44,7.1
8,Wyoming,Johnson County,87,6.7
8,Wyoming,Laramie County,3107,16.5
8,Wyoming,Lincoln County,200,6.1
8,Wyoming,Natrona County,1510,9.9
8,Wyoming,Niobrara County,27,5.4
8,Wyoming,Park County,351,7.5
8,Wyoming,Platte County,127,10.3
8,Wyoming,Sheridan County,334,6.3
8,Wyoming,Sublette County,161,10.2
8,Wyoming,Sweetwater County,1470,17.2
8,Wyoming,Teton County,755,16.1
8,Wyoming,Uinta County,401,10.7
8,Wyoming,Washakie County,222,17.4
8,Wyoming,Weston County,50,4.8
9,Arizona,Apache County,789,5.9
9,Arizona,Cochise County,9195,44.4
9,Arizona,Coconino County,5451,15.1
9,Arizona,Gila County,1812,24.1
9,Arizona,Graham County,2361,33.3
9,Arizona,Greenlee County,929,51.4
9,Arizona,La Paz County,1216,47.2
9,Arizona,Maricopa County,334382,36.9
9,Arizona,Mohave County,6862,24.1
9,Arizona,Navajo County,2193,11.6
9,Arizona,Pima County,93240,45.9
9,Arizona,Pinal County,29350,38
9,Arizona,Santa Cruz County,7893,91.2
9,Arizona,Yavapai County,6975,22.7
9,Arizona,Yuma County,29523,76.8
9,California,Alameda County,87325,24.2
9,California,Alpine County,27,17.1
9,California,Amador County,883,18.1
9,California,Butte County,9558,21
9,California,Calaveras County,1130,18
9,California,Colusa County,2809,68.2
9,California,Contra Costa County,68260,30.9
9,California,Del Norte County,862,20.7
9,California,El Dorado County,5228,17.1
9,California,Fresno County,120340,57.9
9,California,Glenn County,2567,49.2
9,California,Humboldt County,4453,15.8
9,California,Imperial County,30755,90
9,California,Inyo County,824,29.3
9,California,Kern County,108846,59.9
9,California,Kings County,17439,60.1
9,California,Lake County,2789,28.1
9,California,Lassen County,711,18.1
9,California,Los Angeles County,1105470,52.1
9,California,Madera County,21225,64
9,California,Marin County,8386,21.6
9,California,Mariposa County,417,17.4
9,California,Mendocino County,4783,33.3
9,California,Merced County,37913,65.5
9,California,Modoc County,264,20.5
9,California,Mono County,879,31.7
9,California,Monterey County,56985,66.8
9,California,Napa County,10829,42.9
9,California,Nevada County,2000,13.7
9,California,Orange County,247302,39.3
9,California,Placer County,12495,17.9
9,California,Plumas County,353,13.2
9,California,Riverside County,286782,57.8
9,California,Sacramento County,85921,26.7
9,California,San Benito County,8503,68.5
9,California,San Bernardino County,275017,60
9,California,San Diego County,265380,38.5
9,California,San Francisco County,31513,15.5
9,California,San Joaquin County,71617,46.3
9,California,San Luis Obispo County,14701,27.4
9,California,San Mateo County,40278,27.1
9,California,Santa Barbara County,47067,49.6
9,California,Santa Clara County,108460,27.8
9,California,Santa Cruz County,22278,39
9,California,Shasta County,4288,13.6
9,California,Sierra County,66,18.4
9,California,Siskiyou County,1149,17.8
9,California,Solano County,27299,31.8
9,California,Sonoma County,30900,34.5
9,California,Stanislaus County,59368,53.2
9,California,Sutter County,6819,36.4
9,California,Tehama County,3473,31.4
9,California,Trinity County,179,10.9
9,California,Tulare County,68735,71
9,California,Tuolumne County,1182,15.4
9,California,Ventura County,82013,50.6
9,California,Yolo County,17704,31.9
9,California,Yuba County,5303,33.6
9,Hawaii,Hawaii County,5277,15.3
9,Hawaii,Honolulu County,22115,12
9,Hawaii,Kalawao County,0,0
9,Hawaii,Kauai County,1555,12.5
9,Hawaii,Maui County,4249,14
9,Nevada,Churchill County,860,19.4
9,Nevada,Clark County,168268,36.7
9,Nevada,Douglas County,1270,19
9,Nevada,Elko County,2766,27.1
9,Nevada,Esmeralda County,41,36.6
9,Nevada,Eureka County,49,15.3
9,Nevada,Humboldt County,981,32
9,Nevada,Lander County,242,25.6
